,PSZACcontroller_oveHeaCor_u,PSZACcontroller_oveHeaPer1_u,PSZACcontroller_oveHeaPer2_u,PSZACcontroller_oveHeaPer3_u,PSZACcontroller_oveHeaPer4_u,TDryBul,HGloHor,Occupancy[core_zn],Occupancy[perimeter_zn_1],Occupancy[perimeter_zn_2],Occupancy[perimeter_zn_3],Occupancy[perimeter_zn_4],senTemRoom_y,senTemRoom1_y,senTemRoom2_y,senTemRoom3_y,senTemRoom4_y,timestamp
2020-01-01 02:30:00,0.0,0.0,0.0,0.0,0.0,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,293.8267463987322,291.6461621645428,291.36731084334656,291.39718615661053,291.2386977684901,2020-01-01 02:30:00
2020-01-01 02:35:00,0.0,0.0,0.0,0.0,0.0,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,293.8036761358695,291.61717999273475,291.3362475115329,291.36737084875784,291.20733261282174,2020-01-01 02:35:00
2020-01-01 02:40:00,0.0,0.0,0.0,0.0,0.0,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,293.7806025849167,291.5881091380647,291.30502048397136,291.3374634450313,291.1758058962541,2020-01-01 02:40:00
2020-01-01 02:45:00,0.0,0.0,0.0,0.0,0.0,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,293.75844382521547,291.5604750739745,291.27551362468677,291.3090674946177,291.1460213438526,2020-01-01 02:45:00
2020-01-01 02:50:00,0.0,0.0,0.0,0.0,0.0,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,293.7362735610245,291.5327627767469,291.2458613895958,291.2805903906476,291.11609424087476,2020-01-01 02:50:00
2020-01-01 02:55:00,0.0,0.0,0.0,0.0,0.0,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,293.71488416331744,291.5063136582435,291.21778912972627,291.25346246770135,291.0877243935022,2020-01-01 02:55:00
2020-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,293.6934786255936,291.47979551214434,291.1895869336294,291.22626283925206,291.05922835105923,2020-01-01 03:00:00
2020-01-01 03:05:00,0.0,0.0,0.0,0.0,0.0,-11.058333333333334,0.0,0.0,0.0,0.0,0.0,0.0,293.6727861285704,291.451356205472,291.1594742667714,291.19769654083325,291.0293397670953,2020-01-01 03:05:00
2020-01-01 03:10:00,0.0,0.0,0.0,0.0,0.0,-11.016666666666666,0.0,0.0,0.0,0.0,0.0,0.0,293.65207507633994,291.42288139904707,291.1292920768294,291.16908830679097,290.99937832106593,2020-01-01 03:10:00
2020-01-01 03:15:00,0.0,0.0,0.0,0.0,0.0,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,293.6319949381268,291.39460285056833,291.099653651521,291.1411273062214,290.9698234517637,2020-01-01 03:15:00
2020-01-01 03:20:00,0.0,0.0,0.0,0.0,0.0,-10.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,293.6118954356909,291.3662992075196,291.069961538322,291.11313231680003,290.94021414464953,2020-01-01 03:20:00
2020-01-01 03:25:00,0.0,0.0,0.0,0.0,0.0,-10.891666666666666,0.0,0.0,0.0,0.0,0.0,0.0,293.5923339760692,291.33917488723336,291.0418349585925,291.08651353237826,290.9120100748891,2020-01-01 03:25:00
2020-01-01 03:30:00,0.0,0.0,0.0,0.0,0.0,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,293.57275332571874,291.31202379609704,291.0136494567421,291.0598591810243,290.8837490850388,2020-01-01 03:30:00
2020-01-01 03:35:00,0.0,0.0,0.0,0.0,0.0,-10.808333333333334,0.0,0.0,0.0,0.0,0.0,0.0,293.5536358660305,291.2856215622008,290.98625740797036,291.0339394922039,290.8563272115109,2020-01-01 03:35:00
2020-01-01 03:40:00,0.0,0.0,0.0,0.0,0.0,-10.766666666666666,0.0,0.0,0.0,0.0,0.0,0.0,293.53450021725604,291.25919339357876,290.958810666091,291.00798719640903,290.82885215991735,2020-01-01 03:40:00
2020-01-01 03:45:00,0.0,0.0,0.0,0.0,0.0,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,293.5157790483274,291.2331981838205,290.9318073564843,290.9824998559309,290.8018678269388,2020-01-01 03:45:00
