,PSZACcontroller_oveHeaCor_u,PSZACcontroller_oveHeaPer1_u,PSZACcontroller_oveHeaPer2_u,PSZACcontroller_oveHeaPer3_u,PSZACcontroller_oveHeaPer4_u,TDryBul,HGloHor,Occupancy[core_zn],Occupancy[perimeter_zn_1],Occupancy[perimeter_zn_2],Occupancy[perimeter_zn_3],Occupancy[perimeter_zn_4],senTemRoom_y,senTemRoom1_y,senTemRoom2_y,senTemRoom3_y,senTemRoom4_y,timestamp
2020-01-09 13:10:00,0.263,0.23,0.647,0.448,0.219,1.7,262.6666666666667,14.2177,10.77775,6.3935,10.77775,6.3935,304.6855161518239,303.62989104069595,311.1825498507847,303.99752898243906,301.8730576153867,2020-01-09 13:10:00
2020-01-09 13:15:00,0.263,0.23,0.647,0.448,0.219,1.7,257.5,14.2177,10.77775,6.3935,10.77775,6.3935,304.69057799833735,303.590396570741,311.37500912861935,304.0214624721633,301.85934520252675,2020-01-09 13:15:00
2020-01-09 13:20:00,0.263,0.23,0.647,0.448,0.219,1.7,252.33333333333334,14.2177,10.77775,6.3935,10.77775,6.3935,304.7016412008828,303.55875434379504,311.55914619828604,304.04874896442743,301.8550037249,2020-01-09 13:20:00
2020-01-09 13:25:00,0.263,0.23,0.647,0.448,0.219,1.7,247.16666666666666,14.2177,10.77775,6.3935,10.77775,6.3935,304.656201535087,303.5508317096667,311.63455077061195,304.1341963349874,301.84623567424313,2020-01-09 13:25:00
2020-01-09 13:30:00,0.263,0.23,0.647,0.448,0.219,1.7,242.0,14.2177,10.77775,6.3935,10.77775,6.3935,304.6178293127306,303.54779729482476,311.7134215750978,304.2204591183835,301.84253123223993,2020-01-09 13:30:00
2020-01-09 13:35:00,0.263,0.23,0.647,0.448,0.219,1.7,236.83333333333334,14.2177,10.77775,6.3935,10.77775,6.3935,304.66066609131974,303.59631935019854,311.7055751502278,304.2378737561639,301.93581824590734,2020-01-09 13:35:00
2020-01-09 13:40:00,0.263,0.23,0.647,0.448,0.219,1.7,231.66666666666666,14.2177,10.77775,6.3935,10.77775,6.3935,304.70543923514896,303.6466298301079,311.7035158429418,304.2594720412293,302.0279878182491,2020-01-09 13:40:00
2020-01-09 13:45:00,0.263,0.23,0.647,0.448,0.219,1.7,226.5,14.2177,10.77775,6.3935,10.77775,6.3935,304.73373341740216,303.6636238858548,311.80765872906966,304.2862601418219,302.0692132039599,2020-01-09 13:45:00
2020-01-09 13:50:00,0.224,0.217,0.771,0.535,0.251,1.7,221.33333333333334,14.2177,10.77775,6.3935,10.77775,6.3935,304.4598234789012,303.5786948282436,313.24780893085415,305.00392443018166,302.4429780983089,2020-01-09 13:50:00
2020-01-09 13:55:00,0.224,0.217,0.771,0.535,0.251,1.7,216.16666666666666,14.2177,10.77775,6.3935,10.77775,6.3935,304.31600446561384,303.53948767225035,313.6399908016031,305.2897213085151,302.60377634749904,2020-01-09 13:55:00
2020-01-09 14:00:00,0.224,0.217,0.771,0.535,0.251,1.7,211.0,14.2177,10.77775,6.3935,10.77775,6.3935,304.1781332797131,303.50264021394077,314.0375547290953,305.5702082357518,302.7636820150843,2020-01-09 14:00:00
2020-01-09 14:05:00,0.224,0.217,0.771,0.535,0.251,1.7,200.83333333333334,14.2177,10.77775,6.3935,10.77775,6.3935,304.25841602780173,303.578744586365,313.6172697211609,305.3676137150926,302.73999556784304,2020-01-09 14:05:00
2020-01-09 14:10:00,0.224,0.217,0.771,0.535,0.251,1.7,190.66666666666666,14.2177,10.77775,6.3935,10.77775,6.3935,304.3339079328363,303.6507329720208,313.22654289477225,305.1777335818793,302.7202491664453,2020-01-09 14:10:00
2020-01-09 14:15:00,0.224,0.217,0.771,0.535,0.251,1.7,180.5,14.2177,10.77775,6.3935,10.77775,6.3935,304.36421384700714,303.6703605974639,313.6713159252043,305.3207844249354,302.79902257640805,2020-01-09 14:15:00
2020-01-09 14:20:00,0.224,0.217,0.771,0.535,0.251,1.7,170.33333333333331,14.2177,10.77775,6.3935,10.77775,6.3935,304.39361152633023,303.6896921136455,314.0852864633467,305.4549300997869,302.87311386635747,2020-01-09 14:20:00
2020-01-09 14:25:00,0.224,0.217,0.771,0.535,0.251,1.7,160.16666666666666,14.2177,10.77775,6.3935,10.77775,6.3935,304.3735084874605,303.6855796249353,314.1314701113115,305.5491774240184,302.9611060844498,2020-01-09 14:25:00
2020-01-09 14:30:00,0.224,0.217,0.771,0.535,0.251,1.7,150.0,14.2177,10.77775,6.3935,10.77775,6.3935,304.35456262505596,303.6818475723464,314.18184045008616,305.64001066924305,303.0454443525451,2020-01-09 14:30:00
2020-01-09 14:35:00,0.224,0.217,0.771,0.535,0.251,1.7,139.83333333333331,14.2177,10.77775,6.3935,10.77775,6.3935,304.36799292319944,303.66389799695537,314.129991909015,305.61559478910914,303.0578354862706,2020-01-09 14:35:00
2020-01-09 14:40:00,0.224,0.217,0.771,0.535,0.251,1.7,129.66666666666666,14.2177,10.77775,6.3935,10.77775,6.3935,304.3806426935347,303.64679665574783,314.08180578563736,305.5932463777441,303.0709193293662,2020-01-09 14:40:00
2020-01-09 14:45:00,0.224,0.217,0.771,0.535,0.251,1.7,119.49999999999999,14.2177,10.77775,6.3935,10.77775,6.3935,304.4019081780487,303.6241600322007,314.29370343627465,305.661440174477,303.1014915440102,2020-01-09 14:45:00
2020-01-09 14:50:00,0.224,0.253,0.876,0.491,0.217,1.7,109.33333333333333,14.2177,10.77775,6.3935,10.77775,6.3935,304.4222496980597,303.8920234955824,315.6259781451728,305.3779069825414,302.7798435116595,2020-01-09 14:50:00
2020-01-09 14:55:00,0.224,0.253,0.876,0.491,0.217,1.7,99.16666666666666,14.2177,10.77775,6.3935,10.77775,6.3935,304.4313360019132,303.9975577155207,315.9030779448735,305.31154119253637,302.68239454576747,2020-01-09 14:55:00
2020-01-09 15:00:00,0.224,0.253,0.876,0.491,0.217,1.7,88.99999999999999,14.2177,10.77775,6.3935,10.77775,6.3935,304.44012980997894,304.1007156064182,316.18853041254283,305.2453970372964,302.5844502929261,2020-01-09 15:00:00
2020-01-09 15:05:00,0.224,0.253,0.876,0.491,0.217,1.5583333333333333,82.75,14.2177,10.77775,6.3935,10.77775,6.3935,304.4509258479539,303.9870144653439,315.8505221512325,305.3633297836299,302.6838294985532,2020-01-09 15:05:00
2020-01-09 15:10:00,0.224,0.253,0.876,0.491,0.217,1.4166666666666665,76.5,14.2177,10.77775,6.3935,10.77775,6.3935,304.4612659878051,303.87990823775596,315.5356837886056,305.47479076017095,302.77611461073246,2020-01-09 15:10:00
2020-01-09 15:15:00,0.224,0.253,0.876,0.491,0.217,1.275,70.25,14.2177,10.77775,6.3935,10.77775,6.3935,304.4754182943845,303.85345202421837,315.97867578008913,305.46609552041633,302.7654638668563,2020-01-09 15:15:00
2020-01-09 15:20:00,0.224,0.253,0.876,0.491,0.217,1.1333333333333333,64.0,14.2177,10.77775,6.3935,10.77775,6.3935,304.4889668307843,303.8272800908964,316.3922489729555,305.458880823009,302.7569091765858,2020-01-09 15:20:00
2020-01-09 15:25:00,0.224,0.253,0.876,0.491,0.217,0.9916666666666667,57.75,14.2177,10.77775,6.3935,10.77775,6.3935,304.50025726020243,303.80716976016373,316.38649893366426,305.45158006492716,302.6986679136605,2020-01-09 15:25:00
2020-01-09 15:30:00,0.224,0.253,0.876,0.491,0.217,0.85,51.5,14.2177,10.77775,6.3935,10.77775,6.3935,304.5111015897486,303.78779941814867,316.3877851408284,305.44456528361115,302.6434940868357,2020-01-09 15:30:00
2020-01-09 15:35:00,0.224,0.253,0.876,0.491,0.217,0.7083333333333334,45.25,14.2177,10.77775,6.3935,10.77775,6.3935,304.5202935569213,303.7423435697277,316.3746303089132,305.48801865501093,302.6536349432993,2020-01-09 15:35:00
2020-01-09 15:40:00,0.224,0.253,0.876,0.491,0.217,0.5666666666666667,39.0,14.2177,10.77775,6.3935,10.77775,6.3935,304.52911896405476,303.6989501074542,316.36220972872144,305.5292418728067,302.6623028186086,2020-01-09 15:40:00
2020-01-09 15:45:00,0.224,0.253,0.876,0.491,0.217,0.42500000000000004,32.75,14.2177,10.77775,6.3935,10.77775,6.3935,304.53743577032884,303.66244942598104,316.56284675399763,305.5382727642936,302.65555655151115,2020-01-09 15:45:00
2020-01-09 15:50:00,0.181,0.264,0.968,0.434,0.257,0.28333333333333344,26.5,14.2177,10.77775,6.3935,10.77775,6.3935,304.21026037647965,303.71576879595204,317.7443078982821,305.09649513314844,303.0617899515651,2020-01-09 15:50:00
2020-01-09 15:55:00,0.181,0.264,0.968,0.434,0.257,0.14166666666666683,20.25,14.2177,10.77775,6.3935,10.77775,6.3935,304.0467870431277,303.72366134739065,317.9458568528555,304.9501750718214,303.20316479537064,2020-01-09 15:55:00
2020-01-09 16:00:00,0.181,0.264,0.968,0.434,0.257,0.0,14.0,4.4898,3.4035,2.019,3.4035,2.019,303.88845361759826,303.7317554669256,318.157199954997,304.8064316739113,303.34408047148685,2020-01-09 16:00:00
2020-01-09 16:05:00,0.181,0.264,0.968,0.434,0.257,0.0,12.833333333333334,4.4898,3.4035,2.019,3.4035,2.019,303.8261215692558,303.5230392334724,317.88967770522993,304.838246286313,303.0394606306207,2020-01-09 16:05:00
2020-01-09 16:10:00,0.181,0.264,0.968,0.434,0.257,0.0,11.666666666666666,4.4898,3.4035,2.019,3.4035,2.019,303.7635199200827,303.32265683770686,317.6382408952548,304.86512337086623,302.75196812886844,2020-01-09 16:10:00
2020-01-09 16:15:00,0.181,0.264,0.968,0.434,0.257,0.0,10.5,4.4898,3.4035,2.019,3.4035,2.019,303.784357549765,303.29351153555336,318.03226359025683,304.8646052310948,302.7727662609689,2020-01-09 16:15:00
2020-01-09 16:20:00,0.181,0.264,0.968,0.434,0.257,0.0,9.333333333333332,4.4898,3.4035,2.019,3.4035,2.019,303.7977381040705,303.25794727919435,318.3949949055972,304.85842022347845,302.781955354525,2020-01-09 16:20:00
2020-01-09 16:25:00,0.181,0.264,0.968,0.434,0.257,0.0,8.166666666666668,4.4898,3.4035,2.019,3.4035,2.019,303.7770842793418,303.2296799121242,318.36063163227277,304.81155160425834,302.78614884124136,2020-01-09 16:25:00
2020-01-09 16:30:00,0.181,0.264,0.968,0.434,0.257,0.0,7.0,4.4898,3.4035,2.019,3.4035,2.019,303.74936609957444,303.1944082825277,318.32629112717774,304.7588734654365,302.7824586561335,2020-01-09 16:30:00
2020-01-09 16:35:00,0.181,0.264,0.968,0.434,0.257,0.0,5.833333333333334,4.4898,3.4035,2.019,3.4035,2.019,303.71152616981743,303.1180219947092,318.3312021060866,304.7492379849522,302.6862827727102,2020-01-09 16:35:00
2020-01-09 16:40:00,0.181,0.264,0.968,0.434,0.257,0.0,4.666666666666666,4.4898,3.4035,2.019,3.4035,2.019,303.6669466299022,303.0367934323137,318.32731881195366,304.7312980296106,302.5873144697382,2020-01-09 16:40:00
2020-01-09 16:45:00,0.181,0.264,0.968,0.434,0.257,0.0,3.5,4.4898,3.4035,2.019,3.4035,2.019,303.6475154493842,303.0041173285396,318.50351836012067,304.72847831252506,302.5746539266849,2020-01-09 16:45:00
2020-01-09 16:50:00,0.191,0.262,0.844,0.452,0.233,0.0,2.333333333333334,4.4898,3.4035,2.019,3.4035,2.019,303.7000914071155,302.9495909983641,317.3249709032492,304.86150929507534,302.3069821821812,2020-01-09 16:50:00
2020-01-09 16:55:00,0.191,0.262,0.844,0.452,0.233,0.0,1.1666666666666679,4.4898,3.4035,2.019,3.4035,2.019,303.7311404609087,302.921187785065,317.0516646159,304.90288993525536,302.2019017972471,2020-01-09 16:55:00
2020-01-09 17:00:00,0.191,0.262,0.844,0.452,0.233,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.7581276968701,302.89058664961146,316.76891313904133,304.9405727301701,302.09479199718675,2020-01-09 17:00:00
2020-01-09 17:05:00,0.191,0.262,0.844,0.452,0.233,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.465878324257,302.600834278009,316.9202827358561,304.6204862222374,301.87380098255437,2020-01-09 17:05:00
2020-01-09 17:10:00,0.191,0.262,0.844,0.452,0.233,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.1875925199074,302.32503979413667,317.05874293231926,304.3165079897857,301.66316649631005,2020-01-09 17:10:00
2020-01-09 17:15:00,0.191,0.262,0.844,0.452,0.233,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.15085227745635,302.3305129172013,316.9542271794729,304.39721949838827,301.68262913608186,2020-01-09 17:15:00
2020-01-09 17:20:00,0.191,0.262,0.844,0.452,0.233,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.1138578249931,302.3330894848487,316.8576660810697,304.47105375840556,301.6975537806234,2020-01-09 17:20:00
2020-01-09 17:25:00,0.191,0.262,0.844,0.452,0.233,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.1372171386545,302.3400195610736,316.8162214566375,304.49718974878874,301.6821071121021,2020-01-09 17:25:00
2020-01-09 17:30:00,0.191,0.262,0.844,0.452,0.233,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.15920141445565,302.3466250750725,316.7754620319763,304.5227278883926,301.66774895872476,2020-01-09 17:30:00
2020-01-09 17:35:00,0.191,0.262,0.844,0.452,0.233,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.1145703579546,302.27140033405885,316.8271388678048,304.4347249132016,301.5964228189034,2020-01-09 17:35:00
2020-01-09 17:40:00,0.191,0.262,0.844,0.452,0.233,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.07220146965955,302.19994707175357,316.87531662914046,304.35130619852066,301.5287843648985,2020-01-09 17:40:00
2020-01-09 17:45:00,0.191,0.262,0.844,0.452,0.233,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.0272181039178,302.16258354667144,316.83145961650547,304.3545130707652,301.5053101958552,2020-01-09 17:45:00
2020-01-09 17:50:00,0.213,0.288,0.769,0.382,0.194,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.1558449742082,302.3357632399565,315.98023728272346,303.8022147130813,301.07926534149584,2020-01-09 17:50:00
2020-01-09 17:55:00,0.213,0.288,0.769,0.382,0.194,0.0,0.0,4.4898,3.4035,2.019,3.4035,2.019,303.23408990561444,302.42060764400713,315.8133547072522,303.58731247210824,300.8876429878821,2020-01-09 17:55:00
2020-01-09 18:00:00,0.213,0.288,0.769,0.382,0.194,0.0,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,303.30968760773266,302.50312499284837,315.6403910045313,303.37719731780004,300.69890573050975,2020-01-09 18:00:00
2020-01-09 18:05:00,0.213,0.288,0.769,0.382,0.194,0.09166666666666669,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.9416865827009,302.0914060928072,315.59281393274904,303.1687342703123,300.43133299590477,2020-01-09 18:05:00
2020-01-09 18:10:00,0.213,0.288,0.769,0.382,0.194,0.18333333333333338,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.59159086560834,301.70075581145045,315.54501401329173,302.96854839276546,300.1753692709535,2020-01-09 18:10:00
2020-01-09 18:15:00,0.213,0.288,0.769,0.382,0.194,0.275,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.5436144164874,301.7217583083271,315.4983151235546,302.99455653376293,300.1848109452325,2020-01-09 18:15:00
2020-01-09 18:20:00,0.213,0.288,0.769,0.382,0.194,0.36666666666666675,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.4954093843275,301.7380118577647,315.4533887456887,303.01737874703554,300.18952497706886,2020-01-09 18:20:00
2020-01-09 18:25:00,0.213,0.288,0.769,0.382,0.194,0.4583333333333334,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.52555246196135,301.7746960607762,315.39177799497196,302.9701025484357,300.16304891840474,2020-01-09 18:25:00
2020-01-09 18:30:00,0.213,0.288,0.769,0.382,0.194,0.55,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.5539270993159,301.80972451412237,315.33280285037256,302.92537634099904,300.1381076038877,2020-01-09 18:30:00
2020-01-09 18:35:00,0.213,0.288,0.769,0.382,0.194,0.6416666666666667,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.50103792552727,301.71742496301545,315.3062431379902,302.8397456468475,300.04883947335486,2020-01-09 18:35:00
2020-01-09 18:40:00,0.213,0.288,0.769,0.382,0.194,0.7333333333333335,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.45085193812594,301.63001306608203,315.2801766246341,302.75791879789193,299.964076186237,2020-01-09 18:40:00
2020-01-09 18:45:00,0.213,0.288,0.769,0.382,0.194,0.8250000000000002,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.3922857661361,301.58269742935045,315.2501424355776,302.7293484613283,299.91628356200926,2020-01-09 18:45:00
2020-01-09 18:50:00,0.224,0.269,0.703,0.361,0.191,0.9166666666666669,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.4220948164727,301.38374555832104,314.50726042826625,302.5348941973627,299.838720460863,2020-01-09 18:50:00
2020-01-09 18:55:00,0.224,0.269,0.703,0.361,0.191,1.0083333333333335,0.0,1.4966,1.1345,0.6729999999999999,1.1345,0.6729999999999999,302.44369636206704,301.29510658169625,314.3083981168498,302.4315689305319,299.791784128532,2020-01-09 18:55:00
2020-01-09 19:00:00,0.224,0.269,0.703,0.361,0.191,1.1,0.0,0.0,0.0,0.0,0.0,0.0,302.4645594481732,301.2087980595715,314.10714809946836,302.3313318932443,299.7461102530845,2020-01-09 19:00:00
2020-01-09 19:05:00,0.224,0.269,0.703,0.361,0.191,1.0583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,303.2690963883005,301.9833400014214,315.4266597123401,303.1401404784754,300.40583833674776,2020-01-09 19:05:00
2020-01-09 19:10:00,0.224,0.269,0.703,0.361,0.191,1.0166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,304.38354727370967,303.07143613747706,317.17116121514715,304.2790136543027,301.35955277727646,2020-01-09 19:10:00
2020-01-09 19:15:00,0.224,0.269,0.703,0.361,0.191,0.9750000000000001,0.0,0.0,0.0,0.0,0.0,0.0,304.49243218192265,303.073023249095,316.39002882960415,304.1758457326679,301.3684904565696,2020-01-09 19:15:00
2020-01-09 19:20:00,0.224,0.269,0.703,0.361,0.191,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,304.61025163291106,303.08716825504337,315.65561327375434,304.0870748284687,301.39520084413004,2020-01-09 19:20:00
2020-01-09 19:25:00,0.224,0.269,0.703,0.361,0.191,0.8916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,304.23764842626275,302.7059989865999,315.60868849472314,303.74370319349913,301.0459634374905,2020-01-09 19:25:00
2020-01-09 19:30:00,0.224,0.269,0.703,0.361,0.191,0.8500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,303.8693856832817,302.32940711541386,315.54910310178826,303.40330373995084,300.70380739986643,2020-01-09 19:30:00
2020-01-09 19:35:00,0.224,0.269,0.703,0.361,0.191,0.8083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,304.0143862010046,302.548780113703,316.04115976157084,303.6734779922498,300.90287099962666,2020-01-09 19:35:00
2020-01-09 19:40:00,0.224,0.269,0.703,0.361,0.191,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,304.1549127503184,302.7613295510297,316.52305093798645,303.93663414338465,301.0917850613862,2020-01-09 19:40:00
2020-01-09 19:45:00,0.224,0.269,0.703,0.361,0.191,0.7250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,304.2793897455903,302.8426574900256,316.2126745953371,303.9763542848895,301.16188921586433,2020-01-09 19:45:00
2020-01-09 19:50:00,0.193,0.259,0.833,0.336,0.183,0.6833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,304.15890021558687,302.8440124062128,317.33868014732246,303.8182439952011,301.1506854168531,2020-01-09 19:50:00
2020-01-09 19:55:00,0.193,0.259,0.833,0.336,0.183,0.6416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,303.98153085923826,302.71805321474494,317.7725336844761,303.63852664011,301.03074671325453,2020-01-09 19:55:00
2020-01-09 20:00:00,0.193,0.259,0.833,0.336,0.183,0.6,0.0,0.0,0.0,0.0,0.0,0.0,303.8044297329357,302.5934644731425,318.22175003541946,303.4588219403086,300.91270485405056,2020-01-09 20:00:00
2020-01-09 20:05:00,0.193,0.259,0.833,0.336,0.183,0.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,303.8387949720596,302.628013712848,317.8828661281501,303.55396871113874,300.94352079205686,2020-01-09 20:05:00
2020-01-09 20:10:00,0.193,0.259,0.833,0.336,0.183,0.5,0.0,0.0,0.0,0.0,0.0,0.0,303.87131396711567,302.66074182214936,317.55854632091257,303.6459539545706,300.9715472615508,2020-01-09 20:10:00
2020-01-09 20:15:00,0.193,0.259,0.833,0.336,0.183,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,303.9210171220905,302.69828555840127,317.86628971021815,303.67030375928186,301.00030384366306,2020-01-09 20:15:00
2020-01-09 20:20:00,0.193,0.259,0.833,0.336,0.183,0.4,0.0,0.0,0.0,0.0,0.0,0.0,303.97057371262844,302.73577828693135,318.1623690938516,303.6954372670483,301.02905076165734,2020-01-09 20:20:00
2020-01-09 20:25:00,0.193,0.259,0.833,0.336,0.183,0.35,0.0,0.0,0.0,0.0,0.0,0.0,303.9494856584773,302.7144043411348,318.2404367875437,303.64824187057854,301.00553576780294,2020-01-09 20:25:00
2020-01-09 20:30:00,0.193,0.259,0.833,0.336,0.183,0.3,0.0,0.0,0.0,0.0,0.0,0.0,303.92901922899404,302.69370955916395,318.3225361010893,303.60188345226936,300.9830052848901,2020-01-09 20:30:00
2020-01-09 20:35:00,0.193,0.259,0.833,0.336,0.183,0.25,0.0,0.0,0.0,0.0,0.0,0.0,303.9218874744869,302.69548896722523,318.25951839707386,303.6195934531386,300.9822588862007,2020-01-09 20:35:00
2020-01-09 20:40:00,0.193,0.259,0.833,0.336,0.183,0.2,0.0,0.0,0.0,0.0,0.0,0.0,303.91464141346773,302.6970131681065,318.1991854440191,303.63656810621256,300.9811064507624,2020-01-09 20:40:00
2020-01-09 20:45:00,0.193,0.259,0.833,0.336,0.183,0.14999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,303.92802940769525,302.71077412867436,318.3726195731649,303.65198456602343,300.99043811060733,2020-01-09 20:45:00
2020-01-09 20:50:00,0.174,0.237,0.765,0.314,0.197,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,303.79100436558673,302.5451157797931,317.798064893731,303.4910537634494,301.1457836568952,2020-01-09 20:50:00
2020-01-09 20:55:00,0.174,0.237,0.765,0.314,0.197,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,303.7114813079182,302.4605716024043,317.6449466570326,303.4052100095901,301.209349815749,2020-01-09 20:55:00
2020-01-09 21:00:00,0.174,0.237,0.765,0.314,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.6313105178925,302.3748791633492,317.48270564625926,303.3182872962046,301.2749064517301,2020-01-09 21:00:00
2020-01-09 21:05:00,0.174,0.237,0.765,0.314,0.197,-0.049999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,303.6553152541806,302.4134560053362,317.7272063490531,303.3658028871258,301.22849110796034,2020-01-09 21:05:00
2020-01-09 21:10:00,0.174,0.237,0.765,0.314,0.197,-0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,303.67840917790795,302.45060785412096,317.9641991527297,303.4117709217077,301.1841796491462,2020-01-09 21:10:00
2020-01-09 21:15:00,0.174,0.237,0.765,0.314,0.197,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,303.68634811327837,302.44684323906836,317.85210532175097,303.40643531680325,301.18569849750315,2020-01-09 21:15:00
2020-01-09 21:20:00,0.174,0.237,0.765,0.314,0.197,-0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,303.6944208567444,302.443549592424,317.7464599549722,303.40169218099976,301.18635863506717,2020-01-09 21:20:00
2020-01-09 21:25:00,0.174,0.237,0.765,0.314,0.197,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,303.67361968448125,302.4123161735638,317.75175108034364,303.3707473423433,301.20557343674847,2020-01-09 21:25:00
2020-01-09 21:30:00,0.174,0.237,0.765,0.314,0.197,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,303.6530724567829,302.3814048665004,317.75499494041145,303.34010583470183,301.2244410155508,2020-01-09 21:30:00
2020-01-09 21:35:00,0.174,0.237,0.765,0.314,0.197,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,303.6460503346661,302.3777164924497,317.8403049260417,303.3436704282502,301.21630686381945,2020-01-09 21:35:00
2020-01-09 21:40:00,0.174,0.237,0.765,0.314,0.197,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,303.63891067800927,302.3737167706476,317.9241021718648,303.3468420943536,301.2086805735456,2020-01-09 21:40:00
2020-01-09 21:45:00,0.174,0.237,0.765,0.314,0.197,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,303.6388842471618,302.3696436038786,317.8805581795571,303.3453141632245,301.20402170206546,2020-01-09 21:45:00
2020-01-09 21:50:00,0.194,0.257,0.681,0.297,0.204,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,303.7969378868404,302.5285551963518,316.92070953982915,303.207557166804,301.27241238149344,2020-01-09 21:50:00
2020-01-09 21:55:00,0.194,0.257,0.681,0.297,0.204,-0.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,303.8785520633061,302.5920999546257,316.73817762319237,303.13538357685076,301.30812664443016,2020-01-09 21:55:00
2020-01-09 22:00:00,0.194,0.257,0.681,0.297,0.204,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,303.9609900264518,302.6569396274028,316.53963206625133,303.0622881902661,301.34458814743317,2020-01-09 22:00:00
2020-01-09 22:05:00,0.194,0.257,0.681,0.297,0.204,-0.6416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,303.90153449128377,302.58551004035417,316.8128066314941,303.07398245016554,301.3052210057364,2020-01-09 22:05:00
2020-01-09 22:10:00,0.194,0.257,0.681,0.297,0.204,-0.6833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,303.843322428569,302.51564615493965,317.0772681175693,303.08469996290773,301.2672789523619,2020-01-09 22:10:00
2020-01-09 22:15:00,0.194,0.257,0.681,0.297,0.204,-0.725,0.0,0.0,0.0,0.0,0.0,0.0,303.8244248117022,302.5114030639555,316.86539200729425,303.0753380899385,301.2675129161052,2020-01-09 22:15:00
2020-01-09 22:20:00,0.194,0.257,0.681,0.297,0.204,-0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,303.8051834982723,302.5064072748301,316.6623138212455,303.06620825145785,301.2670309329346,2020-01-09 22:20:00
2020-01-09 22:25:00,0.194,0.257,0.681,0.297,0.204,-0.8083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,303.82489127533347,302.52589743083814,316.65089031701376,303.0403326926859,301.27986915871793,2020-01-09 22:25:00
2020-01-09 22:30:00,0.194,0.257,0.681,0.297,0.204,-0.8500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,303.8442583858324,302.54510695241265,316.6359279366737,303.0146507602607,301.2924579299807,2020-01-09 22:30:00
2020-01-09 22:35:00,0.194,0.257,0.681,0.297,0.204,-0.8916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,303.8400263722492,302.52993510911097,316.70792050896625,303.00738405934385,301.2846007444337,2020-01-09 22:35:00
