,Time,datetime,T_OA,HgloHor1,P1_OccN,P1_IntGaiTot,P1_HeaPow,P1_FanPow,P1_OAVol
530310,31905000,2020-01-05 06:30:00,258.20264,0.0,0.610602798708289,683.633335844995,3166.2705,380.44992,0.00042010672
530315,31905300,2020-01-05 06:35:00,258.15878,0.19560185,0.610602798708289,683.633335844995,2852.6768,380.45154,0.00041914117
530320,31905600,2020-01-05 06:40:00,258.12878,0.77693605,0.610602798708289,683.633335844995,2851.97,380.45218,0.00041876416
530325,31905900,2020-01-05 06:45:00,258.1128,1.7357955,0.610602798708289,683.633335844995,2668.6814,380.45248,0.0004185874
530330,31906200,2020-01-05 06:50:00,258.1109,3.063973,0.610602798708289,683.633335844995,2668.2415,380.4526,0.00041851695
530335,31906500,2020-01-05 06:55:00,258.12326,4.7532616,0.610602798708289,683.633335844995,2579.3694,380.45264,0.00041848447
530340,31906800,2020-01-05 07:00:00,258.15,6.7954545,1.22120559741658,1001.05007168999,2579.1765,380.45267,0.00041847152
530345,31907100,2020-01-05 07:05:00,258.19623,9.182344,1.22120559741658,1001.05007168999,2413.4265,380.45267,0.0004184655
530350,31907400,2020-01-05 07:10:00,258.26428,11.905724,1.22120559741658,1001.05007168999,2414.2903,380.45267,0.00041846308
530355,31907700,2020-01-05 07:15:00,258.35007,14.957386,1.22120559741658,1001.05007168999,2321.1797,380.4527,0.000418462
530360,31908000,2020-01-05 07:20:00,258.4496,18.329124,1.22120559741658,1001.05007168999,2320.998,380.4527,0.00041846157
530365,31908300,2020-01-05 07:25:00,258.5587,22.012732,1.22120559741658,1001.05007168999,2188.5627,380.4527,0.00041846136
530370,31908600,2020-01-05 07:30:00,258.67337,26.0,1.22120559741658,1001.05007168999,2187.6636,380.4527,0.00041846128
530375,31908900,2020-01-05 07:35:00,258.78952,30.532835,1.22120559741658,1001.05007168999,2054.86,380.4527,0.00041846125
530380,31909200,2020-01-05 07:40:00,258.90308,35.83152,1.22120559741658,1001.05007168999,2054.468,380.4527,0.00041846122
530385,31909500,2020-01-05 07:45:00,259.00995,41.855415,1.22120559741658,1001.05007168999,1906.1871,380.4527,0.00041846122
530390,31909800,2020-01-05 07:50:00,259.10614,48.563892,1.22120559741658,1001.05007168999,1905.735,380.4527,0.00041846122
530395,31910100,2020-01-05 07:55:00,259.1875,55.916306,1.22120559741658,1001.05007168999,1750.1862,380.4527,0.00041846122
530400,31910400,2020-01-05 08:00:00,259.25,63.87202,5.80072658772874,2893.38679052745,1749.5706,380.4527,0.00041846122
530405,31910700,2020-01-05 08:05:00,259.2806,72.3904,5.80072658772874,2893.38679052745,967.57465,380.4527,0.00041846122
530410,31911000,2020-01-05 08:10:00,259.27515,81.43082,5.80072658772874,2893.38679052745,962.48865,380.4527,0.00041846122
530415,31911300,2020-01-05 08:15:00,259.24274,90.952614,5.80072658772874,2893.38679052745,724.94434,380.4527,0.00041846122
530420,31911600,2020-01-05 08:20:00,259.19254,100.91517,5.80072658772874,2893.38679052745,723.361,380.4527,0.00041846122
530425,31911900,2020-01-05 08:25:00,259.13376,111.27785,5.80072658772874,2893.38679052745,541.4771,380.4527,0.00041846122
530430,31912200,2020-01-05 08:30:00,259.07547,122.0,5.80072658772874,2893.38679052745,540.74506,380.4527,0.00041846122
530435,31912500,2020-01-05 08:35:00,259.02692,133.20149,5.80072658772874,2893.38679052745,337.36996,380.4527,0.00041846122
530440,31912800,2020-01-05 08:40:00,258.9972,144.95667,5.80072658772874,2893.38679052745,338.48563,380.4527,0.00041846122
530445,31913100,2020-01-05 08:45:00,258.99548,157.1566,5.80072658772874,2893.38679052745,139.98312,380.45093,0.000418362
530450,31913400,2020-01-05 08:50:00,259.03094,169.69238,5.80072658772874,2893.38679052745,138.05127,380.45093,0.0004183637
530455,31913700,2020-01-05 08:55:00,259.11273,182.45511,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836442
530460,31914000,2020-01-05 09:00:00,259.25,195.33588,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836474
530465,31914300,2020-01-05 09:05:00,259.42,208.22575,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836486
530470,31914600,2020-01-05 09:10:00,259.5937,221.01584,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836494
530475,31914900,2020-01-05 09:15:00,259.77066,233.59721,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530480,31915200,2020-01-05 09:20:00,259.95056,245.86098,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530485,31915500,2020-01-05 09:25:00,260.133,257.6982,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530490,31915800,2020-01-05 09:30:00,260.3176,269.0,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530495,31916100,2020-01-05 09:35:00,260.504,279.90253,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530500,31916400,2020-01-05 09:40:00,260.69183,290.6038,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530505,31916700,2020-01-05 09:45:00,260.88074,301.0877,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530510,31917000,2020-01-05 09:50:00,261.0703,311.3381,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530515,31917300,2020-01-05 09:55:00,261.2602,321.33887,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530520,31917600,2020-01-05 10:00:00,261.45,331.0739,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530525,31917900,2020-01-05 10:05:00,261.64072,340.52704,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
530530,31918200,2020-01-05 10:10:00,261.83325,349.68216,5.80072658772874,2893.38679052745,0.0,400.9487,0.004078855
530535,31918500,2020-01-05 10:15:00,262.02707,358.52313,5.80072658772874,2893.38679052745,0.0,408.94913,0.008505969
530540,31918800,2020-01-05 10:20:00,262.22174,367.03387,5.80072658772874,2893.38679052745,0.0,410.16144,0.0093877725
530545,31919100,2020-01-05 10:25:00,262.41672,375.19818,5.80072658772874,2893.38679052745,0.0,416.73425,0.01752766
530550,31919400,2020-01-05 10:30:00,262.61157,383.0,5.80072658772874,2893.38679052745,0.0,413.98666,0.013199487
530555,31919700,2020-01-05 10:35:00,262.80576,390.2553,5.80072658772874,2893.38679052745,0.0,419.07495,0.02204679
530560,31920000,2020-01-05 10:40:00,262.99884,396.82483,5.80072658772874,2893.38679052745,0.0,416.04095,0.016112652
530565,31920300,2020-01-05 10:45:00,263.19028,402.75946,5.80072658772874,2893.38679052745,0.0,421.2477,0.02726856
530570,31920600,2020-01-05 10:50:00,263.3796,408.1101,5.80072658772874,2893.38679052745,0.0,418.04,0.019723546
530575,31920900,2020-01-05 10:55:00,263.56635,412.92764,5.80072658772874,2893.38679052745,0.0,423.217,0.032470543
530580,31921200,2020-01-05 11:00:00,263.75,417.26303,5.80072658772874,2893.38679052745,0.0,419.47015,0.02272974
530585,31921500,2020-01-05 11:05:00,263.92737,421.1671,5.80072658772874,2893.38679052745,0.0,424.56198,0.035969656
530590,31921800,2020-01-05 11:10:00,264.09576,424.69086,5.80072658772874,2893.38679052745,0.0,421.43936,0.027572032
530595,31922100,2020-01-05 11:15:00,264.25546,427.8851,5.80072658772874,2893.38679052745,0.0,425.27744,0.03769485
530600,31922400,2020-01-05 11:20:00,264.4068,430.80078,5.80072658772874,2893.38679052745,0.0,423.07037,0.031892244
530605,31922700,2020-01-05 11:25:00,264.55002,433.48877,5.80072658772874,2893.38679052745,0.0,426.5367,0.04044912
530610,31923000,2020-01-05 11:30:00,264.68542,436.0,5.80072658772874,2893.38679052745,0.0,424.15784,0.03475606
530615,31923300,2020-01-05 11:35:00,264.8133,438.42114,5.80072658772874,2893.38679052745,0.0,427.28986,0.04191379
530620,31923600,2020-01-05 11:40:00,264.93396,440.7302,5.80072658772874,2893.38679052745,0.0,426.70062,0.040502306
530625,31923900,2020-01-05 11:45:00,265.04767,442.8151,5.80072658772874,2893.38679052745,0.0,427.26932,0.04175348
530630,31924200,2020-01-05 11:50:00,265.1547,444.56378,5.80072658772874,2893.38679052745,0.0,427.49106,0.042136077
530635,31924500,2020-01-05 11:55:00,265.2554,445.86417,5.80072658772874,2893.38679052745,0.0,429.4539,0.04527452
530640,31924800,2020-01-05 12:00:00,265.35,446.60416,3.05301399354144,2441.58907922497,0.0,429.16547,0.044777688
530645,31925100,2020-01-05 12:05:00,265.44168,446.67172,3.05301399354144,2441.58907922497,0.0,424.1477,0.03484098
530650,31925400,2020-01-05 12:10:00,265.53333,445.95474,3.05301399354144,2441.58907922497,0.0,428.24872,0.043531206
530655,31925700,2020-01-05 12:15:00,265.625,444.34116,3.05301399354144,2441.58907922497,0.0,428.28546,0.04336004
530660,31926000,2020-01-05 12:20:00,265.71667,441.71887,3.05301399354144,2441.58907922497,0.0,425.80518,0.038761336
530665,31926300,2020-01-05 12:25:00,265.80832,437.97586,3.05301399354144,2441.58907922497,0.0,428.35678,0.043730166
530670,31926600,2020-01-05 12:30:00,265.9,433.0,3.05301399354144,2441.58907922497,0.0,428.22052,0.04326552
530675,31926900,2020-01-05 12:35:00,265.99167,427.184,3.05301399354144,2441.58907922497,0.0,426.96454,0.041130684
530680,31927200,2020-01-05 12:40:00,266.08334,421.01642,3.05301399354144,2441.58907922497,0.0,427.50412,0.042183533
530685,31927500,2020-01-05 12:45:00,266.175,414.52905,3.05301399354144,2441.58907922497,0.0,427.6191,0.042353984
530690,31927800,2020-01-05 12:50:00,266.26666,407.75375,3.05301399354144,2441.58907922497,0.0,427.73407,0.042556573
530695,31928100,2020-01-05 12:55:00,266.35834,400.72226,3.05301399354144,2441.58907922497,0.0,427.46625,0.042082988
530700,31928400,2020-01-05 13:00:00,266.45,393.4664,5.80072658772874,2893.38679052745,0.0,427.5151,0.042172506
530705,31928700,2020-01-05 13:05:00,266.54166,386.01794,5.80072658772874,2893.38679052745,0.0,434.83398,0.051218376
530710,31929000,2020-01-05 13:10:00,266.63333,378.40872,5.80072658772874,2893.38679052745,0.0,431.83563,0.04795037
530715,31929300,2020-01-05 13:15:00,266.725,370.67053,5.80072658772874,2893.38679052745,0.0,429.9816,0.045890246
530720,31929600,2020-01-05 13:20:00,266.81668,362.83514,5.80072658772874,2893.38679052745,0.0,431.30203,0.047540948
530725,31929900,2020-01-05 13:25:00,266.90833,354.93436,5.80072658772874,2893.38679052745,0.0,430.89297,0.047020473
530730,31930200,2020-01-05 13:30:00,267.0,347.0,5.80072658772874,2893.38679052745,0.0,430.90732,0.04704974
530735,31930500,2020-01-05 13:35:00,267.09167,339.02466,5.80072658772874,2893.38679052745,0.0,430.23492,0.046246205
530740,31930800,2020-01-05 13:40:00,267.18332,330.9754,5.80072658772874,2893.38679052745,0.0,430.2731,0.046297614
530745,31931100,2020-01-05 13:45:00,267.275,322.84586,5.80072658772874,2893.38679052745,0.0,429.49066,0.045267466
530750,31931400,2020-01-05 13:50:00,267.36667,314.6295,5.80072658772874,2893.38679052745,0.0,429.5248,0.045320783
530755,31931700,2020-01-05 13:55:00,267.45834,306.3199,5.80072658772874,2893.38679052745,0.0,428.71088,0.044137686
530760,31932000,2020-01-05 14:00:00,267.55,297.91058,5.80072658772874,2893.38679052745,0.0,428.7412,0.044190243
530765,31932300,2020-01-05 14:05:00,267.6515,289.39514,5.80072658772874,2893.38679052745,0.0,427.37863,0.04187507
530770,31932600,2020-01-05 14:10:00,267.77054,280.76712,5.80072658772874,2893.38679052745,0.0,427.91165,0.04285572
530775,31932900,2020-01-05 14:15:00,267.90408,272.02005,5.80072658772874,2893.38679052745,0.0,426.27567,0.039738607
530780,31933200,2020-01-05 14:20:00,268.04904,263.14746,5.80072658772874,2893.38679052745,0.0,426.83862,0.04097635
530785,31933500,2020-01-05 14:25:00,268.20233,254.14293,5.80072658772874,2893.38679052745,0.0,426.46014,0.040164176
530790,31933800,2020-01-05 14:30:00,268.36087,245.0,5.80072658772874,2893.38679052745,0.0,426.53674,0.04032125
530795,31934100,2020-01-05 14:35:00,268.52158,234.7648,5.80072658772874,2893.38679052745,0.0,424.2759,0.035100844
530800,31934400,2020-01-05 14:40:00,268.6814,222.72914,5.80072658772874,2893.38679052745,0.0,425.04,0.03714922
530805,31934700,2020-01-05 14:45:00,268.83722,209.25508,5.80072658772874,2893.38679052745,0.0,424.48846,0.03570813
530810,31935000,2020-01-05 14:50:00,268.986,194.70468,5.80072658772874,2893.38679052745,0.0,424.52344,0.03579758
530815,31935300,2020-01-05 14:55:00,269.1246,179.43999,5.80072658772874,2893.38679052745,0.0,422.03845,0.029179867
530820,31935600,2020-01-05 15:00:00,269.25,163.82307,5.80072658772874,2893.38679052745,0.0,422.84174,0.031549465
530825,31935900,2020-01-05 15:05:00,269.36438,148.21597,5.80072658772874,2893.38679052745,0.0,421.6967,0.028307712
530830,31936200,2020-01-05 15:10:00,269.47116,132.98077,5.80072658772874,2893.38679052745,0.0,421.5703,0.028058236
530835,31936500,2020-01-05 15:15:00,269.56912,118.47952,5.80072658772874,2893.38679052745,0.0,419.42297,0.022654025
530840,31936800,2020-01-05 15:20:00,269.657,105.074265,5.80072658772874,2893.38679052745,0.0,420.2242,0.024706928
530845,31937100,2020-01-05 15:25:00,269.73364,93.127075,5.80072658772874,2893.38679052745,0.0,417.8674,0.019369768
530850,31937400,2020-01-05 15:30:00,269.79773,83.0,5.80072658772874,2893.38679052745,0.0,418.46823,0.020731201
530855,31937700,2020-01-05 15:35:00,269.84805,74.21309,5.80072658772874,2893.38679052745,0.0,416.8138,0.017467724
530860,31938000,2020-01-05 15:40:00,269.88336,66.04148,5.80072658772874,2893.38679052745,0.0,416.9084,0.017724702
530865,31938300,2020-01-05 15:45:00,269.90247,58.479866,5.80072658772874,2893.38679052745,0.0,415.8961,0.016027031
530870,31938600,2020-01-05 15:50:00,269.90408,51.522945,5.80072658772874,2893.38679052745,0.0,415.76776,0.015831785
530875,31938900,2020-01-05 15:55:00,269.88702,45.165413,5.80072658772874,2893.38679052745,0.0,414.29572,0.013737416
530880,31939200,2020-01-05 16:00:00,269.85,39.401966,5.80072658772874,2893.38679052745,0.0,414.06924,0.013446319
530885,31939500,2020-01-05 16:05:00,269.79236,34.227295,5.80072658772874,2893.38679052745,0.0,412.44965,0.011534347
530890,31939800,2020-01-05 16:10:00,269.71658,29.636105,5.80072658772874,2893.38679052745,0.0,411.8029,0.010862482
530895,31940100,2020-01-05 16:15:00,269.62628,25.623081,5.80072658772874,2893.38679052745,0.0,409.87558,0.00909302
530900,31940400,2020-01-05 16:20:00,269.525,22.182926,5.80072658772874,2893.38679052745,0.0,409.14017,0.008487903
530905,31940700,2020-01-05 16:25:00,269.41635,19.310335,5.80072658772874,2893.38679052745,0.0,403.989,0.005320959
530910,31941000,2020-01-05 16:30:00,269.3039,17.0,5.80072658772874,2893.38679052745,0.0,403.4303,0.0050061964
530915,31941300,2020-01-05 16:35:00,269.19125,14.958927,5.80072658772874,2893.38679052745,0.0,398.39392,0.0031230014
530920,31941600,2020-01-05 16:40:00,269.08194,12.919944,5.80072658772874,2893.38679052745,0.0,398.82565,0.0032347594
530925,31941900,2020-01-05 16:45:00,268.97958,10.916482,5.80072658772874,2893.38679052745,0.0,392.94122,0.0017819563
530930,31942200,2020-01-05 16:50:00,268.88776,8.981973,5.80072658772874,2893.38679052745,0.0,393.53412,0.001907158
530935,31942500,2020-01-05 16:55:00,268.81003,7.1498485,5.80072658772874,2893.38679052745,0.0,387.009,0.00091972883
530940,31942800,2020-01-05 17:00:00,268.75,5.45354,1.83180839612487,1440.53900753498,0.0,386.81552,0.0009118469
530945,31943100,2020-01-05 17:05:00,268.7,3.926479,1.83180839612487,1440.53900753498,0.0,380.467,0.00040877174
530950,31943400,2020-01-05 17:10:00,268.65,2.6020977,1.83180839612487,1440.53900753498,0.0,380.45755,0.00041440967
530955,31943700,2020-01-05 17:15:00,268.6,1.5138274,1.83180839612487,1440.53900753498,0.0,380.45377,0.00041666566
530960,31944000,2020-01-05 17:20:00,268.55,0.69509995,1.83180839612487,1440.53900753498,0.0,380.45218,0.00041761145
530965,31944300,2020-01-05 17:25:00,268.5,0.17934693,1.83180839612487,1440.53900753498,0.0,380.45148,0.00041803453
530970,31944600,2020-01-05 17:30:00,268.45,0.0,1.83180839612487,1440.53900753498,0.0,380.45117,0.00041821145
530975,31944900,2020-01-05 17:35:00,268.4,0.0,1.83180839612487,1440.53900753498,0.0,380.45105,0.00041829827
530980,31945200,2020-01-05 17:40:00,268.35,0.0,1.83180839612487,1440.53900753498,0.0,380.451,0.00041833412
530985,31945500,2020-01-05 17:45:00,268.3,0.0,1.83180839612487,1440.53900753498,0.0,380.45096,0.00041835144
530990,31945800,2020-01-05 17:50:00,268.25,0.0,1.83180839612487,1440.53900753498,0.0,380.45093,0.00041835872
530995,31946100,2020-01-05 17:55:00,268.2,0.0,1.83180839612487,1440.53900753498,0.0,380.45093,0.00041836224
531000,31946400,2020-01-05 18:00:00,268.15,0.0,0.610602798708289,927.777735844995,0.0,380.45093,0.00041836372
531005,31946700,2020-01-05 18:05:00,268.1,0.0,0.610602798708289,927.777735844995,0.0,380.45093,0.00041836445
531010,31947000,2020-01-05 18:10:00,268.05,0.0,0.610602798708289,927.777735844995,0.0,380.45093,0.00041836474
531015,31947300,2020-01-05 18:15:00,268.0,0.0,0.610602798708289,927.777735844995,0.0,380.45093,0.00041836489
531020,31947600,2020-01-05 18:20:00,267.95,0.0,0.610602798708289,927.777735844995,0.0,380.45093,0.00041836494
531025,31947900,2020-01-05 18:25:00,267.9,0.0,0.610602798708289,927.777735844995,0.0,380.45093,0.00041836497
531030,31948200,2020-01-05 18:30:00,267.85,0.0,0.610602798708289,927.777735844995,0.0,380.45093,0.00041836497
531035,31948500,2020-01-05 18:35:00,267.8,0.0,0.610602798708289,927.777735844995,40.90838,380.45093,0.00041836497
531040,31948800,2020-01-05 18:40:00,267.75,0.0,0.610602798708289,927.777735844995,62.881313,380.45093,0.00041836497
531045,31949100,2020-01-05 18:45:00,267.7,0.0,0.610602798708289,927.777735844995,99.226974,380.45093,0.00041836497
531050,31949400,2020-01-05 18:50:00,267.65,0.0,0.610602798708289,927.777735844995,100.9455,380.45093,0.00041836497
531055,31949700,2020-01-05 18:55:00,267.6,0.0,0.610602798708289,927.777735844995,136.96205,380.45093,0.00041836497
531060,31950000,2020-01-05 19:00:00,267.55,0.0,0.610602798708289,927.777735844995,138.6666,380.45093,0.00041836497
531065,31950300,2020-01-05 19:05:00,267.49335,0.0,0.610602798708289,927.777735844995,175.75383,380.45093,0.00041836497
531070,31950600,2020-01-05 19:10:00,267.42453,0.0,0.610602798708289,927.777735844995,177.49791,380.45093,0.00041836497
531075,31950900,2020-01-05 19:15:00,267.3453,0.0,0.610602798708289,927.777735844995,209.77135,380.45093,0.00041836497
531080,31951200,2020-01-05 19:20:00,267.25742,0.0,0.610602798708289,927.777735844995,211.3003,380.45093,0.00041836497
531085,31951500,2020-01-05 19:25:00,267.16257,0.0,0.610602798708289,927.777735844995,241.2637,380.45093,0.00041836497
531090,31951800,2020-01-05 19:30:00,267.0625,0.0,0.610602798708289,927.777735844995,242.70612,380.45093,0.00041836497
531095,31952100,2020-01-05 19:35:00,266.95898,0.0,0.610602798708289,927.777735844995,270.6765,380.45093,0.00041836497
531100,31952400,2020-01-05 19:40:00,266.8537,0.0,0.610602798708289,927.777735844995,272.01456,380.45093,0.00041836497
531105,31952700,2020-01-05 19:45:00,266.74844,0.0,0.610602798708289,927.777735844995,298.15463,380.45093,0.00041836497
531110,31953000,2020-01-05 19:50:00,266.6449,0.0,0.610602798708289,927.777735844995,299.39792,380.45093,0.00041836497
531115,31953300,2020-01-05 19:55:00,266.54486,0.0,0.610602798708289,927.777735844995,323.99442,380.45093,0.00041836497
531120,31953600,2020-01-05 20:00:00,266.45,0.0,0.305301399354144,769.069367922498,325.15604,380.45093,0.00041836497
531125,31953900,2020-01-05 20:05:00,266.35834,0.0,0.305301399354144,769.069367922498,386.20627,380.45267,0.0004184639
531130,31954200,2020-01-05 20:10:00,266.26666,0.0,0.305301399354144,769.069367922497,386.99463,380.4527,0.00041846235
531135,31954500,2020-01-05 20:15:00,266.175,0.0,0.305301399354144,769.069367922497,417.53693,380.4527,0.0004184617
531140,31954800,2020-01-05 20:20:00,266.08334,0.0,0.305301399354144,769.069367922497,418.91165,380.4527,0.00041846145
531145,31955100,2020-01-05 20:25:00,265.99167,0.0,0.305301399354144,769.069367922498,444.84058,380.4527,0.0004184613
531150,31955400,2020-01-05 20:30:00,265.9,0.0,0.305301399354144,769.069367922498,446.03885,380.4527,0.00041846128
531155,31955700,2020-01-05 20:35:00,265.80832,0.0,0.305301399354144,769.069367922498,471.88525,380.4527,0.00041846125
531160,31956000,2020-01-05 20:40:00,265.71667,0.0,0.305301399354144,769.069367922498,473.07346,380.4527,0.00041846122
531165,31956300,2020-01-05 20:45:00,265.625,0.0,0.305301399354144,769.069367922498,497.74042,380.4527,0.00041846122
531170,31956600,2020-01-05 20:50:00,265.53333,0.0,0.305301399354144,769.069367922498,498.87067,380.4527,0.00041846122
531175,31956900,2020-01-05 20:55:00,265.44168,0.0,0.305301399354144,769.069367922498,522.4881,380.4527,0.00041846122
531180,31957200,2020-01-05 21:00:00,265.35,0.0,0.305301399354144,769.069367922498,523.5672,380.4527,0.00041846122
531185,31957500,2020-01-05 21:05:00,265.25833,0.0,0.305301399354144,769.069367922498,541.5086,380.4527,0.00041846122
531190,31957800,2020-01-05 21:10:00,265.16666,0.0,0.305301399354144,769.069367922497,542.52075,380.4527,0.00041846122
531195,31958100,2020-01-05 21:15:00,265.075,0.0,0.305301399354144,769.069367922498,562.262,380.4527,0.00041846122
531200,31958400,2020-01-05 21:20:00,264.98334,0.0,0.305301399354144,769.069367922498,563.3686,380.4527,0.00041846122
531205,31958700,2020-01-05 21:25:00,264.89166,0.0,0.305301399354144,769.069367922497,582.7076,380.4527,0.00041846122
531210,31959000,2020-01-05 21:30:00,264.8,0.0,0.305301399354144,769.069367922498,583.7889,380.4527,0.00041846122
531215,31959300,2020-01-05 21:35:00,264.70834,0.0,0.305301399354144,769.069367922498,602.3385,380.4527,0.00041846122
531220,31959600,2020-01-05 21:40:00,264.61667,0.0,0.305301399354144,769.069367922498,603.37427,380.4527,0.00041846122
531225,31959900,2020-01-05 21:45:00,264.525,0.0,0.305301399354144,769.069367922497,621.3747,380.4527,0.00041846122
531230,31960200,2020-01-05 21:50:00,264.43332,0.0,0.305301399354144,769.069367922498,622.3783,380.4527,0.00041846122
531235,31960500,2020-01-05 21:55:00,264.34167,0.0,0.305301399354144,769.069367922498,639.9008,380.4527,0.00041846122
531240,31960800,2020-01-05 22:00:00,264.25,0.0,0.305301399354144,646.997167922497,640.8764,380.4527,0.00041846122
531245,31961100,2020-01-05 22:05:00,264.17996,0.0,0.305301399354144,646.997167922498,0.0,7.4869137,-8.525444e-05
531250,31961400,2020-01-05 22:10:00,264.14816,0.0,0.305301399354144,646.997167922498,0.0,7.4834685,-1.6802309e-05
531255,31961700,2020-01-05 22:15:00,264.14688,0.0,0.305301399354144,646.997167922498,0.0,7.482029,1.1814774e-05
531260,31962000,2020-01-05 22:20:00,264.16852,0.0,0.305301399354144,646.997167922498,0.0,7.481445,2.3448385e-05
531265,31962300,2020-01-05 22:25:00,264.20544,0.0,0.305301399354144,646.997167922498,0.0,7.481237,2.7573189e-05
531270,31962600,2020-01-05 22:30:00,264.25,0.0,0.305301399354144,646.997167922498,0.0,7.481146,2.9379058e-05
531275,31962900,2020-01-05 22:35:00,264.29456,0.0,0.305301399354144,646.997167922498,0.0,7.481104,3.0216555e-05
531280,31963200,2020-01-05 22:40:00,264.33148,0.0,0.305301399354144,646.997167922498,0.0,7.4810843,3.060639e-05
531285,31963500,2020-01-05 22:45:00,264.35312,0.0,0.305301399354144,646.997167922498,0.0,7.481076,3.077825e-05
531290,31963800,2020-01-05 22:50:00,264.35184,0.0,0.305301399354144,646.997167922498,0.0,7.4810715,3.085825e-05
531295,31964100,2020-01-05 22:55:00,264.32004,0.0,0.305301399354144,646.997167922498,0.0,7.48107,3.089352e-05
531300,31964400,2020-01-05 23:00:00,264.25,0.0,0.305301399354144,585.961067922498,0.0,7.481069,3.0908624e-05
531305,31964700,2020-01-05 23:05:00,264.15833,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0916573e-05
531310,31965000,2020-01-05 23:10:00,264.06668,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0920273e-05
531315,31965300,2020-01-05 23:15:00,263.975,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0921903e-05
531320,31965600,2020-01-05 23:20:00,263.88333,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0922663e-05
531325,31965900,2020-01-05 23:25:00,263.79166,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0922998e-05
531330,31966200,2020-01-05 23:30:00,263.7,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0923144e-05
531335,31966500,2020-01-05 23:35:00,263.60834,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0923216e-05
531340,31966800,2020-01-05 23:40:00,263.51666,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.092325e-05
531345,31967100,2020-01-05 23:45:00,263.425,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0923267e-05
531350,31967400,2020-01-05 23:50:00,263.33334,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0923275e-05
531355,31967700,2020-01-05 23:55:00,263.24167,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.092328e-05
531360,31968000,2020-01-06 00:00:00,263.15,0.0,0.0,549.3249,0.0,7.4810686,3.092328e-05
531365,31968300,2020-01-06 00:05:00,263.05832,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531370,31968600,2020-01-06 00:10:00,262.96667,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531375,31968900,2020-01-06 00:15:00,262.875,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531380,31969200,2020-01-06 00:20:00,262.78333,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531385,31969500,2020-01-06 00:25:00,262.69168,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531390,31969800,2020-01-06 00:30:00,262.6,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531395,31970100,2020-01-06 00:35:00,262.50833,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531400,31970400,2020-01-06 00:40:00,262.41666,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531405,31970700,2020-01-06 00:45:00,262.325,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531410,31971000,2020-01-06 00:50:00,262.23334,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531415,31971300,2020-01-06 00:55:00,262.14166,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531420,31971600,2020-01-06 01:00:00,262.05,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531425,31971900,2020-01-06 01:05:00,261.9775,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531430,31972200,2020-01-06 01:10:00,261.93915,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531435,31972500,2020-01-06 01:15:00,261.92868,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531440,31972800,2020-01-06 01:20:00,261.93976,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531445,31973100,2020-01-06 01:25:00,261.96613,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531450,31973400,2020-01-06 01:30:00,262.00146,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
