,Time,datetime,T_OA,HgloHor1,P1_OccN,P1_IntGaiTot,P1_HeaPow,P1_FanPow,P1_OAVol
531455,31973700,2020-01-06 01:35:00,262.03952,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531460,31974000,2020-01-06 01:40:00,262.07397,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531465,31974300,2020-01-06 01:45:00,262.09854,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531470,31974600,2020-01-06 01:50:00,262.1069,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531475,31974900,2020-01-06 01:55:00,262.09283,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531480,31975200,2020-01-06 02:00:00,262.05,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531485,31975500,2020-01-06 02:05:00,261.98703,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531490,31975800,2020-01-06 02:10:00,261.91705,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531495,31976100,2020-01-06 02:15:00,261.84064,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531500,31976400,2020-01-06 02:20:00,261.7583,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531505,31976700,2020-01-06 02:25:00,261.6706,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531510,31977000,2020-01-06 02:30:00,261.578,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531515,31977300,2020-01-06 02:35:00,261.48108,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531520,31977600,2020-01-06 02:40:00,261.38034,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531525,31977900,2020-01-06 02:45:00,261.27634,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531530,31978200,2020-01-06 02:50:00,261.16962,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531535,31978500,2020-01-06 02:55:00,261.06064,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531540,31978800,2020-01-06 03:00:00,260.95,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531545,31979100,2020-01-06 03:05:00,260.82794,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531550,31979400,2020-01-06 03:10:00,260.68738,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531555,31979700,2020-01-06 03:15:00,260.53278,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531560,31980000,2020-01-06 03:20:00,260.36862,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531565,31980300,2020-01-06 03:25:00,260.1994,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531570,31980600,2020-01-06 03:30:00,260.02963,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531575,31980900,2020-01-06 03:35:00,259.86377,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531580,31981200,2020-01-06 03:40:00,259.70627,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531585,31981500,2020-01-06 03:45:00,259.56168,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531590,31981800,2020-01-06 03:50:00,259.43445,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531595,31982100,2020-01-06 03:55:00,259.32904,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531600,31982400,2020-01-06 04:00:00,259.25,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531605,31982700,2020-01-06 04:05:00,259.19836,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531610,31983000,2020-01-06 04:10:00,259.1695,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531615,31983300,2020-01-06 04:15:00,259.15945,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531620,31983600,2020-01-06 04:20:00,259.16415,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531625,31983900,2020-01-06 04:25:00,259.17957,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531630,31984200,2020-01-06 04:30:00,259.2017,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531635,31984500,2020-01-06 04:35:00,259.22653,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531640,31984800,2020-01-06 04:40:00,259.25,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531645,31985100,2020-01-06 04:45:00,259.2681,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531650,31985400,2020-01-06 04:50:00,259.27682,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531655,31985700,2020-01-06 04:55:00,259.27213,0.0,0.0,549.3249,0.0,7.4810686,3.0923282e-05
531660,31986000,2020-01-06 05:00:00,259.25,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531665,31986300,2020-01-06 05:05:00,259.21484,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531670,31986600,2020-01-06 05:10:00,259.17456,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531675,31986900,2020-01-06 05:15:00,259.13034,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531680,31987200,2020-01-06 05:20:00,259.08334,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531685,31987500,2020-01-06 05:25:00,259.03476,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531690,31987800,2020-01-06 05:30:00,258.9858,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531695,31988100,2020-01-06 05:35:00,258.93762,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531700,31988400,2020-01-06 05:40:00,258.89142,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531705,31988700,2020-01-06 05:45:00,258.84836,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531710,31989000,2020-01-06 05:50:00,258.80966,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531715,31989300,2020-01-06 05:55:00,258.7765,0.0,0.0,610.361,0.0,7.4810686,3.0923282e-05
531720,31989600,2020-01-06 06:00:00,258.75,0.0,0.610602798708289,683.633335844995,0.0,7.4810686,3.0923282e-05
531725,31989900,2020-01-06 06:05:00,258.73178,0.0,0.610602798708289,683.633335844995,2576.6562,380.25958,0.000533656
531730,31990200,2020-01-06 06:10:00,258.7216,0.0,0.610602798708289,683.633335844995,2222.9717,380.37314,0.00046591528
531735,31990500,2020-01-06 06:15:00,258.71805,0.0,0.610602798708289,683.633335844995,2252.1829,380.41718,0.00043964537
531740,31990800,2020-01-06 06:20:00,258.7197,0.0,0.610602798708289,683.633335844995,2255.13,380.43628,0.00042824977
531745,31991100,2020-01-06 06:25:00,258.72513,0.0,0.610602798708289,683.633335844995,2997.5024,380.44592,0.00042249402
531750,31991400,2020-01-06 06:30:00,258.73294,0.0,0.610602798708289,683.633335844995,3002.2666,380.44974,0.0004202192
531755,31991700,2020-01-06 06:35:00,258.7417,0.048487984,0.610602798708289,683.633335844995,2703.735,380.45148,0.00041918745
531760,31992000,2020-01-06 06:40:00,258.75,0.2318755,0.610602798708289,683.633335844995,2703.008,380.45215,0.0004187887
531765,31992300,2020-01-06 06:45:00,258.75638,0.60704786,0.610602798708289,683.633335844995,2527.358,380.45245,0.0004185974
531770,31992600,2020-01-06 06:50:00,258.75946,1.2308905,0.610602798708289,683.633335844995,2527.02,380.45258,0.00041852187
531775,31992900,2020-01-06 06:55:00,258.7578,2.1602886,0.610602798708289,683.633335844995,2441.3433,380.45264,0.00041848654
531780,31993200,2020-01-06 07:00:00,258.75,3.4521277,1.22120559741658,1001.05007168999,2441.1975,380.45267,0.00041847245
531785,31993500,2020-01-06 07:05:00,258.72656,5.163293,1.22120559741658,1001.05007168999,2283.464,380.45267,0.0004184659
531790,31993800,2020-01-06 07:10:00,258.6822,7.35067,1.22120559741658,1001.05007168999,2282.9204,380.45267,0.00041846329
531795,31994100,2020-01-06 07:15:00,258.62173,10.071143,1.22120559741658,1001.05007168999,2196.513,380.4527,0.0004184621
531800,31994400,2020-01-06 07:20:00,258.55,13.381599,1.22120559741658,1001.05007168999,2196.3677,380.4527,0.0004184616
531805,31994700,2020-01-06 07:25:00,258.47183,17.338923,1.22120559741658,1001.05007168999,2079.994,380.4527,0.00041846136
531810,31995000,2020-01-06 07:30:00,258.39206,22.0,1.22120559741658,1001.05007168999,2079.8782,380.4527,0.00041846128
531815,31995300,2020-01-06 07:35:00,258.3155,27.5158,1.22120559741658,1001.05007168999,1948.2786,380.4527,0.00041846125
531820,31995600,2020-01-06 07:40:00,258.24698,33.93356,1.22120559741658,1001.05007168999,1947.4823,380.4527,0.00041846122
531825,31995900,2020-01-06 07:45:00,258.19135,41.154552,1.22120559741658,1001.05007168999,1802.4547,380.4527,0.00041846122
531830,31996200,2020-01-06 07:50:00,258.1534,49.08006,1.22120559741658,1001.05007168999,1802.124,380.4527,0.00041846122
531835,31996500,2020-01-06 07:55:00,258.13803,57.611355,1.22120559741658,1001.05007168999,1647.0463,380.4527,0.00041846122
531840,31996800,2020-01-06 08:00:00,258.15,66.64973,5.80072658772874,2893.38679052745,1646.6398,380.4527,0.00041846122
531845,31997100,2020-01-06 08:05:00,258.19,76.09644,5.80072658772874,2893.38679052745,863.69183,380.4527,0.00041846122
531850,31997400,2020-01-06 08:10:00,258.25284,85.85278,5.80072658772874,2893.38679052745,854.7205,380.4527,0.00041846122
531855,31997700,2020-01-06 08:15:00,258.33444,95.82004,5.80072658772874,2893.38679052745,615.6543,380.4527,0.00041846122
531860,31998000,2020-01-06 08:20:00,258.43082,105.89947,5.80072658772874,2893.38679052745,613.99615,380.4527,0.00041846122
531865,31998300,2020-01-06 08:25:00,258.5379,115.99236,5.80072658772874,2893.38679052745,430.30664,380.4527,0.00041846122
531870,31998600,2020-01-06 08:30:00,258.6517,126.0,5.80072658772874,2893.38679052745,429.5577,380.4527,0.00041846122
531875,31998900,2020-01-06 08:35:00,258.7682,136.09973,5.80072658772874,2893.38679052745,238.35368,380.4527,0.00041846122
531880,31999200,2020-01-06 08:40:00,258.88333,146.49855,5.80072658772874,2893.38679052745,237.58264,380.4527,0.00041846122
531885,31999500,2020-01-06 08:45:00,258.9931,157.1422,5.80072658772874,2893.38679052745,59.93277,380.45093,0.0004183624
531890,31999800,2020-01-06 08:50:00,259.0935,167.97643,5.80072658772874,2893.38679052745,56.37759,380.45093,0.0004183638
531895,32000100,2020-01-06 08:55:00,259.18048,178.94698,5.80072658772874,2893.38679052745,0.0,380.45093,0.0004183645
531900,32000400,2020-01-06 09:00:00,259.25,189.99957,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836477
531905,32000700,2020-01-06 09:05:00,259.30478,201.07997,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836489
531910,32001000,2020-01-06 09:10:00,259.3516,212.13393,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836494
531915,32001300,2020-01-06 09:15:00,259.39255,223.10716,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531920,32001600,2020-01-06 09:20:00,259.4298,233.94542,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531925,32001900,2020-01-06 09:25:00,259.46548,244.59445,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531930,32002200,2020-01-06 09:30:00,259.5017,255.0,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531935,32002500,2020-01-06 09:35:00,259.54062,264.96222,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531940,32002800,2020-01-06 09:40:00,259.58435,274.30865,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531945,32003100,2020-01-06 09:45:00,259.635,283.02606,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531950,32003400,2020-01-06 09:50:00,259.69476,291.10132,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531955,32003700,2020-01-06 09:55:00,259.76572,298.52115,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531960,32004000,2020-01-06 10:00:00,259.85,305.2724,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531965,32004300,2020-01-06 10:05:00,259.94168,311.34183,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531970,32004600,2020-01-06 10:10:00,260.03333,316.71628,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531975,32004900,2020-01-06 10:15:00,260.125,321.3825,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531980,32005200,2020-01-06 10:20:00,260.21667,325.32733,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531985,32005500,2020-01-06 10:25:00,260.30832,328.53757,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
531990,32005800,2020-01-06 10:30:00,260.4,331.0,5.80072658772874,2893.38679052745,0.0,380.66666,0.00043069525
531995,32006100,2020-01-06 10:35:00,260.49167,330.455,5.80072658772874,2893.38679052745,0.0,392.09195,0.0016807811
532000,32006400,2020-01-06 10:40:00,260.58334,325.2239,5.80072658772874,2893.38679052745,0.0,392.25867,0.0016722963
532005,32006700,2020-01-06 10:45:00,260.675,316.165,5.80072658772874,2893.38679052745,0.0,387.0482,0.0009278663
532010,32007000,2020-01-06 10:50:00,260.76666,304.1366,5.80072658772874,2893.38679052745,0.0,386.9927,0.0009311518
532015,32007300,2020-01-06 10:55:00,260.85834,289.99692,5.80072658772874,2893.38679052745,0.0,380.46915,0.00040748712
532020,32007600,2020-01-06 11:00:00,260.95,274.6043,5.80072658772874,2893.38679052745,0.0,380.45963,0.00041316808
532025,32007900,2020-01-06 11:05:00,261.04166,258.817,5.80072658772874,2893.38679052745,0.0,380.45474,0.0004160961
532030,32008200,2020-01-06 11:10:00,261.13333,243.49329,5.80072658772874,2893.38679052745,0.0,380.45267,0.00041731878
532035,32008500,2020-01-06 11:15:00,261.225,229.49146,5.80072658772874,2893.38679052745,0.0,380.45172,0.0004179001
532040,32008800,2020-01-06 11:20:00,261.31668,217.66977,5.80072658772874,2893.38679052745,0.0,380.4513,0.00041814818
532045,32009100,2020-01-06 11:25:00,261.40833,208.88652,5.80072658772874,2893.38679052745,0.0,380.45108,0.00041826823
532050,32009400,2020-01-06 11:30:00,261.5,204.0,5.80072658772874,2893.38679052745,0.0,380.451,0.00041832027
532055,32009700,2020-01-06 11:35:00,261.59167,202.66548,5.80072658772874,2893.38679052745,0.0,380.45096,0.00041834504
532060,32010000,2020-01-06 11:40:00,261.68332,203.6456,5.80072658772874,2893.38679052745,0.0,380.45096,0.00041835578
532065,32010300,2020-01-06 11:45:00,261.775,206.45967,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836087
532070,32010600,2020-01-06 11:50:00,261.86667,210.627,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836308
532075,32010900,2020-01-06 11:55:00,261.95834,215.6669,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836413
532080,32011200,2020-01-06 12:00:00,262.05,221.09866,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836457
532085,32011500,2020-01-06 12:05:00,262.11456,226.44164,3.05301399354144,2441.58907922497,0.0,380.45093,0.0004183648
532090,32011800,2020-01-06 12:10:00,262.13046,231.21509,3.05301399354144,2441.58907922497,0.0,380.45093,0.0004183649
532095,32012100,2020-01-06 12:15:00,262.10608,234.93834,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836494
532100,32012400,2020-01-06 12:20:00,262.04974,237.1307,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497
532105,32012700,2020-01-06 12:25:00,261.9698,237.3115,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497
532110,32013000,2020-01-06 12:30:00,261.87457,235.0,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497
532115,32013300,2020-01-06 12:35:00,261.77243,230.01413,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497
532120,32013600,2020-01-06 12:40:00,261.67172,222.80591,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497
532125,32013900,2020-01-06 12:45:00,261.58078,213.84581,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497
532130,32014200,2020-01-06 12:50:00,261.50793,203.60431,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497
532135,32014500,2020-01-06 12:55:00,261.46158,192.55191,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497
532140,32014800,2020-01-06 13:00:00,261.45,181.15906,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532145,32015100,2020-01-06 13:05:00,261.4723,169.89627,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532150,32015400,2020-01-06 13:10:00,261.51816,159.23402,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532155,32015700,2020-01-06 13:15:00,261.5821,149.64279,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532160,32016000,2020-01-06 13:20:00,261.65848,141.59305,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532165,32016300,2020-01-06 13:25:00,261.7418,135.5553,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532170,32016600,2020-01-06 13:30:00,261.8264,132.0,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532175,32016900,2020-01-06 13:35:00,261.90677,130.88564,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532180,32017200,2020-01-06 13:40:00,261.97733,131.59113,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532185,32017500,2020-01-06 13:45:00,262.0325,133.71767,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532190,32017800,2020-01-06 13:50:00,262.0667,136.86644,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532195,32018100,2020-01-06 13:55:00,262.0744,140.63866,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532200,32018400,2020-01-06 14:00:00,262.05,144.63547,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532205,32018700,2020-01-06 14:05:00,262.0062,148.4581,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532210,32019000,2020-01-06 14:10:00,261.95972,151.70773,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532215,32019300,2020-01-06 14:15:00,261.91104,153.98555,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532220,32019600,2020-01-06 14:20:00,261.8606,154.89273,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532225,32019900,2020-01-06 14:25:00,261.8089,154.03049,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532230,32020200,2020-01-06 14:30:00,261.75638,151.0,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532235,32020500,2020-01-06 14:35:00,261.7035,146.69824,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532240,32020800,2020-01-06 14:40:00,261.6507,142.28749,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532245,32021100,2020-01-06 14:45:00,261.5985,137.76692,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532250,32021400,2020-01-06 14:50:00,261.54733,133.13567,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532255,32021700,2020-01-06 14:55:00,261.49768,128.3929,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532260,32022000,2020-01-06 15:00:00,261.45,123.537766,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532265,32022300,2020-01-06 15:05:00,261.4052,118.56943,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532270,32022600,2020-01-06 15:10:00,261.36346,113.48703,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532275,32022900,2020-01-06 15:15:00,261.324,108.289734,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532280,32023200,2020-01-06 15:20:00,261.2861,102.97669,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532285,32023500,2020-01-06 15:25:00,261.249,97.547066,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532290,32023800,2020-01-06 15:30:00,261.212,92.0,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532295,32024100,2020-01-06 15:35:00,261.17432,86.171875,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532300,32024400,2020-01-06 15:40:00,261.13522,79.96591,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532305,32024700,2020-01-06 15:45:00,261.094,73.48154,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532310,32025000,2020-01-06 15:50:00,261.04987,66.818184,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532315,32025300,2020-01-06 15:55:00,261.0021,60.075283,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532320,32025600,2020-01-06 16:00:00,260.95,53.352272,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532325,32025900,2020-01-06 16:05:00,260.86972,46.74858,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532330,32026200,2020-01-06 16:10:00,260.74347,40.363636,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532335,32026500,2020-01-06 16:15:00,260.57938,34.296875,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532340,32026800,2020-01-06 16:20:00,260.38565,28.647728,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532345,32027100,2020-01-06 16:25:00,260.17047,23.515625,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532350,32027400,2020-01-06 16:30:00,259.942,19.0,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532355,32027700,2020-01-06 16:35:00,259.7084,15.118634,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532360,32028000,2020-01-06 16:40:00,259.47787,11.795033,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532365,32028300,2020-01-06 16:45:00,259.2586,8.987216,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532370,32028600,2020-01-06 16:50:00,259.05875,6.6531987,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532375,32028900,2020-01-06 16:55:00,258.88647,4.7509995,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497
532380,32029200,2020-01-06 17:00:00,258.75,3.2386363,1.83180839612487,1440.53900753498,0.0,380.45093,0.00041836497
532385,32029500,2020-01-06 17:05:00,258.63763,2.0741267,1.83180839612487,1440.53900753498,129.15799,380.45093,0.00041836497
532390,32029800,2020-01-06 17:10:00,258.53152,1.2154882,1.83180839612487,1440.53900753498,349.65192,380.45267,0.0004184655
532395,32030100,2020-01-06 17:15:00,258.43042,0.6207386,1.83180839612487,1440.53900753498,415.04657,380.45267,0.00041846305
532400,32030400,2020-01-06 17:20:00,258.3332,0.24789563,1.83180839612487,1440.53900753498,416.7363,380.4527,0.00041846206
532405,32030700,2020-01-06 17:25:00,258.2386,0.05497685,1.83180839612487,1440.53900753498,439.69305,380.4527,0.0004184616
532410,32031000,2020-01-06 17:30:00,258.14542,0.0,1.83180839612487,1440.53900753498,440.72638,380.4527,0.0004184614
532415,32031300,2020-01-06 17:35:00,258.05252,0.0,1.83180839612487,1440.53900753498,506.80548,380.4527,0.0004184613
532420,32031600,2020-01-06 17:40:00,257.95868,0.0,1.83180839612487,1440.53900753498,509.08554,380.4527,0.00041846125
532425,32031900,2020-01-06 17:45:00,257.8627,0.0,1.83180839612487,1440.53900753498,557.62616,380.4527,0.00041846122
532430,32032200,2020-01-06 17:50:00,257.7634,0.0,1.83180839612487,1440.53900753498,559.7442,380.4527,0.00041846122
532435,32032500,2020-01-06 17:55:00,257.65955,0.0,1.83180839612487,1440.53900753498,600.31256,380.4527,0.00041846122
532440,32032800,2020-01-06 18:00:00,257.55,0.0,0.610602798708289,927.777735844995,602.0688,380.4527,0.00041846122
532445,32033100,2020-01-06 18:05:00,257.43198,0.0,0.610602798708289,927.777735844995,804.81494,380.4527,0.00041846122
532450,32033400,2020-01-06 18:10:00,257.30478,0.0,0.610602798708289,927.777735844995,806.76483,380.4527,0.00041846122
532455,32033700,2020-01-06 18:15:00,257.17032,0.0,0.610602798708289,927.777735844995,865.558,380.4527,0.00041846122
532460,32034000,2020-01-06 18:20:00,257.03055,0.0,0.610602798708289,927.777735844995,867.5294,380.4527,0.00041846122
532465,32034300,2020-01-06 18:25:00,256.88736,0.0,0.610602798708289,927.777735844995,909.9928,380.4527,0.00041846122
532470,32034600,2020-01-06 18:30:00,256.74268,0.0,0.610602798708289,927.777735844995,911.80255,380.4527,0.00041846122
532475,32034900,2020-01-06 18:35:00,256.5984,0.0,0.610602798708289,927.777735844995,956.7168,380.4527,0.00041846122
532480,32035200,2020-01-06 18:40:00,256.45642,0.0,0.610602798708289,927.777735844995,958.61395,380.4527,0.00041846122
532485,32035500,2020-01-06 18:45:00,256.3187,0.0,0.610602798708289,927.777735844995,999.4937,380.4527,0.00041846122
532490,32035800,2020-01-06 18:50:00,256.1871,0.0,0.610602798708289,927.777735844995,1001.2117,380.4527,0.00041846122
532495,32036100,2020-01-06 18:55:00,256.06357,0.0,0.610602798708289,927.777735844995,1038.6749,380.4527,0.00041846122
532500,32036400,2020-01-06 19:00:00,255.95,0.0,0.610602798708289,927.777735844995,1040.2396,380.4527,0.00041846122
532505,32036700,2020-01-06 19:05:00,255.86374,0.0,0.610602798708289,927.777735844995,1065.5018,380.4527,0.00041846122
532510,32037000,2020-01-06 19:10:00,255.81624,0.0,0.610602798708289,927.777735844995,1066.5791,380.4527,0.00041846122
532515,32037300,2020-01-06 19:15:00,255.80055,0.0,0.610602798708289,927.777735844995,1089.4238,380.4527,0.00041846122
532520,32037600,2020-01-06 19:20:00,255.80977,0.0,0.610602798708289,927.777735844995,1090.3729,380.4527,0.00041846122
532525,32037900,2020-01-06 19:25:00,255.83699,0.0,0.610602798708289,927.777735844995,1111.6246,380.4527,0.00041846122
532530,32038200,2020-01-06 19:30:00,255.87527,0.0,0.610602798708289,927.777735844995,1112.4912,380.4527,0.00041846122
532535,32038500,2020-01-06 19:35:00,255.91771,0.0,0.610602798708289,927.777735844995,1131.8632,380.4527,0.00041846122
532540,32038800,2020-01-06 19:40:00,255.95738,0.0,0.610602798708289,927.777735844995,1132.647,380.4527,0.00041846122
532545,32039100,2020-01-06 19:45:00,255.98737,0.0,0.610602798708289,927.777735844995,1150.269,380.4527,0.00041846122
532550,32039400,2020-01-06 19:50:00,256.00073,0.0,0.610602798708289,927.777735844995,1151.1666,380.4527,0.00041846122
532555,32039700,2020-01-06 19:55:00,255.99059,0.0,0.610602798708289,927.777735844995,1167.5874,380.4527,0.00041846122
532560,32040000,2020-01-06 20:00:00,255.95,0.0,0.305301399354144,769.069367922497,1168.4402,380.4527,0.00041846122
532565,32040300,2020-01-06 20:05:00,255.86472,0.0,0.305301399354144,769.069367922498,1223.1259,380.4527,0.00041846122
532570,32040600,2020-01-06 20:10:00,255.73242,0.0,0.305301399354144,769.069367922498,1224.8745,380.4527,0.00041846122
532575,32040900,2020-01-06 20:15:00,255.56416,0.0,0.305301399354144,769.069367922497,1251.0206,380.4527,0.00041846122
532580,32041200,2020-01-06 20:20:00,255.37096,0.0,0.305301399354144,769.069367922497,1252.1609,380.4527,0.00041846122
532585,32041500,2020-01-06 20:25:00,255.16382,0.0,0.305301399354144,769.069367922498,1272.7993,380.4527,0.00041846122
532590,32041800,2020-01-06 20:30:00,254.9538,0.0,0.305301399354144,769.069367922498,1273.7231,380.4527,0.00041846122
532595,32042100,2020-01-06 20:35:00,254.75188,0.0,0.305301399354144,769.069367922498,1294.3641,380.4527,0.00041846122
