TDryBul,TDewPoi,relHum,pAtm,HHorIR,HGloHor,HDirNor,HDifHor,winDir,winSpe,nTot,nOpa,ceiHei,time
13.3,12.8,96.0,98800.0,1140.0,432.0,1.0,431.0,60.0,4.1,10.0,10.0,60.0,11797200.0
12.8,12.8,100.0,98700.0,1008.0,205.0,2.0,204.0,50.0,2.6,10.0,10.0,60.0,11800800.0
12.8,12.2,96.0,98700.0,827.0,157.0,1.0,156.0,20.0,3.1,10.0,10.0,90.0,11804400.0
12.2,11.7,96.0,98600.0,611.0,109.0,1.0,109.0,10.0,4.1,10.0,10.0,150.0,11808000.0
11.7,11.7,100.0,98400.0,373.0,55.0,0.0,55.0,60.0,3.1,10.0,10.0,60.0,11811600.0
11.7,11.1,96.0,98400.0,133.0,17.0,0.0,17.0,20.0,3.1,10.0,10.0,60.0,11815200.0
11.7,11.1,96.0,98400.0,1.0,0.0,0.0,0.0,40.0,4.1,10.0,10.0,30.0,11818800.0
11.1,10.6,96.0,98500.0,0.0,0.0,0.0,0.0,10.0,2.6,10.0,10.0,60.0,11822400.0
10.6,10.6,100.0,98600.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,30.0,11826000.0
11.1,11.1,100.0,98500.0,0.0,0.0,0.0,0.0,340.0,3.1,10.0,10.0,90.0,11829600.0
11.1,11.1,100.0,98500.0,0.0,0.0,0.0,0.0,340.0,3.1,10.0,10.0,90.0,11833200.0
10.6,10.6,100.0,98500.0,0.0,0.0,0.0,0.0,300.0,2.1,10.0,10.0,90.0,11836800.0
11.7,11.7,100.0,98500.0,0.0,0.0,0.0,0.0,260.0,3.1,10.0,10.0,60.0,11840400.0
12.2,12.2,100.0,98500.0,0.0,0.0,0.0,0.0,310.0,4.1,10.0,10.0,90.0,11844000.0
12.2,12.2,100.0,98600.0,0.0,0.0,0.0,0.0,310.0,3.1,10.0,10.0,150.0,11847600.0
12.2,12.2,100.0,98600.0,27.0,10.0,0.0,10.0,350.0,2.6,10.0,10.0,210.0,11851200.0
12.2,11.7,96.0,98600.0,229.0,38.0,0.0,38.0,340.0,3.1,10.0,10.0,180.0,11854800.0
12.2,11.7,96.0,98700.0,471.0,128.0,0.0,128.0,270.0,2.6,10.0,10.0,210.0,11858400.0
13.3,11.7,90.0,98700.0,702.0,217.0,1.0,216.0,270.0,2.1,10.0,10.0,240.0,11862000.0
15.0,12.8,87.0,98800.0,906.0,333.0,0.0,333.0,230.0,2.1,10.0,10.0,310.0,11865600.0
13.9,11.7,87.0,98900.0,1068.0,361.0,1.0,360.0,240.0,3.1,10.0,10.0,520.0,11869200.0
15.6,12.8,84.0,98900.0,1179.0,437.0,1.0,436.0,210.0,3.1,10.0,10.0,880.0,11872800.0
16.1,11.7,75.0,98900.0,1229.0,442.0,1.0,442.0,250.0,3.1,10.0,10.0,580.0,11876400.0
16.1,12.2,78.0,98900.0,1217.0,416.0,1.0,414.0,270.0,3.1,10.0,10.0,640.0,11880000.0
16.1,12.2,78.0,98900.0,1142.0,400.0,0.0,400.0,280.0,2.1,10.0,10.0,580.0,11883600.0
15.6,12.8,84.0,98900.0,1010.0,348.0,1.0,347.0,360.0,3.1,10.0,10.0,580.0,11887200.0
15.6,12.8,84.0,99000.0,829.0,284.0,1.0,284.0,240.0,2.6,10.0,10.0,700.0,11890800.0
15.6,12.8,84.0,99000.0,613.0,180.0,0.0,180.0,280.0,1.5,10.0,10.0,1010.0,11894400.0
15.0,12.8,87.0,99000.0,376.0,56.0,0.0,56.0,90.0,3.1,10.0,10.0,760.0,11898000.0
13.3,12.2,93.0,99000.0,136.0,29.0,0.0,29.0,70.0,3.1,10.0,10.0,1680.0,11901600.0
12.8,12.2,96.0,99000.0,1.0,1.0,0.0,1.0,90.0,3.1,10.0,10.0,150.0,11905200.0
12.2,11.1,93.0,99100.0,0.0,0.0,0.0,0.0,50.0,2.6,10.0,10.0,120.0,11908800.0
12.2,11.1,93.0,99100.0,0.0,0.0,0.0,0.0,60.0,2.6,10.0,10.0,180.0,11912400.0
11.7,11.1,96.0,99100.0,0.0,0.0,0.0,0.0,60.0,2.1,10.0,10.0,120.0,11916000.0
11.1,11.1,100.0,99100.0,0.0,0.0,0.0,0.0,70.0,3.1,10.0,10.0,90.0,11919600.0
9.4,9.4,100.0,99100.0,0.0,0.0,0.0,0.0,60.0,2.6,10.0,10.0,120.0,11923200.0
9.4,8.9,96.0,99100.0,0.0,0.0,0.0,0.0,80.0,2.1,10.0,10.0,270.0,11926800.0
9.4,8.9,96.0,99100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,340.0,11930400.0
10.6,10.6,100.0,99100.0,0.0,0.0,0.0,0.0,70.0,2.1,10.0,10.0,180.0,11934000.0
11.1,11.1,100.0,99100.0,28.0,12.0,0.0,12.0,60.0,3.1,10.0,10.0,180.0,11937600.0
11.1,10.6,96.0,99200.0,232.0,67.0,0.0,67.0,50.0,3.6,10.0,10.0,90.0,11941200.0
11.1,10.6,96.0,99200.0,473.0,149.0,0.0,149.0,40.0,4.6,10.0,10.0,120.0,11944800.0
11.1,10.0,93.0,99200.0,704.0,216.0,1.0,216.0,50.0,3.1,10.0,10.0,150.0,11948400.0
12.8,11.7,93.0,99200.0,907.0,294.0,1.0,294.0,40.0,3.1,10.0,10.0,240.0,11952000.0
13.9,12.2,90.0,99200.0,1070.0,387.0,1.0,386.0,70.0,3.1,10.0,10.0,490.0,11955600.0
15.6,12.8,84.0,99200.0,1180.0,601.0,263.0,367.0,50.0,4.1,7.0,7.0,1680.0,11959200.0
17.8,12.2,70.0,99300.0,1231.0,643.0,255.0,407.0,50.0,4.1,5.0,5.0,77777.0,11962800.0
18.9,13.3,70.0,99200.0,1218.0,759.0,442.0,354.0,40.0,5.2,4.0,4.0,77777.0,11966400.0
18.3,11.7,65.0,99200.0,1143.0,835.0,644.0,282.0,40.0,5.2,3.0,3.0,77777.0,11970000.0
18.3,11.1,63.0,99200.0,1012.0,720.0,654.0,224.0,70.0,5.2,0.0,0.0,77777.0,11973600.0
18.3,10.0,59.0,99100.0,832.0,552.0,580.0,192.0,80.0,2.6,0.0,0.0,77777.0,11977200.0
17.8,10.6,63.0,99100.0,616.0,357.0,457.0,147.0,50.0,4.6,0.0,0.0,77777.0,11980800.0
16.1,10.0,67.0,99100.0,379.0,170.0,271.0,94.0,50.0,4.6,0.0,0.0,77777.0,11984400.0
15.0,9.4,70.0,99100.0,140.0,38.0,32.0,35.0,50.0,4.1,0.0,0.0,77777.0,11988000.0
13.3,8.9,75.0,99100.0,2.0,1.0,0.0,1.0,50.0,3.1,0.0,0.0,77777.0,11991600.0
12.2,8.9,80.0,99200.0,0.0,0.0,0.0,0.0,50.0,3.1,0.0,0.0,77777.0,11995200.0
11.1,8.3,83.0,99200.0,0.0,0.0,0.0,0.0,50.0,2.1,0.0,0.0,77777.0,11998800.0
10.0,8.3,89.0,99200.0,0.0,0.0,0.0,0.0,40.0,2.1,0.0,0.0,77777.0,12002400.0
8.9,7.2,89.0,99200.0,0.0,0.0,0.0,0.0,10.0,1.5,0.0,0.0,77777.0,12006000.0
7.8,6.7,93.0,99200.0,0.0,0.0,0.0,0.0,10.0,2.1,0.0,0.0,77777.0,12009600.0
7.2,6.1,93.0,99100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77777.0,12013200.0
6.7,5.6,93.0,99100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,77777.0,12016800.0
7.2,5.6,89.0,99100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77777.0,12020400.0
7.8,6.7,93.0,99200.0,30.0,9.0,8.0,8.0,0.0,0.0,2.0,2.0,77777.0,12024000.0
11.1,9.4,90.0,99200.0,235.0,87.0,189.0,53.0,0.0,0.0,2.0,2.0,77777.0,12027600.0
13.3,8.3,72.0,99200.0,476.0,263.0,464.0,97.0,30.0,3.1,1.0,1.0,77777.0,12031200.0
15.6,7.2,58.0,99200.0,706.0,452.0,601.0,132.0,40.0,5.2,1.0,1.0,77777.0,12034800.0
17.8,8.3,54.0,99200.0,909.0,628.0,680.0,162.0,50.0,4.1,2.0,2.0,77777.0,12038400.0
20.0,10.0,53.0,99200.0,1071.0,718.0,631.0,209.0,40.0,3.1,2.0,2.0,77777.0,12042000.0
20.6,10.0,51.0,99200.0,1181.0,800.0,614.0,254.0,60.0,2.6,2.0,2.0,77777.0,12045600.0
22.2,10.0,46.0,99200.0,1232.0,858.0,634.0,271.0,20.0,3.1,2.0,2.0,77777.0,12049200.0
22.8,9.4,43.0,99100.0,1220.0,888.0,724.0,224.0,70.0,4.1,2.0,2.0,77777.0,12052800.0
23.3,10.6,45.0,99100.0,1145.0,826.0,648.0,270.0,30.0,3.6,4.0,3.0,77777.0,12056400.0
23.3,8.9,40.0,99100.0,1013.0,711.0,662.0,208.0,40.0,5.7,2.0,2.0,77777.0,12060000.0
21.7,10.0,48.0,99100.0,834.0,533.0,560.0,184.0,30.0,5.2,3.0,3.0,77777.0,12063600.0
21.1,9.4,47.0,99100.0,618.0,355.0,465.0,141.0,30.0,5.2,3.0,3.0,77777.0,12067200.0
20.0,8.9,49.0,99100.0,382.0,123.0,131.0,86.0,40.0,3.6,5.0,4.0,77777.0,12070800.0
17.2,8.9,58.0,99100.0,143.0,37.0,55.0,32.0,40.0,3.6,6.0,2.0,77777.0,12074400.0
15.0,9.4,70.0,99100.0,2.0,0.0,0.0,0.0,50.0,3.1,2.0,0.0,77777.0,12078000.0
13.3,8.9,75.0,99000.0,0.0,0.0,0.0,0.0,40.0,1.5,0.0,0.0,77777.0,12081600.0
10.0,8.9,93.0,99200.0,0.0,0.0,0.0,0.0,190.0,1.0,0.0,0.0,77777.0,12085200.0
8.9,8.3,96.0,99200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77777.0,12088800.0
8.3,7.2,93.0,99200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,77777.0,12092400.0
7.8,6.1,89.0,99200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,77777.0,12096000.0
7.2,5.6,89.0,99100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,77777.0,12099600.0
7.8,6.7,93.0,99200.0,0.0,0.0,0.0,0.0,210.0,2.1,3.0,3.0,77777.0,12103200.0
8.9,7.2,89.0,99200.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,77777.0,12106800.0
8.9,7.2,89.0,99300.0,31.0,15.0,10.0,14.0,330.0,1.5,9.0,3.0,77777.0,12110400.0
11.1,8.9,86.0,99300.0,237.0,98.0,178.0,67.0,0.0,0.0,8.0,3.0,77777.0,12114000.0
14.4,10.0,75.0,99400.0,478.0,227.0,244.0,139.0,0.0,0.0,6.0,2.0,77777.0,12117600.0
17.2,8.9,58.0,99400.0,708.0,461.0,661.0,108.0,320.0,2.1,3.0,1.0,77777.0,12121200.0
20.0,8.3,47.0,99400.0,911.0,669.0,788.0,128.0,250.0,2.1,2.0,0.0,77777.0,12124800.0
24.4,8.3,36.0,99400.0,1073.0,814.0,839.0,136.0,0.0,0.0,1.0,0.0,77777.0,12128400.0
26.1,7.2,30.0,99300.0,1183.0,920.0,875.0,140.0,50.0,3.1,0.0,0.0,77777.0,12132000.0
26.7,8.9,33.0,99300.0,1233.0,959.0,878.0,144.0,90.0,2.6,0.0,0.0,77777.0,12135600.0
27.2,8.3,30.0,99300.0,1221.0,952.0,880.0,143.0,80.0,5.2,0.0,0.0,77777.0,12139200.0
27.2,3.9,22.0,99300.0,1147.0,886.0,869.0,138.0,50.0,3.6,0.0,0.0,77777.0,12142800.0
26.7,7.8,30.0,99300.0,1015.0,673.0,680.0,155.0,60.0,4.1,4.0,1.0,77777.0,12146400.0
26.1,7.2,30.0,99200.0,836.0,583.0,746.0,117.0,90.0,3.6,4.0,1.0,77777.0,12150000.0
25.6,7.2,31.0,99200.0,621.0,389.0,581.0,121.0,90.0,4.6,4.0,1.0,77777.0,12153600.0
23.9,7.2,34.0,99200.0,385.0,200.0,430.0,77.0,80.0,2.1,4.0,1.0,77777.0,12157200.0
20.6,6.1,39.0,99300.0,146.0,51.0,180.0,32.0,110.0,3.6,2.0,0.0,77777.0,12160800.0
17.8,7.2,50.0,99300.0,3.0,1.0,1.0,1.0,110.0,3.1,0.0,0.0,77777.0,12164400.0
17.8,6.7,48.0,99400.0,0.0,0.0,0.0,0.0,110.0,2.6,0.0,0.0,77777.0,12168000.0
13.9,7.2,64.0,99400.0,0.0,0.0,0.0,0.0,180.0,1.5,0.0,0.0,77777.0,12171600.0
11.7,6.1,69.0,99400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77777.0,12175200.0
10.6,7.2,80.0,99400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77777.0,12178800.0
10.6,7.2,80.0,99400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77777.0,12182400.0
9.4,6.1,80.0,99400.0,0.0,0.0,0.0,0.0,330.0,2.1,0.0,0.0,77777.0,12186000.0
8.9,6.7,86.0,99400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77777.0,12189600.0
7.8,5.6,86.0,99400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77777.0,12193200.0
9.4,5.6,77.0,99500.0,33.0,12.0,22.0,10.0,280.0,2.1,1.0,1.0,77777.0,12196800.0
13.3,10.0,80.0,99500.0,240.0,106.0,320.0,48.0,0.0,0.0,0.0,0.0,77777.0,12200400.0
18.3,11.7,65.0,99500.0,480.0,289.0,581.0,78.0,0.0,0.0,0.0,0.0,77777.0,12204000.0
21.7,10.0,48.0,99500.0,710.0,486.0,713.0,105.0,150.0,2.1,0.0,0.0,77777.0,12207600.0
23.9,8.9,39.0,99500.0,912.0,667.0,785.0,126.0,130.0,2.6,0.0,0.0,77777.0,12211200.0
25.6,8.3,34.0,99500.0,1074.0,819.0,836.0,141.0,140.0,3.1,0.0,0.0,77777.0,12214800.0
25.6,7.2,31.0,99500.0,1184.0,916.0,859.0,150.0,170.0,2.6,0.0,0.0,77777.0,12218400.0
26.7,6.7,28.0,99400.0,1234.0,964.0,871.0,155.0,80.0,4.1,0.0,0.0,77777.0,12222000.0
27.8,7.2,27.0,99300.0,1222.0,951.0,867.0,153.0,90.0,5.2,0.0,0.0,77777.0,12225600.0
27.2,8.9,32.0,99300.0,1148.0,849.0,816.0,146.0,80.0,5.2,3.0,1.0,77777.0,12229200.0
27.2,8.3,30.0,99200.0,1017.0,717.0,762.0,135.0,100.0,4.6,2.0,1.0,77777.0,12232800.0
26.7,8.3,31.0,99200.0,838.0,597.0,748.0,127.0,90.0,4.6,2.0,0.0,77777.0,12236400.0
26.1,8.9,34.0,99100.0,623.0,398.0,639.0,101.0,70.0,5.7,2.0,0.0,77777.0,12240000.0
23.9,8.3,37.0,99100.0,388.0,207.0,479.0,70.0,80.0,4.6,2.0,0.0,77777.0,12243600.0
22.2,7.8,40.0,99100.0,150.0,52.0,158.0,35.0,60.0,3.1,3.0,0.0,77777.0,12247200.0
20.6,6.7,41.0,99100.0,3.0,1.0,1.0,1.0,50.0,4.1,0.0,0.0,77777.0,12250800.0
18.9,6.7,45.0,99100.0,0.0,0.0,0.0,0.0,60.0,2.6,0.0,0.0,77777.0,12254400.0
17.2,6.7,50.0,99100.0,0.0,0.0,0.0,0.0,140.0,3.1,0.0,0.0,77777.0,12258000.0
16.1,5.0,48.0,99100.0,0.0,0.0,0.0,0.0,50.0,2.6,0.0,0.0,77777.0,12261600.0
15.0,5.6,54.0,99100.0,0.0,0.0,0.0,0.0,50.0,1.5,0.0,0.0,77777.0,12265200.0
13.3,6.1,62.0,99000.0,0.0,0.0,0.0,0.0,20.0,2.6,3.0,0.0,77777.0,12268800.0
13.3,6.7,64.0,99000.0,0.0,0.0,0.0,0.0,20.0,2.1,3.0,0.0,77777.0,12272400.0
13.3,6.1,62.0,98900.0,0.0,0.0,0.0,0.0,30.0,2.1,3.0,0.0,77777.0,12276000.0
13.9,5.0,55.0,98900.0,0.0,0.0,0.0,0.0,70.0,2.1,7.0,4.0,7620.0,12279600.0
12.8,5.6,62.0,98900.0,34.0,14.0,8.0,13.0,20.0,2.6,8.0,4.0,77777.0,12283200.0
13.9,7.8,67.0,98900.0,242.0,81.0,99.0,63.0,30.0,1.5,9.0,7.0,3660.0,12286800.0
17.8,8.9,56.0,98900.0,482.0,169.0,77.0,141.0,50.0,3.1,9.0,7.0,3660.0,12290400.0
20.0,9.4,51.0,98900.0,711.0,319.0,164.0,231.0,70.0,3.1,10.0,8.0,3660.0,12294000.0
21.7,9.4,46.0,98900.0,914.0,546.0,379.0,285.0,90.0,4.1,9.0,8.0,7620.0,12297600.0
23.9,10.0,42.0,98800.0,1075.0,592.0,365.0,296.0,70.0,4.6,9.0,8.0,2740.0,12301200.0
22.2,10.0,46.0,98800.0,1185.0,358.0,108.0,261.0,70.0,5.7,10.0,9.0,2740.0,12304800.0
20.0,10.0,53.0,98700.0,1236.0,499.0,106.0,401.0,60.0,5.7,10.0,9.0,2440.0,12308400.0
19.4,10.0,55.0,98700.0,1223.0,230.0,26.0,206.0,60.0,4.6,10.0,10.0,2440.0,12312000.0
19.4,11.1,59.0,98700.0,1150.0,364.0,2.0,362.0,50.0,3.6,10.0,10.0,2440.0,12315600.0
20.0,10.0,53.0,98600.0,1019.0,300.0,8.0,294.0,70.0,4.6,10.0,10.0,2440.0,12319200.0
20.6,12.2,59.0,98600.0,840.0,254.0,7.0,250.0,60.0,4.6,10.0,10.0,1400.0,12322800.0
22.2,14.4,62.0,98500.0,626.0,154.0,3.0,153.0,80.0,5.2,10.0,10.0,2440.0,12326400.0
19.4,12.2,63.0,98500.0,391.0,86.0,0.0,86.0,50.0,4.6,10.0,10.0,1160.0,12330000.0
17.2,12.2,73.0,98500.0,153.0,30.0,0.0,30.0,50.0,4.6,10.0,10.0,2440.0,12333600.0
15.6,11.1,75.0,98500.0,4.0,1.0,0.0,1.0,50.0,3.6,10.0,10.0,2440.0,12337200.0
15.6,11.1,75.0,98600.0,0.0,0.0,0.0,0.0,50.0,3.1,10.0,10.0,2440.0,12340800.0
14.4,11.1,81.0,98500.0,0.0,0.0,0.0,0.0,30.0,3.1,8.0,7.0,2440.0,12344400.0
14.4,11.1,81.0,98500.0,0.0,0.0,0.0,0.0,30.0,2.1,10.0,10.0,2440.0,12348000.0
14.4,11.7,84.0,98500.0,0.0,0.0,0.0,0.0,30.0,2.6,10.0,8.0,3660.0,12351600.0
14.4,11.1,81.0,98500.0,0.0,0.0,0.0,0.0,30.0,2.1,10.0,10.0,460.0,12355200.0
14.4,11.7,84.0,98400.0,0.0,0.0,0.0,0.0,30.0,2.1,10.0,10.0,340.0,12358800.0
13.9,11.7,87.0,98400.0,0.0,0.0,0.0,0.0,50.0,2.1,10.0,10.0,2440.0,12362400.0
14.4,12.8,90.0,98500.0,0.0,0.0,0.0,0.0,30.0,3.6,10.0,10.0,120.0,12366000.0
14.4,13.3,93.0,98500.0,36.0,14.0,0.0,14.0,50.0,2.6,10.0,10.0,60.0,12369600.0
14.4,13.3,93.0,98500.0,245.0,65.0,0.0,65.0,40.0,2.6,10.0,10.0,60.0,12373200.0
15.6,13.9,90.0,98600.0,484.0,162.0,1.0,162.0,30.0,3.1,10.0,10.0,60.0,12376800.0
16.7,14.4,87.0,98600.0,713.0,264.0,1.0,264.0,10.0,2.1,10.0,10.0,610.0,12380400.0
17.8,15.0,84.0,98600.0,915.0,348.0,2.0,347.0,20.0,1.5,10.0,10.0,1830.0,12384000.0
19.4,15.0,76.0,98600.0,1076.0,381.0,0.0,381.0,20.0,2.1,10.0,10.0,1830.0,12387600.0
21.7,15.6,68.0,98600.0,1186.0,865.0,729.0,212.0,30.0,3.1,4.0,4.0,77777.0,12391200.0
23.9,16.1,62.0,98600.0,1237.0,803.0,647.0,200.0,60.0,4.1,4.0,4.0,77777.0,12394800.0
25.0,16.1,58.0,98500.0,1225.0,927.0,836.0,157.0,50.0,4.1,3.0,3.0,77777.0,12398400.0
24.4,16.1,60.0,98500.0,1151.0,811.0,716.0,192.0,50.0,5.7,7.0,3.0,77777.0,12402000.0
23.9,16.1,62.0,98400.0,1020.0,517.0,344.0,254.0,40.0,5.7,10.0,3.0,77777.0,12405600.0
22.2,16.1,68.0,98400.0,842.0,492.0,457.0,204.0,50.0,4.6,10.0,3.0,77777.0,12409200.0
22.2,16.1,68.0,98400.0,628.0,390.0,518.0,148.0,50.0,5.7,10.0,3.0,77777.0,12412800.0
19.4,16.1,81.0,98400.0,394.0,152.0,153.0,108.0,40.0,4.1,10.0,6.0,7620.0,12416400.0
17.2,14.4,84.0,98500.0,156.0,50.0,61.0,44.0,30.0,3.1,10.0,6.0,7620.0,12420000.0
15.0,13.9,93.0,98500.0,4.0,2.0,0.0,2.0,10.0,1.5,10.0,8.0,150.0,12423600.0
15.0,13.3,90.0,98600.0,0.0,0.0,0.0,0.0,20.0,3.6,8.0,8.0,2440.0,12427200.0
15.0,12.8,87.0,98500.0,0.0,0.0,0.0,0.0,30.0,1.5,4.0,4.0,77777.0,12430800.0
14.4,12.2,87.0,98500.0,0.0,0.0,0.0,0.0,10.0,2.1,6.0,6.0,2440.0,12434400.0
14.4,11.7,84.0,98500.0,0.0,0.0,0.0,0.0,30.0,2.1,2.0,2.0,77777.0,12438000.0
13.9,11.1,83.0,98500.0,0.0,0.0,0.0,0.0,10.0,1.5,0.0,0.0,77777.0,12441600.0
12.8,11.1,90.0,98500.0,0.0,0.0,0.0,0.0,320.0,1.5,0.0,0.0,77777.0,12445200.0
12.8,11.1,90.0,98500.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2440.0,12448800.0
15.0,12.8,87.0,98500.0,0.0,0.0,0.0,0.0,10.0,2.6,7.0,7.0,2440.0,12452400.0
14.4,12.2,87.0,98600.0,37.0,9.0,3.0,9.0,310.0,2.1,8.0,8.0,2440.0,12456000.0
15.6,13.3,87.0,98700.0,247.0,37.0,18.0,34.0,360.0,2.1,10.0,9.0,2440.0,12459600.0
18.3,13.3,73.0,98700.0,486.0,250.0,363.0,116.0,30.0,3.1,4.0,4.0,77777.0,12463200.0
20.6,13.9,66.0,98700.0,715.0,449.0,581.0,135.0,360.0,2.6,2.0,2.0,77777.0,12466800.0
23.3,14.4,58.0,98800.0,916.0,628.0,654.0,175.0,30.0,3.1,3.0,3.0,77777.0,12470400.0
25.6,15.6,54.0,98800.0,1077.0,769.0,737.0,170.0,30.0,3.1,2.0,2.0,77777.0,12474000.0
26.7,15.6,51.0,98800.0,1187.0,882.0,817.0,151.0,30.0,4.6,0.0,0.0,77777.0,12477600.0
27.2,15.0,47.0,98800.0,1238.0,954.0,856.0,155.0,40.0,3.6,0.0,0.0,77777.0,12481200.0
27.2,12.2,39.0,98800.0,1226.0,950.0,862.0,154.0,40.0,6.2,0.0,0.0,77777.0,12484800.0
23.9,12.8,50.0,98800.0,1152.0,799.0,674.0,215.0,50.0,6.7,6.0,2.0,77777.0,12488400.0
23.3,13.3,54.0,98800.0,1022.0,683.0,584.0,235.0,40.0,6.7,10.0,2.0,77777.0,12492000.0
22.8,11.7,50.0,98800.0,844.0,564.0,537.0,224.0,50.0,5.2,10.0,2.0,77777.0,12495600.0
21.1,10.0,49.0,98800.0,631.0,376.0,498.0,141.0,40.0,7.7,10.0,2.0,77777.0,12499200.0
19.4,8.9,51.0,98900.0,396.0,213.0,498.0,67.0,40.0,5.7,0.0,0.0,77777.0,12502800.0
16.1,7.8,58.0,99000.0,159.0,56.0,189.0,34.0,30.0,5.7,0.0,0.0,77777.0,12506400.0
13.9,6.1,60.0,99000.0,5.0,2.0,2.0,1.0,30.0,3.1,0.0,0.0,77777.0,12510000.0
12.2,5.6,64.0,99000.0,0.0,0.0,0.0,0.0,40.0,4.1,0.0,0.0,77777.0,12513600.0
12.2,5.6,64.0,99100.0,0.0,0.0,0.0,0.0,40.0,4.1,0.0,0.0,77777.0,12517200.0
11.7,5.0,64.0,99100.0,0.0,0.0,0.0,0.0,50.0,3.6,0.0,0.0,77777.0,12520800.0
11.7,5.0,64.0,99100.0,0.0,0.0,0.0,0.0,50.0,3.1,0.0,0.0,77777.0,12524400.0
10.6,4.4,66.0,99200.0,0.0,0.0,0.0,0.0,40.0,3.1,0.0,0.0,77777.0,12528000.0
10.6,3.3,61.0,99200.0,0.0,0.0,0.0,0.0,50.0,3.1,0.0,0.0,77777.0,12531600.0
11.7,1.1,49.0,99300.0,0.0,0.0,0.0,0.0,50.0,3.1,0.0,0.0,77777.0,12535200.0
10.0,2.2,59.0,99300.0,0.0,0.0,0.0,0.0,40.0,3.1,0.0,0.0,77777.0,12538800.0
8.9,3.3,68.0,99400.0,38.0,14.0,3.0,14.0,50.0,2.6,0.0,0.0,77777.0,12542400.0
11.7,4.4,62.0,99400.0,249.0,96.0,162.0,65.0,70.0,3.1,0.0,0.0,77777.0,12546000.0
14.4,3.3,48.0,99500.0,488.0,265.0,402.0,117.0,70.0,4.1,0.0,0.0,77777.0,12549600.0
16.7,1.7,37.0,99500.0,716.0,462.0,551.0,164.0,70.0,5.2,0.0,0.0,77777.0,12553200.0
18.9,1.7,32.0,99600.0,917.0,651.0,650.0,201.0,90.0,3.1,0.0,0.0,77777.0,12556800.0
20.0,1.1,29.0,99600.0,1078.0,800.0,705.0,226.0,90.0,5.7,0.0,0.0,77777.0,12560400.0
20.0,2.2,31.0,99600.0,1188.0,904.0,738.0,243.0,60.0,4.1,0.0,0.0,77777.0,12564000.0
21.1,2.2,29.0,99600.0,1239.0,952.0,753.0,249.0,70.0,5.2,0.0,0.0,77777.0,12567600.0
21.7,1.7,27.0,99500.0,1227.0,940.0,750.0,247.0,50.0,3.6,0.0,0.0,77777.0,12571200.0
22.8,1.7,25.0,99500.0,1154.0,870.0,730.0,237.0,70.0,5.2,0.0,0.0,77777.0,12574800.0
22.2,0.0,23.0,99500.0,1024.0,747.0,689.0,217.0,50.0,3.6,0.0,0.0,77777.0,12578400.0
21.1,1.7,28.0,99500.0,846.0,578.0,616.0,187.0,50.0,5.2,0.0,0.0,77777.0,12582000.0
20.0,1.1,29.0,99400.0,633.0,325.0,315.0,176.0,50.0,5.2,4.0,1.0,77777.0,12585600.0
18.3,0.0,29.0,99400.0,399.0,201.0,270.0,121.0,60.0,4.1,8.0,0.0,77777.0,12589200.0
15.6,-0.6,34.0,99400.0,162.0,51.0,22.0,48.0,50.0,4.1,8.0,1.0,77777.0,12592800.0
13.9,-2.2,33.0,99500.0,6.0,1.0,0.0,1.0,50.0,4.1,5.0,1.0,77777.0,12596400.0
11.7,-1.1,41.0,99600.0,0.0,0.0,0.0,0.0,50.0,2.6,3.0,0.0,77777.0,12600000.0
11.7,-0.6,43.0,99500.0,0.0,0.0,0.0,0.0,60.0,2.6,0.0,0.0,77777.0,12603600.0
10.0,0.6,52.0,99500.0,0.0,0.0,0.0,0.0,10.0,2.1,0.0,0.0,77777.0,12607200.0
9.4,1.1,56.0,99500.0,0.0,0.0,0.0,0.0,30.0,2.1,0.0,0.0,77777.0,12610800.0
9.4,1.1,56.0,99500.0,0.0,0.0,0.0,0.0,20.0,2.1,0.0,0.0,77777.0,12614400.0
6.7,1.7,71.0,99400.0,0.0,0.0,0.0,0.0,20.0,2.1,0.0,0.0,77777.0,12618000.0
7.2,2.2,71.0,99500.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,77777.0,12621600.0
5.6,2.8,83.0,99500.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,77777.0,12625200.0
