,Time,datetime,P1_HeaPow,T_OA,HgloHor1,P1_OAVol,P1_OccN,P1_IntGaiTot,TOA in K
717300,717300,1/9/20 07:15,0.442487629,-7.79426,0.023918227,0.999786409,0.210526316,0.345978656,265.35574
717600,717600,1/9/20 07:20,0.438296842,-7.8211,0.029189262,0.999786409,0.210526316,0.345978656,265.3289
717900,717900,1/9/20 07:25,0.43277848,-7.85364,0.03490832,0.999786409,0.210526316,0.345978656,265.29636
718200,718200,1/9/20 07:30,0.426401324,-7.88657,0.041055037,0.999786409,0.210526316,0.345978656,265.26343
718500,718500,1/9/20 07:35,0.419022073,-7.9147,0.048230431,0.999786409,0.210526316,0.345978656,265.2353
718800,718800,1/9/20 07:40,0.413117789,-7.93278,0.056972492,0.999786409,0.210526316,0.345978656,265.21722
719100,719100,1/9/20 07:45,0.407136028,-7.93558,0.067166289,0.999786409,0.210526316,0.345978656,265.21442
719400,719400,1/9/20 07:50,0.401004383,-7.91788,0.078696886,0.999786409,0.210526316,0.345978656,265.23212
719700,719700,1/9/20 07:55,0.394704722,-7.87443,0.091449358,0.999786409,0.210526316,0.345978656,265.27557
720000,720000,1/9/20 08:00,0.386399336,-7.8,0.105308783,0.999786409,1,1,265.35
720300,720300,1/9/20 08:05,0.300706295,-7.6912,0.120160224,0.999786409,1,1,265.4588
720600,720600,1/9/20 08:10,0.294635869,-7.55155,0.135888751,0.999786409,1,1,265.59845
720900,720900,1/9/20 08:15,0.284362002,-7.38627,0.152379442,0.999786409,1,1,265.76373
721200,721200,1/9/20 08:20,0.274576647,-7.20054,0.169517365,0.999786409,1,1,265.94946
721500,721500,1/9/20 08:25,0.265008342,-6.99952,0.18718759,0.999786409,1,1,266.15048
721800,721800,1/9/20 08:30,0.255733379,-6.7884,0.205275184,0.999786409,1,1,266.3616
722100,722100,1/9/20 08:35,0.246618187,-6.57236,0.224613932,0.999786409,1,1,266.57764
722400,722400,1/9/20 08:40,0.237770129,-6.3566,0.245841803,0.999786409,1,1,266.7934
722700,722700,1/9/20 08:45,0.229170941,-6.1463,0.268550234,0.999786409,1,1,267.0037
723000,723000,1/9/20 08:50,0.220789066,-5.94666,0.292330634,0.999786409,1,1,267.20334
723300,723300,1/9/20 08:55,0.212673132,-5.76282,0.31677437,0.999786409,1,1,267.38718
723600,723600,1/9/20 09:00,0.204792963,-5.6,0.341472852,0.999786409,1,1,267.55
723900,723900,1/9/20 09:05,0.196891453,-5.44965,0.36601756,0.999786409,1,1,267.70035
724200,724200,1/9/20 09:10,0.189131451,-5.29993,0.389999837,0.999786409,1,1,267.85007
724500,724500,1/9/20 09:15,0.181448705,-5.15113,0.413011094,0.999786409,1,1,267.99887
724800,724800,1/9/20 09:20,0.173890808,-5.00358,0.434642765,0.999786409,1,1,268.14642
725100,725100,1/9/20 09:25,0.166426649,-4.8575,0.454486238,0.999786409,1,1,268.2925
725400,725400,1/9/20 09:30,0.159071548,-4.71317,0.472132924,0.999786409,1,1,268.43683
725700,725700,1/9/20 09:35,0.1530344,-4.5709,0.488336047,0.999786409,1,1,268.5791
726000,726000,1/9/20 09:40,0.147402799,-4.43094,0.504103075,0.999786409,1,1,268.71906
726300,726300,1/9/20 09:45,0.144036247,-4.29362,0.519406773,0.999786409,1,1,268.85638
726600,726600,1/9/20 09:50,0.139533101,-4.15916,0.534219818,0.999786409,1,1,268.99084
726900,726900,1/9/20 09:55,0.134924616,-4.02787,0.548515022,0.999786409,1,1,269.12213
727200,727200,1/9/20 10:00,0.130394325,-3.9,0.562265084,0.999786409,1,1,269.25
727500,727500,1/9/20 10:05,0.12636741,-3.78208,0.575442724,0.999786409,1,1,269.36792
727800,727800,1/9/20 10:10,0.122504648,-3.67847,0.588020802,0.999786409,1,1,269.47153
728100,728100,1/9/20 10:15,0.118803672,-3.58634,0.599971923,0.999786409,1,1,269.56366
728400,728400,1/9/20 10:20,0.115253031,-3.50278,0.611268901,0.999786409,1,1,269.64722
728700,728700,1/9/20 10:25,0.111808506,-3.42496,0.621884501,0.999786409,1,1,269.72504
729000,729000,1/9/20 10:30,0.108484642,-3.35,0.631791401,0.999786409,1,1,269.8
729300,729300,1/9/20 10:35,0.104596467,-3.27503,0.641230958,0.999786409,1,1,269.87497
729600,729600,1/9/20 10:40,0.100678248,-3.1972,0.650476119,0.999786409,1,1,269.9528
729900,729900,1/9/20 10:45,0.096741862,-3.11368,0.659547252,0.999786409,1,1,270.03632
730200,730200,1/9/20 10:50,0.092787564,-3.02152,0.668464725,0.999786409,1,1,270.12848
730500,730500,1/9/20 10:55,0.088855304,-2.9179,0.677248678,0.999786409,1,1,270.2321
730800,730800,1/9/20 11:00,0.08130295,-2.8,0.685919685,0.999786409,1,1,270.35
731100,731100,1/9/20 11:05,0.076624685,-2.65897,0.694498021,0.999786409,1,1,270.49103
731400,731400,1/9/20 11:10,0.071267593,-2.49167,0.703003826,0.999786409,1,1,270.65833
731700,731700,1/9/20 11:15,0.065775581,-2.30372,0.711457628,0.999786409,1,1,270.84628
732000,732000,1/9/20 11:20,0.06018039,-2.10062,0.719879681,0.999786409,1,1,271.04938
732300,732300,1/9/20 11:25,0.054525658,-1.88798,0.728290262,0.999786409,1,1,271.26202
732600,732600,1/9/20 11:30,0.048879869,-1.67136,0.736709829,0.999786409,1,1,271.47864
732900,732900,1/9/20 11:35,0.044025384,-1.45634,0.745407886,0.999786409,1,1,271.69366
733200,733200,1/9/20 11:40,0.039315234,-1.24845,0.754495236,0.999786409,1,1,271.90155
733500,733500,1/9/20 11:45,0.034755904,-1.05332,0.763753831,0.999786409,1,1,272.09668
733800,733800,1/9/20 11:50,0.030368962,-0.87647,0.77296576,0.999786409,1,1,272.27353
734100,734100,1/9/20 11:55,0.026196262,-0.72352,0.78191293,0.999786409,1,1,272.42648
734400,734400,1/9/20 12:00,0.022255846,-0.6,0.790377475,0.999786409,0.526315789,0.843851602,272.55
734700,734700,1/9/20 12:05,0.039223252,-0.49387,0.798141279,0.999786409,0.526315789,0.843851602,272.65613
735000,735000,1/9/20 12:10,0.036528911,-0.38926,0.804986362,0.999786409,0.526315789,0.843851602,272.76074
735300,735300,1/9/20 12:15,0.033451797,-0.28605,0.810694769,0.999786409,0.526315789,0.843851602,272.86395
735600,735600,1/9/20 12:20,0.030421518,-0.18412,0.815048473,0.999786409,0.526315789,0.843851602,272.96588
735900,735900,1/9/20 12:25,0.027469373,-0.08335,0.817829564,0.999786409,0.526315789,0.843851602,273.06665
736200,736200,1/9/20 12:30,0.024558577,0.01638,0.818819903,0.999786409,0.526315789,0.843851602,273.16638
736500,736500,1/9/20 12:35,0.023049852,0.1152,0.815994267,0.999786409,0.526315789,0.843851602,273.2652
736800,736800,1/9/20 12:40,0.0218428,0.21322,0.808012392,0.999786409,0.526315789,0.843851602,273.36322
737100,737100,1/9/20 12:45,0.020849032,0.3106,0.795683496,0.999786409,0.526315789,0.843851602,273.4606
737400,737400,1/9/20 12:50,0.020019096,0.40743,0.779817161,0.999786409,0.526315789,0.843851602,273.55743
737700,737700,1/9/20 12:55,0.019407962,0.50387,0.761222833,0.999786409,0.526315789,0.843851602,273.65387
738000,738000,1/9/20 13:00,0.018921456,0.6,0.740709775,0.999786409,1,1,273.75
738300,738300,1/9/20 13:05,0,0.70233,0.719087502,0.999786409,1,1,273.85233
738600,738600,1/9/20 13:10,0,0.81484,0.697165503,0.999786409,1,1,273.96484
738900,738900,1/9/20 13:15,0,0.93392,0.675753135,0.999786409,1,1,274.08392
739200,739200,1/9/20 13:20,0,1.0559,0.655659842,0.999786409,1,1,274.2059
739500,739500,1/9/20 13:25,0,1.17715,0.637695001,0.999786409,1,1,274.32715
739800,739800,1/9/20 13:30,0,1.29406,0.62266806,0.999786409,1,1,274.44406
740100,740100,1/9/20 13:35,0,1.40292,0.609914586,0.999786409,1,1,274.55292
740400,740400,1/9/20 13:40,0,1.50018,0.598081567,0.999786409,1,1,274.65018
740700,740700,1/9/20 13:45,0,1.58215,0.586945776,0.999786409,1,1,274.73215
741000,741000,1/9/20 13:50,0,1.6452,0.576283874,0.999786409,1,1,274.7952
741300,741300,1/9/20 13:55,0,1.6857,0.565872658,0.999786409,1,1,274.8357
741600,741600,1/9/20 14:00,0,1.7,0.55548879,0.999786409,1,1,274.85
741900,741900,1/9/20 14:05,0,1.7,0.544908999,0.999786409,1,1,274.85
742200,742200,1/9/20 14:10,0,1.7,0.533909989,0.999786409,1,1,274.85
742500,742500,1/9/20 14:15,0,1.7,0.522268492,0.999786409,1,1,274.85
742800,742800,1/9/20 14:20,0,1.7,0.509761234,0.999786409,1,1,274.85
743100,743100,1/9/20 14:25,0,1.7,0.496164901,0.999786409,1,1,274.85
743400,743400,1/9/20 14:30,0,1.7,0.481256266,0.999786409,1,1,274.85
743700,743700,1/9/20 14:35,0,1.7,0.46407284,0.999786409,1,1,274.85
744000,744000,1/9/20 14:40,0,1.7,0.444133868,0.999786409,1,1,274.85
744300,744300,1/9/20 14:45,0,1.7,0.421938443,0.999786409,1,1,274.85
744600,744600,1/9/20 14:50,0,1.7,0.397985657,0.999786409,1,1,274.85
744900,744900,1/9/20 14:55,0,1.7,0.372774649,0.999786409,1,1,274.85
745200,745200,1/9/20 15:00,0,1.7,0.346804578,0.999786409,1,1,274.85
745500,745500,1/9/20 15:05,0,1.7,0.320574561,0.999786409,1,1,274.85
745800,745800,1/9/20 15:10,0,1.7,0.294583689,0.999786409,1,1,274.85
746100,746100,1/9/20 15:15,0,1.7,0.269331123,0.999786409,1,1,274.85
746400,746400,1/9/20 15:20,0,1.7,0.245315957,0.999786409,1,1,274.85
746700,746700,1/9/20 15:25,0.011986931,1.7,0.223037327,0.999786409,1,1,274.85
747000,747000,1/9/20 15:30,0.009388262,1.7,0.202994349,0.999786409,1,1,274.85
747300,747300,1/9/20 15:35,0.0124283,1.7,0.184272486,0.999786409,1,1,274.85
747600,747600,1/9/20 15:40,0.015492855,1.7,0.16574752,0.999786409,1,1,274.85
747900,747900,1/9/20 15:45,0.018559069,1.7,0.147603974,0.999786409,1,1,274.85
748200,748200,1/9/20 15:50,0.021601696,1.7,0.130026463,0.999786409,1,1,274.85
748500,748500,1/9/20 15:55,0.024581852,1.7,0.113199541,0.999786409,1,1,274.85
748800,748800,1/9/20 16:00,0.027463844,1.7,0.097307789,0.999786409,1,1,274.85
749100,749100,1/9/20 16:05,0.031400877,1.66656,0.082535764,0.999786409,1,1,274.81656
749400,749400,1/9/20 16:10,0.035651795,1.57406,0.069068052,0.999786409,1,1,274.72406
749700,749700,1/9/20 16:15,0.041124998,1.43438,0.057089216,0.999786409,1,1,274.58438
750000,750000,1/9/20 16:20,0.045510639,1.25927,0.046783827,0.999786409,1,1,274.40927
750300,750300,1/9/20 16:25,0.050109333,1.06054,0.038336464,0.999786409,1,1,274.21054
750600,750600,1/9/20 16:30,0.055178628,0.85,0.031931695,0.999786409,1,1,274
750900,750900,1/9/20 16:35,0.060200507,0.63946,0.026831494,0.999786409,1,1,273.78946
751200,751200,1/9/20 16:40,0.063143274,0.44073,0.022174788,0.999786409,1,1,273.59073
751500,751500,1/9/20 16:45,0.065817493,0.26562,0.017961579,0.999786409,1,1,273.41562
751800,751800,1/9/20 16:50,0.068152449,0.12594,0.014191865,0.999786409,1,1,273.27594
752100,752100,1/9/20 16:55,0.070041478,0.03344,0.010865647,0.999786409,1,1,273.18344
752400,752400,1/9/20 17:00,0.071506963,0,0.007982924,0.999786409,0.315789474,0.497872947,273.15
752700,752700,1/9/20 17:05,0.132890066,0,0.005543697,0.999786409,0.315789474,0.497872947,273.15
753000,753000,1/9/20 17:10,0.1304192,0,0.003547966,0.999786409,0.315789474,0.497872947,273.15
753300,753300,1/9/20 17:15,0.132926119,0,0.001995731,0.999786409,0.315789474,0.497872947,273.15
753600,753600,1/9/20 17:20,0.135102458,0,0.000886992,0.999786409,0.315789474,0.497872947,273.15
753900,753900,1/9/20 17:25,0.137095751,0,0.000221748,0.999786409,0.315789474,0.497872947,273.15
754200,754200,1/9/20 17:30,0.138791478,0,0,0.999786409,0.315789474,0.497872947,273.15
754500,754500,1/9/20 17:35,0.140345796,0,0,0.999786409,0.315789474,0.497872947,273.15
754800,754800,1/9/20 17:40,0.141717058,0,0,0.999786409,0.315789474,0.497872947,273.15
755100,755100,1/9/20 17:45,0.142932163,0,0,0.999786409,0.315789474,0.497872947,273.15
755400,755400,1/9/20 17:50,0.14403334,0,0,0.999786409,0.315789474,0.497872947,273.15
755700,755700,1/9/20 17:55,0.14497623,0,0,0.999786409,0.315789474,0.497872947,273.15
756000,756000,1/9/20 18:00,0.145832762,0,0,0.999786409,0.105263158,0.320654583,273.15
756300,756300,1/9/20 18:05,0.1639861,0,0,0.999786409,0.105263158,0.320654583,273.15
756600,756600,1/9/20 18:10,0.166300518,0,0,0.999786409,0.105263158,0.320654583,273.15
756900,756900,1/9/20 18:15,0.167816856,0,0,0.999786409,0.105263158,0.320654583,273.15
757200,757200,1/9/20 18:20,0.169151041,0,0,0.999786409,0.105263158,0.320654583,273.15
757500,757500,1/9/20 18:25,0.170381618,0,0,0.999786409,0.105263158,0.320654583,273.15
757800,757800,1/9/20 18:30,0.171450322,0,0,0.999786409,0.105263158,0.320654583,273.15
758100,758100,1/9/20 18:35,0.172442705,0,0,0.999786409,0.105263158,0.320654583,273.15
758400,758400,1/9/20 18:40,0.173338073,0,0,0.999786409,0.105263158,0.320654583,273.15
758700,758700,1/9/20 18:45,0.174151863,0,0,0.999786409,0.105263158,0.320654583,273.15
759000,759000,1/9/20 18:50,0.174907209,0,0,0.999786409,0.105263158,0.320654583,273.15
759300,759300,1/9/20 18:55,0.175580906,0,0,0.999786409,0.105263158,0.320654583,273.15
759600,759600,1/9/20 19:00,0.176211296,0,0,0.999786409,0.105263158,0.320654583,273.15
759900,759900,1/9/20 19:05,0.176415886,0.02398,0,0.999786409,0.105263158,0.320654583,273.17398
760200,760200,1/9/20 19:10,0.176357274,0.08996,0,0.999786409,0.105263158,0.320654583,273.23996
760500,760500,1/9/20 19:15,0.176071593,0.18905,0,0.999786409,0.105263158,0.320654583,273.33905
760800,760800,1/9/20 19:20,0.17560214,0.31234,0,0.999786409,0.105263158,0.320654583,273.46234
761100,761100,1/9/20 19:25,0.175017938,0.45092,0,0.999786409,0.105263158,0.320654583,273.60092
761400,761400,1/9/20 19:30,0.174342491,0.59582,0,0.999786409,0.105263158,0.320654583,273.74582
761700,761700,1/9/20 19:35,0.1736515,0.7382,0,0.999786409,0.105263158,0.320654583,273.8882
762000,762000,1/9/20 19:40,0.172983025,0.86913,0,0.999786409,0.105263158,0.320654583,274.01913
762300,762300,1/9/20 19:45,0.172388343,0.9797,0,0.999786409,0.105263158,0.320654583,274.1297
762600,762600,1/9/20 19:50,0.171921709,1.06097,0,0.999786409,0.105263158,0.320654583,274.21097
762900,762900,1/9/20 19:55,0.171620599,1.10403,0,0.999786409,0.105263158,0.320654583,274.25403
763200,763200,1/9/20 20:00,0.171544712,1.1,0,0.999786409,0.052631579,0.265802474,274.25
763500,763500,1/9/20 20:05,0.176100797,1.0683,0,0.999786409,0.052631579,0.265802474,274.2183
763800,763800,1/9/20 20:10,0.176746342,1.03442,0,0.999786409,0.052631579,0.265802474,274.18442
764100,764100,1/9/20 20:15,0.1773425,0.99844,0,0.999786409,0.052631579,0.265802474,274.14844
764400,764400,1/9/20 20:20,0.177897082,0.9605,0,0.999786409,0.052631579,0.265802474,274.1105
764700,764700,1/9/20 20:25,0.178431129,0.9207,0,0.999786409,0.052631579,0.265802474,274.0707
765000,765000,1/9/20 20:30,0.178931155,0.87917,0,0.999786409,0.052631579,0.265802474,274.02917
765300,765300,1/9/20 20:35,0.179417547,0.83602,0,0.999786409,0.052631579,0.265802474,273.98602
765600,765600,1/9/20 20:40,0.179885356,0.79135,0,0.999786409,0.052631579,0.265802474,273.94135
765900,765900,1/9/20 20:45,0.180337746,0.74532,0,0.999786409,0.052631579,0.265802474,273.89532
766200,766200,1/9/20 20:50,0.180779655,0.698,0,0.999786409,0.052631579,0.265802474,273.848
766500,766500,1/9/20 20:55,0.18120542,0.64953,0,0.999786409,0.052631579,0.265802474,273.79953
766800,766800,1/9/20 21:00,0.181622844,0.6,0,0.999786409,0.052631579,0.265802474,273.75
767100,767100,1/9/20 21:05,0.182246616,0.55,0,0.999786409,0.052631579,0.265802474,273.7
767400,767400,1/9/20 21:10,0.182864626,0.5,0,0.999786409,0.052631579,0.265802474,273.65
767700,767700,1/9/20 21:15,0.183481726,0.45,0,0.999786409,0.052631579,0.265802474,273.6
768000,768000,1/9/20 21:20,0.18409743,0.4,0,0.999786409,0.052631579,0.265802474,273.55
768300,768300,1/9/20 21:25,0.184711862,0.35,0,0.999786409,0.052631579,0.265802474,273.5
768600,768600,1/9/20 21:30,0.185324429,0.3,0,0.999786409,0.052631579,0.265802474,273.45
768900,768900,1/9/20 21:35,0.185935733,0.25,0,0.999786409,0.052631579,0.265802474,273.4
769200,769200,1/9/20 21:40,0.18654572,0.2,0,0.999786409,0.052631579,0.265802474,273.35
769500,769500,1/9/20 21:45,0.187154434,0.15,0,0.999786409,0.052631579,0.265802474,273.3
769800,769800,1/9/20 21:50,0.187762018,0.1,0,0.999786409,0.052631579,0.265802474,273.25
770100,770100,1/9/20 21:55,0.188368514,0.05,0,0.999786409,0.052631579,0.265802474,273.2
770400,770400,1/9/20 22:00,0,0,0,0.999786409,0.052631579,0.223612401,273.15
770700,770700,1/9/20 22:05,0,-0.05,0,0.006538146,0.052631579,0.223612401,273.1
771000,771000,1/9/20 22:10,0,-0.1,0,0.003448109,0.052631579,0.223612401,273.05
771300,771300,1/9/20 22:15,0,-0.15,0,0.002388812,0.052631579,0.223612401,273
771600,771600,1/9/20 22:20,0,-0.2,0,0.001843892,0.052631579,0.223612401,272.95
771900,771900,1/9/20 22:25,0,-0.25,0,0.001509032,0.052631579,0.223612401,272.9
772200,772200,1/9/20 22:30,0,-0.3,0,0.001281224,0.052631579,0.223612401,272.85
772500,772500,1/9/20 22:35,0,-0.35,0,0.001115633,0.052631579,0.223612401,272.8
772800,772800,1/9/20 22:40,0,-0.4,0,0.00098952,0.052631579,0.223612401,272.75
773100,773100,1/9/20 22:45,0,-0.45,0,0.000890087,0.052631579,0.223612401,272.7
773400,773400,1/9/20 22:50,0,-0.5,0,0.00080956,0.052631579,0.223612401,272.65
773700,773700,1/9/20 22:55,0,-0.55,0,0.000742939,0.052631579,0.223612401,272.6
774000,774000,1/9/20 23:00,0,-0.6,0,0.000686857,0.052631579,0.202517365,272.55
774300,774300,1/9/20 23:05,0,-0.65186,0,0.000635664,0.052631579,0.202517365,272.49814
774600,774600,1/9/20 23:10,0,-0.7065,0,0.000578262,0.052631579,0.202517365,272.4435
774900,774900,1/9/20 23:15,0,-0.7625,0,0.000519657,0.052631579,0.202517365,272.3875
775200,775200,1/9/20 23:20,0,-0.81852,0,0.00046416,0.052631579,0.202517365,272.33148
775500,775500,1/9/20 23:25,0,-0.87314,0,0.000413925,0.052631579,0.202517365,272.27686
775800,775800,1/9/20 23:30,0,-0.925,0,0.000369634,0.052631579,0.202517365,272.225
776100,776100,1/9/20 23:35,0,-0.9727,0,0.000331139,0.052631579,0.202517365,272.1773
776400,776400,1/9/20 23:40,0,-1.0148,0,0.000297903,0.052631579,0.202517365,272.1352
776700,776700,1/9/20 23:45,0,-1.05,0,0.00026926,0.052631579,0.202517365,272.1
777000,777000,1/9/20 23:50,0,-1.07685,0,0.000244549,0.052631579,0.202517365,272.07315
777300,777300,1/9/20 23:55,0,-1.09397,0,0.000223166,0.052631579,0.202517365,272.05603
777600,777600,1/10/20 00:00,0,-1.1,0,0.000204589,0,0.189855329,272.05
777900,777900,1/10/20 00:05,0,-1.1,0,0.000188376,0,0.189855329,272.05
778200,778200,1/10/20 00:10,0,-1.1,0,0.000174158,0,0.189855329,272.05
778500,778500,1/10/20 00:15,0,-1.1,0,0.000161628,0,0.189855329,272.05
778800,778800,1/10/20 00:20,0,-1.1,0,0.000150533,0,0.189855329,272.05
779100,779100,1/10/20 00:25,0,-1.1,0,0.000140662,0,0.189855329,272.05
779400,779400,1/10/20 00:30,0,-1.1,0,0.000131842,0,0.189855329,272.05
779700,779700,1/10/20 00:35,0,-1.1,0,0.000123926,0,0.189855329,272.05
780000,780000,1/10/20 00:40,0,-1.1,0,0.000116792,0,0.189855329,272.05
780300,780300,1/10/20 00:45,0,-1.1,0,0.00011034,0,0.189855329,272.05
780600,780600,1/10/20 00:50,0,-1.1,0,0.000104482,0,0.189855329,272.05
780900,780900,1/10/20 00:55,0,-1.1,0,9.91E-05,0,0.189855329,272.05
781200,781200,1/10/20 01:00,0,-1.1,0,9.43E-05,0,0.189855329,272.05
781500,781500,1/10/20 01:05,0,-1.1,0,8.98E-05,0,0.189855329,272.05
781800,781800,1/10/20 01:10,0,-1.1,0,8.57E-05,0,0.189855329,272.05
782100,782100,1/10/20 01:15,0,-1.1,0,8.19E-05,0,0.189855329,272.05
782400,782400,1/10/20 01:20,0,-1.1,0,7.84E-05,0,0.189855329,272.05
782700,782700,1/10/20 01:25,0,-1.1,0,7.52E-05,0,0.189855329,272.05
783000,783000,1/10/20 01:30,0,-1.1,0,7.21E-05,0,0.189855329,272.05
783300,783300,1/10/20 01:35,0,-1.1,0,6.93E-05,0,0.189855329,272.05
783600,783600,1/10/20 01:40,0,-1.1,0,6.67E-05,0,0.189855329,272.05
783900,783900,1/10/20 01:45,0,-1.1,0,6.43E-05,0,0.189855329,272.05
784200,784200,1/10/20 01:50,0,-1.1,0,6.2E-05,0,0.189855329,272.05
784500,784500,1/10/20 01:55,0,-1.1,0,5.98E-05,0,0.189855329,272.05
784800,784800,1/10/20 02:00,0,-1.1,0,5.78E-05,0,0.189855329,272.05
785100,785100,1/10/20 02:05,0,-1.09363,0,5.59E-05,0,0.189855329,272.05637
785400,785400,1/10/20 02:10,0,-1.0756,0,5.41E-05,0,0.189855329,272.0744
785700,785700,1/10/20 02:15,0,-1.04743,0,5.25E-05,0,0.189855329,272.10257
786000,786000,1/10/20 02:20,0,-1.01078,0,5.09E-05,0,0.189855329,272.13922
786300,786300,1/10/20 02:25,0,-0.96717,0,4.94E-05,0,0.189855329,272.18283
786600,786600,1/10/20 02:30,0,-0.9182,0,4.79E-05,0,0.189855329,272.2318
786900,786900,1/10/20 02:35,0,-0.86542,0,4.66E-05,0,0.189855329,272.28458
787200,787200,1/10/20 02:40,0,-0.81043,0,4.53E-05,0,0.189855329,272.33957
787500,787500,1/10/20 02:45,0,-0.75483,0,4.41E-05,0,0.189855329,272.39517
787800,787800,1/10/20 02:50,0,-0.70017,0,4.29E-05,0,0.189855329,272.44983
788100,788100,1/10/20 02:55,0,-0.64805,0,4.18E-05,0,0.189855329,272.50195
788400,788400,1/10/20 03:00,0,-0.6,0,4.07E-05,0,0.189855329,272.55
788700,788700,1/10/20 03:05,0,-0.5536,0,3.97E-05,0,0.189855329,272.5964
789000,789000,1/10/20 03:10,0,-0.50553,0,3.88E-05,0,0.189855329,272.64447
789300,789300,1/10/20 03:15,0,-0.45612,0,3.78E-05,0,0.189855329,272.69388
789600,789600,1/10/20 03:20,0,-0.4056,0,3.7E-05,0,0.189855329,272.7444
789900,789900,1/10/20 03:25,0,-0.35435,0,3.61E-05,0,0.189855329,272.79565
790200,790200,1/10/20 03:30,0,-0.30265,0,3.53E-05,0,0.189855329,272.84735
790500,790500,1/10/20 03:35,0,-0.2508,0,3.45E-05,0,0.189855329,272.8992
790800,790800,1/10/20 03:40,0,-0.1991,0,3.38E-05,0,0.189855329,272.9509
791100,791100,1/10/20 03:45,0,-0.14786,0,3.3E-05,0,0.189855329,273.00214
791400,791400,1/10/20 03:50,0,-0.09742,0,3.24E-05,0,0.189855329,273.05258
791700,791700,1/10/20 03:55,0,-0.048,0,3.17E-05,0,0.189855329,273.102
792000,792000,1/10/20 04:00,0,0,0,3.11E-05,0,0.189855329,273.15
792300,792300,1/10/20 04:05,0,0.0451,0,3.04E-05,0,0.189855329,273.1951
792600,792600,1/10/20 04:10,0,0.08526,0,2.98E-05,0,0.189855329,273.23526
792900,792900,1/10/20 04:15,0,0.11953,0,2.93E-05,0,0.189855329,273.26953
793200,793200,1/10/20 04:20,0,0.1469,0,2.87E-05,0,0.189855329,273.2969
793500,793500,1/10/20 04:25,0,0.16644,0,2.82E-05,0,0.189855329,273.31644
793800,793800,1/10/20 04:30,0,0.1771,0,2.77E-05,0,0.189855329,273.3271
794100,794100,1/10/20 04:35,0,0.1779,0,2.72E-05,0,0.189855329,273.3279
794400,794400,1/10/20 04:40,0,0.1679,0,2.67E-05,0,0.189855329,273.3179
794700,794700,1/10/20 04:45,0,0.14608,0,2.62E-05,0,0.189855329,273.29608
795000,795000,1/10/20 04:50,0,0.1115,0,2.58E-05,0,0.189855329,273.2615
795300,795300,1/10/20 04:55,0,0.06313,0,2.53E-05,0,0.189855329,273.21313
795600,795600,1/10/20 05:00,0,0,0,2.49E-05,0,0.210950365,273.15
795900,795900,1/10/20 05:05,0,-0.08448,0,2.45E-05,0,0.210950365,273.06552
796200,796200,1/10/20 05:10,0,-0.1934,0,2.41E-05,0,0.210950365,272.9566
796500,796500,1/10/20 05:15,0,-0.32255,0,2.37E-05,0,0.210950365,272.82745
796800,796800,1/10/20 05:20,0,-0.46772,0,2.33E-05,0,0.210950365,272.68228
797100,797100,1/10/20 05:25,0,-0.6247,0,2.3E-05,0,0.210950365,272.5253
797400,797400,1/10/20 05:30,1,-0.78928,0,2.26E-05,0,0.210950365,272.36072
797700,797700,1/10/20 05:35,0.551904337,-0.95722,0,0.001177996,0,0.210950365,272.19278
798000,798000,1/10/20 05:40,0.241289366,-1.12433,0,0.000568914,0,0.210950365,272.02567
798300,798300,1/10/20 05:45,0.244100841,-1.28638,0,0.000371281,0,0.210950365,271.86362
798600,798600,1/10/20 05:50,0.233080023,-1.43915,0,0.000274041,0,0.210950365,271.71085
798900,798900,1/10/20 05:55,0.220665648,-1.57844,0,0.000216497,0,0.210950365,271.57156
799200,799200,1/10/20 06:00,0.213063375,-1.7,0,0.000178552,0.105263158,0.236274437,271.45
799500,799500,1/10/20 06:05,0.320523257,-1.81,0,0.999777708,0.105263158,0.236274437,271.34
799800,799800,1/10/20 06:10,0.316501352,-1.91724,0,0.999786409,0.105263158,0.236274437,271.23276
800100,800100,1/10/20 06:15,0.311928178,-2.0216,0,0.999786409,0.105263158,0.236274437,271.1284
800400,800400,1/10/20 06:20,0.308085545,-2.12284,0,0.999786409,0.105263158,0.236274437,271.02716
800700,800700,1/10/20 06:25,0.304590149,-2.2208,0,0.999786409,0.105263158,0.236274437,270.9292
801000,801000,1/10/20 06:30,0.301649406,-2.31534,0,0.999786409,0.105263158,0.236274437,270.83466
801300,801300,1/10/20 06:35,0.299023858,-2.40623,0.000209077,0.999786409,0.105263158,0.236274437,270.74377
801600,801600,1/10/20 06:40,0.296721794,-2.4933,0.000886992,0.999786409,0.105263158,0.236274437,270.6567
801900,801900,1/10/20 06:45,0.294609439,-2.5764,0.002109773,0.999786409,0.105263158,0.236274437,270.5736
802200,802200,1/10/20 06:50,0.292774336,-2.65534,0.003953448,0.999786409,0.105263158,0.236274437,270.49466
802500,802500,1/10/20 06:55,0.291202478,-2.72993,0.006494045,0.999786409,0.105263158,0.236274437,270.42007
802800,802800,1/10/20 07:00,0.289758041,-2.8,0.009807592,0.999786409,0.210526316,0.345978656,270.35
803100,803100,1/10/20 07:05,0.280058992,-2.86393,0.013970117,0.999786409,0.210526316,0.345978656,270.28607
803400,803400,1/10/20 07:10,0.277100815,-2.91956,0.019057648,0.999786409,0.210526316,0.345978656,270.23044
