,Time,datetime,P1_HeaPow,T_OA,HgloHor1,P1_OAVol,P1_OccN,P1_IntGaiTot,TOA in K
259200,259200,1/4/20 00:00,0,-2.8,0,0.000204595,0,0.189855329,270.35
259500,259500,1/4/20 00:05,0,-2.8,0,0.000188381,0,0.189855329,270.35
259800,259800,1/4/20 00:10,0,-2.8,0,0.000174162,0,0.189855329,270.35
260100,260100,1/4/20 00:15,0,-2.8,0,0.000161632,0,0.189855329,270.35
260400,260400,1/4/20 00:20,0,-2.8,0,0.000150536,0,0.189855329,270.35
260700,260700,1/4/20 00:25,0,-2.8,0,0.000140665,0,0.189855329,270.35
261000,261000,1/4/20 00:30,0,-2.8,0,0.000131845,0,0.189855329,270.35
261300,261300,1/4/20 00:35,0,-2.8,0,0.000123928,0,0.189855329,270.35
261600,261600,1/4/20 00:40,0,-2.8,0,0.000116795,0,0.189855329,270.35
261900,261900,1/4/20 00:45,0,-2.8,0,0.000110342,0,0.189855329,270.35
262200,262200,1/4/20 00:50,0,-2.8,0,0.000104484,0,0.189855329,270.35
262500,262500,1/4/20 00:55,0,-2.8,0,9.91E-05,0,0.189855329,270.35
262800,262800,1/4/20 01:00,0,-2.8,0,9.43E-05,0,0.189855329,270.35
263100,263100,1/4/20 01:05,0,-2.8,0,8.98E-05,0,0.189855329,270.35
263400,263400,1/4/20 01:10,0,-2.8,0,8.57E-05,0,0.189855329,270.35
263700,263700,1/4/20 01:15,0,-2.8,0,8.19E-05,0,0.189855329,270.35
264000,264000,1/4/20 01:20,0,-2.8,0,7.84E-05,0,0.189855329,270.35
264300,264300,1/4/20 01:25,0,-2.8,0,7.52E-05,0,0.189855329,270.35
264600,264600,1/4/20 01:30,0,-2.8,0,7.21E-05,0,0.189855329,270.35
264900,264900,1/4/20 01:35,0,-2.8,0,6.93E-05,0,0.189855329,270.35
265200,265200,1/4/20 01:40,0,-2.8,0,6.67E-05,0,0.189855329,270.35
265500,265500,1/4/20 01:45,0,-2.8,0,6.43E-05,0,0.189855329,270.35
265800,265800,1/4/20 01:50,0,-2.8,0,6.2E-05,0,0.189855329,270.35
266100,266100,1/4/20 01:55,0,-2.8,0,5.98E-05,0,0.189855329,270.35
266400,266400,1/4/20 02:00,0,-2.8,0,5.78E-05,0,0.189855329,270.35
266700,266700,1/4/20 02:05,0,-2.8,0,5.59E-05,0,0.189855329,270.35
267000,267000,1/4/20 02:10,0,-2.8,0,5.41E-05,0,0.189855329,270.35
267300,267300,1/4/20 02:15,0,-2.8,0,5.25E-05,0,0.189855329,270.35
267600,267600,1/4/20 02:20,0,-2.8,0,5.09E-05,0,0.189855329,270.35
267900,267900,1/4/20 02:25,0,-2.8,0,4.94E-05,0,0.189855329,270.35
268200,268200,1/4/20 02:30,0,-2.8,0,4.79E-05,0,0.189855329,270.35
268500,268500,1/4/20 02:35,0,-2.8,0,4.66E-05,0,0.189855329,270.35
268800,268800,1/4/20 02:40,0,-2.8,0,4.53E-05,0,0.189855329,270.35
269100,269100,1/4/20 02:45,0,-2.8,0,4.41E-05,0,0.189855329,270.35
269400,269400,1/4/20 02:50,0,-2.8,0,4.29E-05,0,0.189855329,270.35
269700,269700,1/4/20 02:55,0,-2.8,0,4.18E-05,0,0.189855329,270.35
270000,270000,1/4/20 03:00,0,-2.8,0,4.07E-05,0,0.189855329,270.35
270300,270300,1/4/20 03:05,0,-2.80985,0,3.97E-05,0,0.189855329,270.34015
270600,270600,1/4/20 03:10,0,-2.83704,0,3.88E-05,0,0.189855329,270.31296
270900,270900,1/4/20 03:15,0,-2.87812,0,3.78E-05,0,0.189855329,270.27188
271200,271200,1/4/20 03:20,0,-2.92963,0,3.7E-05,0,0.189855329,270.22037
271500,271500,1/4/20 03:25,0,-2.98807,0,3.61E-05,0,0.189855329,270.16193
271800,271800,1/4/20 03:30,0,-3.05,0,3.53E-05,0,0.189855329,270.1
272100,272100,1/4/20 03:35,0,-3.1119,0,3.45E-05,0,0.189855329,270.0381
272400,272400,1/4/20 03:40,0,-3.17036,0,3.38E-05,0,0.189855329,269.97964
272700,272700,1/4/20 03:45,0,-3.22187,0,3.3E-05,0,0.189855329,269.92813
273000,273000,1/4/20 03:50,0,-3.26298,0,3.24E-05,0,0.189855329,269.88702
273300,273300,1/4/20 03:55,0,-3.29017,0,3.17E-05,0,0.189855329,269.85983
273600,273600,1/4/20 04:00,0,-3.3,0,3.11E-05,0,0.189855329,269.85
273900,273900,1/4/20 04:05,0,-3.3,0,3.04E-05,0,0.189855329,269.85
274200,274200,1/4/20 04:10,0,-3.3,0,2.98E-05,0,0.189855329,269.85
274500,274500,1/4/20 04:15,0,-3.3,0,2.93E-05,0,0.189855329,269.85
274800,274800,1/4/20 04:20,0,-3.3,0,2.87E-05,0,0.189855329,269.85
275100,275100,1/4/20 04:25,0,-3.3,0,2.82E-05,0,0.189855329,269.85
275400,275400,1/4/20 04:30,0,-3.3,0,2.77E-05,0,0.189855329,269.85
275700,275700,1/4/20 04:35,0,-3.3,0,2.72E-05,0,0.189855329,269.85
276000,276000,1/4/20 04:40,0,-3.3,0,2.67E-05,0,0.189855329,269.85
276300,276300,1/4/20 04:45,0,-3.3,0,2.62E-05,0,0.189855329,269.85
276600,276600,1/4/20 04:50,0,-3.3,0,2.58E-05,0,0.189855329,269.85
276900,276900,1/4/20 04:55,0,-3.3,0,2.53E-05,0,0.189855329,269.85
277200,277200,1/4/20 05:00,0,-3.3,0,2.49E-05,0,0.189855329,269.85
277500,277500,1/4/20 05:05,0,-3.3,0,2.45E-05,0,0.189855329,269.85
277800,277800,1/4/20 05:10,0,-3.3,0,2.41E-05,0,0.189855329,269.85
278100,278100,1/4/20 05:15,0,-3.3,0,2.37E-05,0,0.189855329,269.85
278400,278400,1/4/20 05:20,0,-3.3,0,2.33E-05,0,0.189855329,269.85
278700,278700,1/4/20 05:25,0,-3.3,0,2.33E-05,0,0.189855329,269.85
279000,279000,1/4/20 05:30,1,-3.3,0,2.33E-05,0,0.189855329,269.85
279300,279300,1/4/20 05:35,0.627206012,-3.3,0,2.33E-05,0,0.189855329,269.85
279600,279600,1/4/20 05:40,0.257995723,-3.3,0,2.33E-05,0,0.189855329,269.85
279900,279900,1/4/20 05:45,0.260056058,-3.3,0,2.33E-05,0,0.189855329,269.85
280200,280200,1/4/20 05:50,0.247896534,-3.3,0,2.33E-05,0,0.189855329,269.85
280500,280500,1/4/20 05:55,0.234261805,-3.3,0,2.33E-05,0,0.189855329,269.85
280800,280800,1/4/20 06:00,0.22567231,-3.3,0,2.33E-05,0,0.189855329,269.85
281100,281100,1/4/20 06:05,0.340299369,-3.2919,0,2.33E-05,0,0.189855329,269.8581
281400,281400,1/4/20 06:10,0.334904337,-3.26926,0,2.33E-05,0,0.189855329,269.88074
281700,281700,1/4/20 06:15,0.329028833,-3.23466,0,2.33E-05,0,0.189855329,269.91534
282000,282000,1/4/20 06:20,0.32385427,-3.19056,0,2.33E-05,0,0.189855329,269.95944
282300,282300,1/4/20 06:25,0.319080783,-3.13953,0,2.33E-05,0,0.189855329,270.01047
282600,282600,1/4/20 06:30,0.314855843,-3.08408,0,2.33E-05,0,0.189855329,270.06592
282900,282900,1/4/20 06:35,0.310972846,-3.02674,0.000146459,2.33E-05,0,0.189855329,270.12326
283200,283200,1/4/20 06:40,0.307451356,-2.97004,0.000642013,2.32999999999999E-05,0,0.189855329,270.17996
283500,283500,1/4/20 06:45,0.304147577,-2.91648,0.001570925,2.32999999999999E-05,0,0.189855329,270.23352
283800,283800,1/4/20 06:50,0.30120573,-2.8686,0.003017461,2.32999999999999E-05,0,0.189855329,270.2814
284100,284100,1/4/20 06:55,0.298599224,-2.82892,0.005065883,2.32999999999999E-05,0,0.189855329,270.32108
284400,284400,1/4/20 07:00,0.296204077,-2.8,0.007800457,2.32999999999999E-05,0,0.210950365,270.35
284700,284700,1/4/20 07:05,0.285977485,-2.7841,0.011305446,2.32999999999999E-05,0,0.210950365,270.3659
285000,285000,1/4/20 07:10,0.282572132,-2.78,0.015665116,2.32999999999999E-05,0,0.210950365,270.37
285300,285300,1/4/20 07:15,0.280303549,-2.78507,0.020963728,2.32999999999999E-05,0,0.210950365,270.36493
285600,285600,1/4/20 07:20,0.278324085,-2.79664,0.027285549,2.32999999999999E-05,0,0.210950365,270.35336
285900,285900,1/4/20 07:25,0.276512124,-2.81196,0.034714841,2.32999999999999E-05,0,0.210950365,270.33804
286200,286200,1/4/20 07:30,0.27091707,-2.8284,0.043335872,2.32999999999999E-05,0,0.210950365,270.3216
286500,286500,1/4/20 07:35,0.26812227,-2.84327,0.052947881,2.32999999999999E-05,0,0.210950365,270.30673
286800,286800,1/4/20 07:40,0.265375106,-2.85386,0.06321437,2.32999999999999E-05,0,0.210950365,270.29614
287100,287100,1/4/20 07:45,0.262658552,-2.85752,0.074016028,2.32999999999999E-05,0,0.210950365,270.29248
287400,287400,1/4/20 07:50,0.259959352,-2.85157,0.085233518,2.32999999999999E-05,0,0.210950365,270.29843
287700,287700,1/4/20 07:55,0.257268813,-2.8333,0.096747517,2.32999999999999E-05,0,0.210950365,270.3167
288000,288000,1/4/20 08:00,0.254833752,-2.8,0.108438703,0.999786409,0.105263158,0.236274437,270.35
288300,288300,1/4/20 08:05,0.179080111,-2.75666,0.12018774,0.999786409,0.105263158,0.236274437,270.39334
288600,288600,1/4/20 08:10,0.174154558,-2.7103,0.131875309,0.999786409,0.105263158,0.236274437,270.4397
288900,288900,1/4/20 08:15,0.169037537,-2.6615,0.143382075,0.999786409,0.105263158,0.236274437,270.4885
289200,289200,1/4/20 08:20,0.164386293,-2.6108,0.154588727,0.999786409,0.105263158,0.236274437,270.5392
289500,289500,1/4/20 08:25,0.160061457,-2.55866,0.165375915,0.999786409,0.105263158,0.236274437,270.59134
289800,289800,1/4/20 08:30,0.156101433,-2.50568,0.175624325,0.999786409,0.105263158,0.236274437,270.64432
290100,290100,1/4/20 08:35,0.152322326,-2.4524,0.185551273,0.999786409,0.105263158,0.236274437,270.6976
290400,290400,1/4/20 08:40,0.14890371,-2.39933,0.195456416,0.999786409,0.105263158,0.236274437,270.75067
290700,290700,1/4/20 08:45,0.145665206,-2.34702,0.205343906,0.999786409,0.105263158,0.236274437,270.80298
291000,291000,1/4/20 08:50,0.142559549,-2.296,0.215217962,0.999786409,0.105263158,0.236274437,270.854
291300,291300,1/4/20 08:55,0.13962781,-2.24683,0.225082712,0.999786409,0.105263158,0.236274437,270.90317
291600,291600,1/4/20 09:00,0.136797522,-2.2,0.234942398,0.999786409,0.210526316,0.345978656,270.95
291900,291900,1/4/20 09:05,0.134162078,-2.1547,0.244801172,0.999786409,0.210526316,0.345978656,270.9953
292200,292200,1/4/20 09:10,0.131606258,-2.10975,0.254663231,0.999786409,0.210526316,0.345978656,271.04025
292500,292500,1/4/20 09:15,0.129007714,-2.06525,0.264532725,0.999786409,0.210526316,0.345978656,271.08475
292800,292800,1/4/20 09:20,0.126599569,-2.0213,0.27441386,0.999786409,0.210526316,0.345978656,271.1287
293100,293100,1/4/20 09:25,0.124244177,-1.978,0.284310815,0.999786409,0.210526316,0.345978656,271.172
293400,293400,1/4/20 09:30,0.121968065,-1.9354,0.294227764,0.999786409,0.210526316,0.345978656,271.2146
293700,293700,1/4/20 09:35,0.119684018,-1.8936,0.304354902,0.999786409,0.210526316,0.345978656,271.2564
294000,294000,1/4/20 09:40,0.117445621,-1.85273,0.314817413,0.999786409,0.210526316,0.345978656,271.29727
294300,294300,1/4/20 09:45,0.115246236,-1.8128,0.325522149,0.999786409,0.210526316,0.345978656,271.3372
294600,294600,1/4/20 09:50,0.113076497,-1.77402,0.336376029,0.999786409,0.210526316,0.345978656,271.37598
294900,294900,1/4/20 09:55,0.110944596,-1.73636,0.347285766,0.999786409,0.210526316,0.345978656,271.41364
295200,295200,1/4/20 10:00,0.108836447,-1.7,0.358158257,0.999786409,1,1,271.45
295500,295500,1/4/20 10:05,0.10669532,-1.67316,0.368900262,0.999786409,1,1,271.47684
295800,295800,1/4/20 10:10,0.104647144,-1.66196,0.379418722,0.999786409,1,1,271.48804
296100,296100,1/4/20 10:15,0.102673777,-1.66318,0.389620352,0.999786409,1,1,271.48682
296400,296400,1/4/20 10:20,0.100758695,-1.67356,0.399412046,0.999786409,1,1,271.47644
296700,296700,1/4/20 10:25,0.098880558,-1.6899,0.408700612,0.999786409,1,1,271.4601
297000,297000,1/4/20 10:30,0.097024229,-1.70893,0.417392875,0.999786409,1,1,271.44107
297300,297300,1/4/20 10:35,0.095790294,-1.72748,0.424747201,0.999786409,1,1,271.42252
297600,297600,1/4/20 10:40,0.094596794,-1.74232,0.43024926,0.999786409,1,1,271.40768
297900,297900,1/4/20 10:45,0.093420746,-1.75022,0.434146934,0.999786409,1,1,271.39978
298200,298200,1/4/20 10:50,0.09223086,-1.74796,0.436688058,0.999786409,1,1,271.40204
298500,298500,1/4/20 10:55,0.091028038,-1.73228,0.4381204,0.999786409,1,1,271.41772
298800,298800,1/4/20 11:00,0.089764129,-1.7,0.438691863,0.999786409,1,1,271.45
299100,299100,1/4/20 11:05,0.088505779,-1.65665,0.438650238,0.999786409,1,1,271.49335
299400,299400,1/4/20 11:10,0.087249867,-1.6103,0.438243406,0.999786409,1,1,271.5397
299700,299700,1/4/20 11:15,0.086000524,-1.5615,0.437719133,0.999786409,1,1,271.5885
300000,300000,1/4/20 11:20,0.084762563,-1.51078,0.437325324,0.999786409,1,1,271.63922
300300,300300,1/4/20 11:25,0.083527128,-1.45865,0.437309814,0.999786409,1,1,271.69135
300600,300600,1/4/20 11:30,0.082308709,-1.40568,0.437920394,0.999786409,1,1,271.74432
300900,300900,1/4/20 11:35,0.081195176,-1.3524,0.43904058,0.999786409,1,1,271.7976
301200,301200,1/4/20 11:40,0.080095677,-1.29932,0.44032834,0.999786409,1,1,271.85068
301500,301500,1/4/20 11:45,0.079006781,-1.24702,0.441692941,0.999786409,1,1,271.90298
301800,301800,1/4/20 11:50,0.077928289,-1.196,0.443043834,0.999786409,1,1,271.954
302100,302100,1/4/20 11:55,0.076869597,-1.14683,0.444290379,0.999786409,1,1,272.00317
302400,302400,1/4/20 12:00,0.075824138,-1.1,0.445341958,0.999786409,0.526315789,0.843851602,272.05
302700,302700,1/4/20 12:05,0.095192201,-1.05463,0.446107886,0.999786409,0.526315789,0.843851602,272.09537
303000,303000,1/4/20 12:10,0.094752783,-1.00947,0.446497635,0.999786409,0.526315789,0.843851602,272.14053
303300,303300,1/4/20 12:15,0.093900219,-0.9647,0.446420565,0.999786409,0.526315789,0.843851602,272.1853
303600,303600,1/4/20 12:20,0.093007979,-0.92042,0.445786037,0.999786409,0.526315789,0.843851602,272.22958
303900,303900,1/4/20 12:25,0.092091837,-0.87678,0.444503409,0.999786409,0.526315789,0.843851602,272.27322
304200,304200,1/4/20 12:30,0.091144935,-0.8339,0.442482064,0.999786409,0.526315789,0.843851602,272.3161
304500,304500,1/4/20 12:35,0.09064725,-0.7919,0.439210252,0.999786409,0.526315789,0.843851602,272.3581
304800,304800,1/4/20 12:40,0.090176035,-0.75095,0.43440054,0.999786409,0.526315789,0.843851602,272.39905
305100,305100,1/4/20 12:45,0.089732778,-0.71116,0.428298781,0.999786409,0.526315789,0.843851602,272.43884
305400,305400,1/4/20 12:50,0.089311976,-0.67264,0.421150871,0.999786409,0.526315789,0.843851602,272.47736
305700,305700,1/4/20 12:55,0.0889255,-0.63553,0.413202661,0.999786409,0.526315789,0.843851602,272.51447
306000,306000,1/4/20 13:00,0.088557472,-0.6,0.404700026,0.999786409,1,1,272.55
306300,306300,1/4/20 13:05,0.067833372,-0.56922,0.395888863,0.999786409,1,1,272.58078
306600,306600,1/4/20 13:10,0.0671272,-0.546,0.387014976,0.999786409,1,1,272.604
306900,306900,1/4/20 13:15,0.06678816,-0.5297,0.378324355,0.999786409,1,1,272.6203
307200,307200,1/4/20 13:20,0.06653205,-0.51975,0.370062758,0.999786409,1,1,272.63025
307500,307500,1/4/20 13:25,0.066331307,-0.5156,0.36247613,0.999786409,1,1,272.6344
307800,307800,1/4/20 13:30,0.066198994,-0.51667,0.35581032,0.999786409,1,1,272.63333
308100,308100,1/4/20 13:35,0.066609091,-0.52234,0.350095938,0.999786409,1,1,272.62766
308400,308400,1/4/20 13:40,0.066441552,-0.5321,0.345086813,0.999786409,1,1,272.6179
308700,308700,1/4/20 13:45,0.066297411,-0.54532,0.340613433,0.999786409,1,1,272.60468
309000,309000,1/4/20 13:50,0.066162095,-0.5614,0.33650647,0.999786409,1,1,272.5886
309300,309300,1/4/20 13:55,0.06603337,-0.57984,0.332596411,0.999786409,1,1,272.57016
309600,309600,1/4/20 14:00,0.065905958,-0.6,0.328713881,0.999786409,1,1,272.55
309900,309900,1/4/20 14:05,0.065930404,-0.62488,0.324689416,0.999786409,1,1,272.52512
310200,310200,1/4/20 14:10,0.065982553,-0.65702,0.320353662,0.999786409,1,1,272.49298
310500,310500,1/4/20 14:15,0.066056518,-0.69517,0.315537085,0.999786409,1,1,272.45483
310800,310800,1/4/20 14:20,0.066142331,-0.73804,0.310070333,0.999786409,1,1,272.41196
311100,311100,1/4/20 14:25,0.066228748,-0.7844,0.303783986,0.999786409,1,1,272.3656
311400,311400,1/4/20 14:30,0.066303248,-0.83295,0.2965086,0.999786409,1,1,272.31705
311700,311700,1/4/20 14:35,0.066970893,-0.88245,0.287656815,0.999786409,1,1,272.26755
312000,312000,1/4/20 14:40,0.067803549,-0.93165,0.276966813,0.999786409,1,1,272.21835
312300,312300,1/4/20 14:45,0.068573975,-0.97925,0.264757583,0.999786409,1,1,272.17075
312600,312600,1/4/20 14:50,0.069370776,-1.02402,0.251348,0.999786409,1,1,272.12598
312900,312900,1/4/20 14:55,0.070202985,-1.0647,0.237057029,0.999786409,1,1,272.0853
313200,313200,1/4/20 15:00,0.071035346,-1.1,0.22220359,0.999786409,1,1,272.05
313500,313500,1/4/20 15:05,0.071778922,-1.12214,0.207106595,0.999786409,1,1,272.02786
313800,313800,1/4/20 15:10,0.072456286,-1.12684,0.192084999,0.999786409,1,1,272.02316
314100,314100,1/4/20 15:15,0.073086186,-1.1181,0.177457706,0.999786409,1,1,272.0319
314400,314400,1/4/20 15:20,0.073693452,-1.1,0.163543629,0.999786409,1,1,272.05
314700,314700,1/4/20 15:25,0.074290329,-1.0765,0.150661744,0.999786409,1,1,272.0735
315000,315000,1/4/20 15:30,0.074913279,-1.0517,0.139130958,0.999786409,1,1,272.0983
315300,315300,1/4/20 15:35,0.075181818,-1.02958,0.128379221,0.999786409,1,1,272.12042
315600,315600,1/4/20 15:40,0.075437562,-1.01414,0.117677911,0.999786409,1,1,272.13586
315900,315900,1/4/20 15:45,0.075689691,-1.00944,0.107111109,0.999786409,1,1,272.14056
316200,316200,1/4/20 15:50,0.075945052,-1.0195,0.096762845,0.999786409,1,1,272.1305
316500,316500,1/4/20 15:55,0.076202381,-1.04835,0.086717197,0.999786409,1,1,272.10165
316800,316800,1/4/20 16:00,0.076971924,-1.1,0.077058224,0.999786409,1,1,272.05
317100,317100,1/4/20 16:05,0.078313127,-1.18055,0.067869975,0.999786409,1,1,271.96945
317400,317400,1/4/20 16:10,0.079811828,-1.2899,0.059236511,0.999786409,1,1,271.8601
317700,317700,1/4/20 16:15,0.081461862,-1.42274,0.051241895,0.999786409,1,1,271.72726
318000,318000,1/4/20 16:20,0.08326104,-1.57374,0.043970179,0.999786409,1,1,271.57626
318300,318300,1/4/20 16:25,0.085233644,-1.73762,0.037505428,0.999786409,1,1,271.41238
318600,318600,1/4/20 16:30,0.089788659,-1.9091,0.031931695,0.999786409,1,1,271.2409
318900,318900,1/4/20 16:35,0.091759296,-2.08283,0.027017825,0.999786409,1,1,271.06717
319200,319200,1/4/20 16:40,0.093544854,-2.25355,0.022482771,0.999786409,1,1,270.89645
319500,319500,1/4/20 16:45,0.095271437,-2.4159,0.018335778,0.999786409,1,1,270.7341
319800,319800,1/4/20 16:50,0.096890402,-2.56464,0.014586083,0.999786409,1,1,270.58536
320100,320100,1/4/20 16:55,0.098355454,-2.69443,0.011242926,0.999786409,1,1,270.45557
320400,320400,1/4/20 17:00,0.099674316,-2.8,0.008315546,0.999786409,0.315789474,0.497872947,270.35
320700,320700,1/4/20 17:05,0.162716775,-2.89167,0.005813182,0.999786409,0.315789474,0.497872947,270.25833
321000,321000,1/4/20 17:10,0.159319772,-2.98334,0.003745075,0.999786409,0.315789474,0.497872947,270.16666
321300,321300,1/4/20 17:15,0.162105684,-3.075,0.002120464,0.999786409,0.315789474,0.497872947,270.075
321600,321600,1/4/20 17:20,0.164618779,-3.16666,0.000948588,0.999786409,0.315789474,0.497872947,269.98334
321900,321900,1/4/20 17:25,0.166987116,-3.25834,0.000238687,0.999786409,0.315789474,0.497872947,269.89166
322200,322200,1/4/20 17:30,0.169136266,-3.35,0,0.999786409,0.315789474,0.497872947,269.8
322500,322500,1/4/20 17:35,0.171181147,-3.44166,0,0.999786409,0.315789474,0.497872947,269.70834
322800,322800,1/4/20 17:40,0.173095654,-3.53333,0,0.999786409,0.315789474,0.497872947,269.61667
323100,323100,1/4/20 17:45,0.174900122,-3.625,0,0.999786409,0.315789474,0.497872947,269.525
323400,323400,1/4/20 17:50,0.17662492,-3.71668,0,0.999786409,0.315789474,0.497872947,269.43332
323700,323700,1/4/20 17:55,0.178241013,-3.80833,0,0.999786409,0.315789474,0.497872947,269.34167
324000,324000,1/4/20 18:00,0.179796921,-3.9,0,0.999786409,0.105263158,0.320654583,269.25
324300,324300,1/4/20 18:05,0.198622703,-3.99167,0,0.999786409,0.105263158,0.320654583,269.15833
324600,324600,1/4/20 18:10,0.201708266,-4.08332,0,0.999786409,0.105263158,0.320654583,269.06668
324900,324900,1/4/20 18:15,0.203948157,-4.175,0,0.999786409,0.105263158,0.320654583,268.975
325200,325200,1/4/20 18:20,0.206029036,-4.26667,0,0.999786409,0.105263158,0.320654583,268.88333
325500,325500,1/4/20 18:25,0.208017903,-4.35834,0,0.999786409,0.105263158,0.320654583,268.79166
325800,325800,1/4/20 18:30,0.209868956,-4.45,0,0.999786409,0.105263158,0.320654583,268.7
326100,326100,1/4/20 18:35,0.211652605,-4.54166,0,0.999786409,0.105263158,0.320654583,268.60834
326400,326400,1/4/20 18:40,0.213352909,-4.63334,0,0.999786409,0.105263158,0.320654583,268.51666
326700,326700,1/4/20 18:45,0.214982831,-4.725,0,0.999786409,0.105263158,0.320654583,268.425
327000,327000,1/4/20 18:50,0.216561395,-4.81666,0,0.999786409,0.105263158,0.320654583,268.33334
327300,327300,1/4/20 18:55,0.21807047,-4.90833,0,0.999786409,0.105263158,0.320654583,268.24167
327600,327600,1/4/20 19:00,0.219540948,-5,0,0.999786409,0.105263158,0.320654583,268.15
327900,327900,1/4/20 19:05,0.220625371,-5.07886,0,2.32999999999999E-05,0,0.189855329,268.07114
328200,328200,1/4/20 19:10,0.22154754,-5.13395,0,2.32999999999999E-05,0,0.189855329,268.01605
328500,328500,1/4/20 19:15,0.222314303,-5.16813,0,2.32999999999999E-05,0,0.189855329,267.98187
328800,328800,1/4/20 19:20,0.222938092,-5.1842,0,2.32999999999999E-05,0,0.189855329,267.9658
329100,329100,1/4/20 19:25,0.223452531,-5.18503,0,2.32999999999999E-05,0,0.189855329,267.96497
329400,329400,1/4/20 19:30,0.223853598,-5.17338,0,2.32999999999999E-05,0,0.189855329,267.97662
329700,329700,1/4/20 19:35,0.224180369,-5.15208,0,2.32999999999999E-05,0,0.189855329,267.99792
330000,330000,1/4/20 19:40,0.224440716,-5.124,0,2.32999999999999E-05,0,0.189855329,268.026
330300,330300,1/4/20 19:45,0.224653489,-5.09193,0,2.32999999999999E-05,0,0.189855329,268.05807
330600,330600,1/4/20 19:50,0.224839928,-5.05866,0,2.32999999999999E-05,0,0.189855329,268.09134
330900,330900,1/4/20 19:55,0.225007405,-5.0271,0,2.32999999999999E-05,0,0.189855329,268.1229
331200,331200,1/4/20 20:00,0.225181694,-5,0,2.32999999999999E-05,0,0.189855329,268.15
331500,331500,1/4/20 20:05,0.229649503,-4.96775,0,2.32999999999999E-05,0,0.189855329,268.18225
331800,331800,1/4/20 20:10,0.230086791,-4.9211,0,2.32999999999999E-05,0,0.189855329,268.2289
332100,332100,1/4/20 20:15,0.230394104,-4.86335,0,2.32999999999999E-05,0,0.189855329,268.28665
332400,332400,1/4/20 20:20,0.230600815,-4.7979,0,2.32999999999999E-05,0,0.189855329,268.3521
332700,332700,1/4/20 20:25,0.230748595,-4.7281,0,2.32999999999999E-05,0,0.189855329,268.4219
333000,333000,1/4/20 20:30,0.230840582,-4.65732,0,2.32999999999999E-05,0,0.189855329,268.49268
333300,333300,1/4/20 20:35,0.230917963,-4.5889,0,2.32999999999999E-05,0,0.189855329,268.5611
333600,333600,1/4/20 20:40,0.230993479,-4.52622,0,2.32999999999999E-05,0,0.189855329,268.62378
333900,333900,1/4/20 20:45,0.231088939,-4.47263,0,2.32999999999999E-05,0,0.189855329,268.67737
334200,334200,1/4/20 20:50,0.231228103,-4.4315,0,2.32999999999999E-05,0,0.189855329,268.7185
334500,334500,1/4/20 20:55,0.231422973,-4.40616,0,2.32999999999999E-05,0,0.189855329,268.74384
334800,334800,1/4/20 21:00,0.231700454,-4.4,0,2.32999999999999E-05,0,0.189855329,268.75
335100,335100,1/4/20 21:05,0.232234695,-4.40864,0,2.32999999999999E-05,0,0.189855329,268.74136
335400,335400,1/4/20 21:10,0.232803902,-4.4253,0,2.32999999999999E-05,0,0.189855329,268.7247
335700,335700,1/4/20 21:15,0.233410222,-4.44987,0,2.32999999999999E-05,0,0.189855329,268.70013
336000,336000,1/4/20 21:20,0.234052241,-4.48215,0,2.32999999999999E-05,0,0.189855329,268.66785
336300,336300,1/4/20 21:25,0.234730401,-4.52204,0,2.32999999999999E-05,0,0.189855329,268.62796
336600,336600,1/4/20 21:30,0.235442298,-4.5693,0,2.32999999999999E-05,0,0.189855329,268.5807
336900,336900,1/4/20 21:35,0.236189029,-4.62388,0,2.32999999999999E-05,0,0.189855329,268.52612
337200,337200,1/4/20 21:40,0.236969408,-4.68552,0,2.32999999999999E-05,0,0.189855329,268.46448
337500,337500,1/4/20 21:45,0.237782889,-4.75413,0,2.32999999999999E-05,0,0.189855329,268.39587
337800,337800,1/4/20 21:50,0.238629144,-4.8295,0,2.32999999999999E-05,0,0.189855329,268.3205
338100,338100,1/4/20 21:55,0.239507025,-4.9115,0,2.32999999999999E-05,0,0.189855329,268.2385
338400,338400,1/4/20 22:00,0,-5,0,2.32999999999999E-05,0,0.189855329,268.15
338700,338700,1/4/20 22:05,0,-5.09168,0,2.32999999999999E-05,0,0.189855329,268.05832
339000,339000,1/4/20 22:10,0,-5.18333,0,2.32999999999999E-05,0,0.189855329,267.96667
339300,339300,1/4/20 22:15,0,-5.275,0,2.32999999999999E-05,0,0.189855329,267.875
339600,339600,1/4/20 22:20,0,-5.36667,0,2.32999999999999E-05,0,0.189855329,267.78333
339900,339900,1/4/20 22:25,0,-5.45832,0,2.32999999999999E-05,0,0.189855329,267.69168
340200,340200,1/4/20 22:30,0,-5.55,0,2.32999999999999E-05,0,0.189855329,267.6
340500,340500,1/4/20 22:35,0,-5.64167,0,2.32999999999999E-05,0,0.189855329,267.50833
340800,340800,1/4/20 22:40,0,-5.73334,0,2.32999999999999E-05,0,0.189855329,267.41666
341100,341100,1/4/20 22:45,0,-5.825,0,2.32999999999999E-05,0,0.189855329,267.325
341400,341400,1/4/20 22:50,0,-5.91666,0,2.32999999999999E-05,0,0.189855329,267.23334
341700,341700,1/4/20 22:55,0,-6.00834,0,2.32999999999999E-05,0,0.189855329,267.14166
342000,342000,1/4/20 23:00,0,-6.1,0,2.32999999999999E-05,0,0.189855329,267.05
