,ener_tot,tdis_tot,idis_tot,cost_tot,emis_tot,episodes,scores,total_cost,energy_total_cost,tdisc_total_cost,energy_sold_total_cost,ppen_total_cost,day_no,DR_start_time,DR_end_time,DR_duration
0,4.58982969554713,26.836554934449353,0.0,31.182137369938875,0.1397700516760773,1,-7935.33846678391,8057.786954915441,114.52831593352211,2468.1139999999996,8.649338169454357,5483.793977151369,3,15.0,17.70597076145224,2.705970761452239
