,timestamp,t_indoor_measured,t_indoor_predicted,t_indoor_predicted_after_kalman
2020-01-04 06:55:00,2020/01/04 06:55:00,21.009255517871907,21.001381152309477,20.9957
2020-01-04 07:00:00,2020/01/04 07:00:00,20.89645575514578,20.9956916664259,20.9697
2020-01-04 07:05:00,2020/01/04 07:05:00,20.817096930517266,20.969664907200354,20.9564
2020-01-04 07:10:00,2020/01/04 07:10:00,20.935326319795877,20.956394832162403,20.9882
2020-01-04 07:15:00,2020/01/04 07:15:00,21.003001948844314,20.988236011508775,20.9971
2020-01-04 07:20:00,2020/01/04 07:20:00,20.99307015691852,20.997082897184328,20.9925
2020-01-04 07:25:00,2020/01/04 07:25:00,20.940124995394854,20.99246193820983,20.9807
2020-01-04 07:30:00,2020/01/04 07:30:00,20.90617102998931,20.98073790761981,20.9753
2020-01-04 07:35:00,2020/01/04 07:35:00,20.84270558882298,20.975279962256593,20.9614
2020-01-04 07:40:00,2020/01/04 07:40:00,20.86550979921151,20.96140776732426,20.9709
2020-01-04 07:45:00,2020/01/04 07:45:00,20.849307019247362,20.970908860158033,20.966
2020-01-04 07:50:00,2020/01/04 07:50:00,20.84607138114444,20.96596751009406,20.9667
2020-01-04 07:55:00,2020/01/04 07:55:00,20.816896880032687,20.96669047047078,20.959
2020-01-04 08:00:00,2020/01/04 08:00:00,21.30797024280963,20.959000588497872,21.0833
2020-01-04 08:05:00,2020/01/04 08:05:00,21.82778817231025,21.083347424050032,21.1759
2020-01-04 08:10:00,2020/01/04 08:10:00,21.711431955916737,21.175894744788593,21.128
2020-01-04 08:15:00,2020/01/04 08:15:00,21.56916787382238,21.128046117582983,21.1033
2020-01-04 08:20:00,2020/01/04 08:20:00,21.391336802975957,21.103339216289783,21.0668
2020-01-04 08:25:00,2020/01/04 08:25:00,21.18372308231835,21.066820512269885,21.0246
2020-01-04 08:30:00,2020/01/04 08:30:00,21.26269945239892,21.02457345826241,21.0543
2020-01-04 08:35:00,2020/01/04 08:35:00,21.22920392059808,21.05431778561058,21.0393
2020-01-04 08:40:00,2020/01/04 08:40:00,21.162588990824133,21.0393008062058,21.0271
2020-01-04 08:45:00,2020/01/04 08:45:00,21.03406378873194,21.027066963110656,20.9991
2020-01-04 08:50:00,2020/01/04 08:50:00,21.002831083637716,20.999122495730717,20.9986
2020-01-04 08:55:00,2020/01/04 08:55:00,20.940674559506476,20.998617088723336,20.9839
2020-01-04 09:00:00,2020/01/04 09:00:00,20.947700904996168,20.98391906748168,20.9894
2020-01-04 09:05:00,2020/01/04 09:05:00,20.918349748001503,20.989433716835663,20.9811
2020-01-04 09:10:00,2020/01/04 09:10:00,20.91801727080201,20.98106735687759,20.9831
2020-01-04 09:15:00,2020/01/04 09:15:00,20.911311444591774,20.983086641730495,20.981
2020-01-04 09:20:00,2020/01/04 09:20:00,20.9256812597543,20.981019464673466,20.985
2020-01-04 09:25:00,2020/01/04 09:25:00,20.93215772074103,20.985026306563952,20.9857
