Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),WaterSystems:NaturalGas [J](Hourly) 
 10/13  21:00:00,262750617.8351406,41431578.150229368,316951.90490528618,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,3971182.4950128479,0.0,3971182.4950128479 
 10/13  22:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/13  23:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/13  24:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970658.791460766,0.0,3970658.791460766 
 10/14  01:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/14  02:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970552.5456302298,0.0,3970552.5456302298 
 10/14  03:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/14  04:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970428.2579471964,0.0,3970428.2579471964 
 10/14  05:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/14  06:00:00,362397420.3400882,199292318.41334663,0.0,19298995.284421438,53294400.0,77195981.13768575,13285341.165810822,30384.33882352941,3970885.921890323,0.0,3970885.921890323 
 10/14  07:00:00,292249892.0393696,155061493.40933139,0.0,19298995.284421438,8882400.0,95691277.84098245,13285341.165810822,30384.338823529408,29640368.57451161,29568368.57451161,72000.0 
 10/14  08:00:00,291809307.07238128,69320244.10814783,0.0,96494976.4221072,0.0,112678361.03749182,13285341.165810822,30384.338823529408,7272450.370460831,3300086.0032492668,3972364.367211564 
 10/14  09:00:00,269934991.14967527,39354235.87774956,0.0,96494976.4221072,0.0,120770053.34518413,13285341.165810822,30384.338823529408,3972986.933201115,0.0,3972986.933201115 
 10/14  10:00:00,258679048.3302217,31529837.91470079,0.0,96494976.4221072,0.0,117302185.21331601,13321664.441274133,30384.338823529408,3972653.737743867,0.0,3972653.737743867 
 10/14  11:00:00,263657196.8902703,27672570.660875065,0.0,96494976.4221072,0.0,125393877.5210083,14065387.94745623,30384.338823529408,3973214.3854688846,0.0,3973214.3854688846 
 10/14  12:00:00,257994031.18604747,24425742.889087157,1317504.8558611975,96494976.4221072,0.0,120770053.34518413,14955369.334984238,30384.338823529408,3972826.2059152077,0.0,3972826.2059152077 
 10/14  13:00:00,249331153.44466088,15281294.432935263,10716468.072471999,96494976.4221072,0.0,111522404.99353579,15285625.18478711,30384.338823529408,3972565.40741279,0.0,3972565.40741279 
 10/14  14:00:00,161668228.58135859,10459030.22813706,31118340.714601235,28948492.926632167,0.0,76794131.8471234,14317848.526041188,30384.338823529408,3972242.1639732706,0.0,3972242.1639732706 
 10/14  15:00:00,165468889.12348346,14503801.378849097,36423379.115222189,28948492.926632167,0.0,72170307.67129924,13392523.692657259,30384.338823529408,3971684.8675643529,0.0,3971684.8675643529 
 10/14  16:00:00,165388236.24881549,19104540.535102887,30693213.567190805,28948492.926632167,0.0,73326263.71525528,13285341.165810822,30384.338823529408,3971678.710570497,0.0,3971678.710570497 
 10/14  17:00:00,138963952.2296021,32856105.456437045,18309901.50931945,9649497.642210719,0.0,64832722.11700059,13285341.165810822,30384.338823529408,72000.0,0.0,72000.0 
 10/14  18:00:00,103106467.83429855,0.0,0.0,9649497.642210719,35529600.0,57896985.85326433,0.0,30384.33882352941,3971318.7953812449,0.0,3971318.7953812449 
 10/14  19:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/14  20:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970915.1341772188,0.0,3970915.1341772188 
 10/14  21:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3971086.535186014,0.0,3971086.535186014 
 10/14  22:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/14  23:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/14  24:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970670.3645237509,0.0,3970670.3645237509 
 10/15  01:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/15  02:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970226.2935961398,0.0,3970226.2935961398 
 10/15  03:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/15  04:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/15  05:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970598.649121128,0.0,3970598.649121128 
 10/15  06:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/15  07:00:00,76459267.83429855,0.0,0.0,9649497.642210719,8882400.0,57896985.85326433,0.0,30384.338823529408,3970597.903207234,0.0,3970597.903207234 
 10/15  08:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/15  09:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.33882352941,3970774.4729319715,0.0,3970774.4729319715 
 10/15  10:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/15  11:00:00,80414423.73120997,0.0,10787458.187585392,9649497.642210719,0.0,57896985.85326433,2050097.7093260023,30384.338823529408,72000.0,0.0,72000.0 
 10/15  12:00:00,129181184.80473326,0.0,52017537.771597128,9649497.642210719,0.0,57896985.85326433,9586779.19883757,30384.33882352941,3970687.12718996,0.0,3970687.12718996 
 10/15  13:00:00,131148542.52354674,0.0,53870372.12251311,9649497.642210719,0.0,57896985.85326433,9701302.566735069,30384.33882352941,72000.0,0.0,72000.0 
 10/15  14:00:00,139272690.22279788,0.0,61264667.831670369,9649497.642210719,0.0,57896985.85326433,10431154.556828937,30384.33882352941,3970937.382599705,0.0,3970937.382599705 
 10/15  15:00:00,137318143.52203096,0.0,60092594.95517868,9649497.642210719,0.0,57896985.85326433,9648680.732553699,30384.33882352941,72000.0,0.0,72000.0 
 10/15  16:00:00,135638397.31082896,0.0,58849223.811567727,9649497.642210719,0.0,57896985.85326433,9212305.664962665,30384.33882352941,3970763.9657709996,0.0,3970763.9657709996 
 10/15  17:00:00,130207331.34603605,0.0,54052172.540472198,9649497.642210719,0.0,57896985.85326433,8578290.971265313,30384.33882352941,72000.0,0.0,72000.0 
 10/15  18:00:00,117235071.15222565,0.0,4492806.094355394,9649497.642210719,44412000.0,57896985.85326433,753397.2235716918,30384.33882352941,3970657.1042157129,0.0,3970657.1042157129 
 10/15  19:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/15  20:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/15  21:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970823.135095742,0.0,3970823.135095742 
 10/15  22:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/15  23:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970436.1831582917,0.0,3970436.1831582917 
 10/15  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/16  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/16  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970543.3921475836,0.0,3970543.3921475836 
 10/16  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/16  04:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970383.4876175189,0.0,3970383.4876175189 
 10/16  05:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/16  06:00:00,380808893.9485378,217703792.02179633,0.0,19298995.284421438,53294400.0,77195981.13768575,13285341.165810822,30384.33882352941,3971170.8274546556,0.0,3971170.8274546556 
 10/16  07:00:00,344408857.45576289,146659303.42171673,0.0,57896985.85326433,8882400.0,117654442.67614728,13285341.165810822,30384.338823529408,5771312.376043998,1798594.5246174238,3972717.8514265737 
 10/16  08:00:00,477932737.8908781,34738045.341264758,2654814.513974738,173690957.55979295,0.0,253451924.59275989,13366611.544262149,30384.33882352941,7878863.317634048,0.0,7878863.317634048 
 10/16  09:00:00,455091564.14218959,18445084.35653238,26123710.76986638,173690957.55979295,0.0,223397067.4499028,13404359.66727156,30384.338823529408,3975874.6499337928,0.0,3975874.6499337928 
 10/16  10:00:00,476401269.2757717,10544538.698001069,60876135.5470475,173690957.55979295,0.0,216461331.18616648,14797921.94594006,30384.338823529408,7879212.325665465,0.0,7879212.325665465 
 10/16  11:00:00,515699981.7454334,4746303.315632002,97025401.68307787,173690957.55979295,0.0,223397067.4499028,16809867.398204257,30384.338823529408,7881286.103318843,0.0,7881286.103318843 
 10/16  12:00:00,539360291.4122644,3182151.596229017,122380281.11278622,173690957.55979295,0.0,221437412.82482205,18639103.979810388,30384.338823529408,11791506.368015083,0.0,11791506.368015083 
 10/16  13:00:00,564403878.2286108,0.0,141686068.72955869,173690957.55979295,0.0,229176847.66968299,19819619.930752513,30384.338823529408,7883642.693124725,0.0,7883642.693124725 
 10/16  14:00:00,549332820.4015659,0.0,139983522.03898216,173690957.55979295,0.0,216461331.18616648,19166625.277800837,30384.338823529408,7878208.7962201959,0.0,7878208.7962201959 
 10/16  15:00:00,542462640.7454647,0.0,134655633.6640637,173690957.55979295,0.0,216461331.18616648,17624333.99661805,30384.338823529408,7877436.991466295,0.0,7877436.991466295 
 10/16  16:00:00,541634370.9182022,0.0,124640591.53666859,173690957.55979295,0.0,226864935.58177094,16407501.901146133,30384.338823529408,7880745.594273174,0.0,7880745.594273174 
 10/16  17:00:00,481976405.3134277,0.0,105437806.21402332,135092966.9909501,0.0,226061237.00064618,15354010.768984288,30384.338823529408,3973698.566167277,0.0,3973698.566167277 
 10/16  18:00:00,355028465.6905847,48548.75754969853,71082095.70046819,96494976.4221072,44412000.0,129665444.23400118,13295016.237634913,30384.33882352941,3972849.7379563918,0.0,3972849.7379563918 
 10/16  19:00:00,329214989.7808368,2342017.149596255,43350074.82214613,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,3971936.890956876,0.0,3971936.890956876 
 10/16  20:00:00,270976263.48634818,12646294.651655972,32704056.878862014,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,3972442.4090771728,0.0,3972442.4090771728 
 10/16  21:00:00,256227080.22510553,26893867.642298774,8331124.802800805,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,72000.0,0.0,72000.0 
 10/16  22:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.338823529408,3970924.359626745,0.0,3970924.359626745 
 10/16  23:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/16  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970401.0970617656,0.0,3970401.0970617656 
 10/17  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/17  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970798.7164614938,0.0,3970798.7164614938 
 10/17  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/17  04:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/17  05:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.338823529408,3971029.978975792,0.0,3971029.978975792 
 10/17  06:00:00,313235409.5682099,150130307.6414683,0.0,19298995.284421438,53294400.0,77195981.13768575,13285341.165810822,30384.33882352941,3970962.5714973027,0.0,3970962.5714973027 
 10/17  07:00:00,318630484.60280737,120880930.56876116,0.0,57896985.85326433,8882400.0,117654442.67614728,13285341.165810822,30384.338823529408,3972715.2540137015,0.0,3972715.2540137015 
 10/17  08:00:00,483937514.04464659,43053416.811650957,0.0,173690957.55979295,0.0,253451924.59275989,13710830.74161921,30384.33882352941,3975105.0508995426,0.0,3975105.0508995426 
 10/17  09:00:00,432184264.0890791,21776004.02765724,0.0,173690957.55979295,0.0,223397067.4499028,13289850.712902582,30384.338823529408,7878949.394282317,0.0,7878949.394282317 
 10/17  10:00:00,419315591.09350576,15847576.842911967,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,7879733.838536754,0.0,7879733.838536754 
 10/17  11:00:00,423185338.94857719,11773832.336010769,0.0,173690957.55979295,0.0,223397067.4499028,14293097.264047087,30384.338823529408,7882207.553230088,0.0,7882207.553230088 
 10/17  12:00:00,423534001.1949285,12276994.981315019,0.0,173690957.55979295,0.0,221437412.82482205,16098251.49017486,30384.338823529408,11791534.157338778,0.0,11791534.157338778 
 10/17  13:00:00,422682587.8242932,2493344.611955521,0.0,173690957.55979295,0.0,229176847.66968299,17291053.64403824,30384.338823529408,7884162.447580913,0.0,7884162.447580913 
 10/17  14:00:00,406541416.80515739,0.0,0.0,173690957.55979295,0.0,216461331.18616648,16358743.720374313,30384.338823529408,7877933.68076789,0.0,7877933.68076789 
 10/17  15:00:00,406499309.21403428,0.0,0.0,173690957.55979295,0.0,216461331.18616648,16316636.129251317,30384.338823529408,3974686.8969577795,0.0,3974686.8969577795 
 10/17  16:00:00,416439926.0534028,241593.91658304214,0.0,173690957.55979295,0.0,226864935.58177094,15612054.656432279,30384.338823529408,7880754.6618354,0.0,7880754.6618354 
 10/17  17:00:00,379775695.9848588,4005272.4744291475,0.0,135092966.9909501,0.0,226061237.00064618,14585835.180009505,30384.338823529408,7875615.822066657,0.0,7875615.822066657 
 10/17  18:00:00,302666905.0142826,18778758.853539803,0.0,96494976.4221072,44412000.0,129665444.23400118,13285341.165810822,30384.33882352941,3972969.3505527407,0.0,3972969.3505527407 
 10/17  19:00:00,323006932.91861847,39484035.10952402,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,3971887.9936271745,0.0,3971887.9936271745 
 10/17  20:00:00,294397921.3148973,68772009.35906719,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,3972391.937491378,0.0,3972391.937491378 
 10/17  21:00:00,307488682.97773197,86486595.19772607,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,72000.0,0.0,72000.0 
 10/17  22:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,3970288.1177078846,0.0,3970288.1177078846 
 10/17  23:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/17  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/18  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970770.4020638226,0.0,3970770.4020638226 
 10/18  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/18  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970609.3378815737,0.0,3970609.3378815737 
 10/18  04:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/18  05:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.338823529408,3970934.596033509,0.0,3970934.596033509 
 10/18  06:00:00,418291614.64324656,255186512.71650503,0.0,19298995.284421438,53294400.0,77195981.13768575,13285341.165810822,30384.33882352941,72000.0,0.0,72000.0 
 10/18  07:00:00,382458927.0645335,184709373.03048734,0.0,57896985.85326433,8882400.0,117654442.67614728,13285341.165810822,30384.338823529408,56048068.376955498,52075409.14144221,3972659.235513289 
 10/18  08:00:00,496907082.8112468,56100478.287481177,0.0,173690957.55979295,0.0,253451924.59275989,13633338.032389159,30384.33882352941,14858611.220443614,6979460.926877269,7879150.293566346 
 10/18  09:00:00,438599896.1653558,27638698.5287802,557447.1222454768,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,7879614.078636849,0.0,7879614.078636849 
 10/18  10:00:00,439788734.7941603,13755840.28407802,22563249.595717297,173690957.55979295,0.0,216461331.18616648,13286971.829582027,30384.338823529408,7879436.080531055,0.0,7879436.080531055 
 10/18  11:00:00,461416294.7182613,7210278.74842025,43317686.31459019,173690957.55979295,0.0,223397067.4499028,13769920.306731582,30384.338823529408,7882103.508707457,0.0,7882103.508707457 
 10/18  12:00:00,462880771.3987343,7055991.373113438,46893044.38424828,173690957.55979295,0.0,221437412.82482205,13772980.91793393,30384.338823529408,7884384.482831484,0.0,7884384.482831484 
 10/18  13:00:00,460390241.8689244,1435151.0329957209,42166227.3874589,173690957.55979295,0.0,229176847.66968299,13890673.880170241,30384.338823529408,11790381.380445907,0.0,11790381.380445907 
 10/18  14:00:00,436803860.222041,11419.655879278525,33061990.805961059,173690957.55979295,0.0,216461331.18616648,13547776.675417673,30384.338823529408,3974994.0675847197,0.0,3974994.0675847197 
 10/18  15:00:00,428901440.6900637,0.0,25168615.159123329,173690957.55979295,0.0,216461331.18616648,13550152.446157374,30384.338823529408,7877648.655146234,0.0,7877648.655146234 
 10/18  16:00:00,430264953.571565,0.0,15710552.905061335,173690957.55979295,0.0,226864935.58177094,13968123.186116264,30384.338823529408,7881345.526661795,0.0,7881345.526661795 
 10/18  17:00:00,388272618.0949139,1436466.1979034977,11291599.882038407,135092966.9909501,0.0,226061237.00064618,14359963.684551826,30384.338823529408,3973750.5583546299,0.0,3973750.5583546299 
 10/18  18:00:00,305017381.53615668,19324378.150809006,1804857.2246049536,96494976.4221072,44412000.0,129665444.23400118,13285341.165810822,30384.33882352941,7874507.906388883,0.0,7874507.906388883 
 10/18  19:00:00,314908953.1657752,31386055.35668076,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,72000.0,0.0,72000.0 
 10/18  20:00:00,280291018.9930614,54665107.03723125,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,3972329.050098502,0.0,3972329.050098502 
 10/18  21:00:00,291467624.97583147,70465537.19582553,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,3970958.285022585,0.0,3970958.285022585 
 10/18  22:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,72000.0,0.0,72000.0 
 10/18  23:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970730.064656223,0.0,3970730.064656223 
 10/18  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/19  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970570.1732437384,0.0,3970570.1732437384 
 10/19  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/19  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970365.8252176807,0.0,3970365.8252176807 
 10/19  04:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/19  05:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.338823529408,3970955.4160965799,0.0,3970955.4160965799 
 10/19  06:00:00,341540027.0664433,178434925.13970176,0.0,19298995.284421438,53294400.0,77195981.13768575,13285341.165810822,30384.33882352941,72000.0,0.0,72000.0 
 10/19  07:00:00,325293864.4120775,127544310.37803133,0.0,57896985.85326433,8882400.0,117654442.67614728,13285341.165810822,30384.338823529408,3972683.679045816,0.0,3972683.679045816 
 10/19  08:00:00,473750039.9578049,31553836.94937383,1302251.7249497143,173690957.55979295,0.0,253451924.59275989,13720684.792104867,30384.33882352941,7878754.017098766,0.0,7878754.017098766 
 10/19  09:00:00,453866884.8819618,16107649.619967685,27338368.050767017,173690957.55979295,0.0,223397067.4499028,13302457.862707882,30384.338823529408,7879137.164586421,0.0,7879137.164586421 
 10/19  10:00:00,469817212.4416892,9673708.399933419,56108857.07286687,173690957.55979295,0.0,216461331.18616648,13851973.88410594,30384.338823529408,3975554.185994932,0.0,3975554.185994932 
 10/19  11:00:00,502237247.4544928,4230507.172535313,84832476.89676777,173690957.55979295,0.0,223397067.4499028,16055854.03667039,30384.338823529408,11786624.040384759,0.0,11786624.040384759 
 10/19  12:00:00,516875078.6388408,2607413.271371191,102339258.60655234,173690957.55979295,0.0,221437412.82482205,16769652.03747869,30384.338823529408,7885593.808103299,0.0,7885593.808103299 
 10/19  13:00:00,515083923.53414526,0.0,96316217.33519885,173690957.55979295,0.0,229176847.66968299,15869516.630646836,30384.338823529408,11790359.474923829,0.0,11790359.474923829 
 10/19  14:00:00,475799807.1314301,0.0,71388551.94529844,173690957.55979295,0.0,216461331.18616648,14228582.101348669,30384.338823529408,3974874.6213533368,0.0,3974874.6213533368 
 10/19  15:00:00,452651148.0112994,0.0,47742262.696649167,173690957.55979295,0.0,216461331.18616648,14726212.22986725,30384.338823529408,7877691.872834258,0.0,7877691.872834258 
 10/19  16:00:00,450311494.627152,0.0,35402430.61058086,173690957.55979295,0.0,226864935.58177094,14322786.536183794,30384.338823529408,7880976.2110329889,0.0,7880976.2110329889 
 10/19  17:00:00,395902082.566306,94567.64879961229,20154016.778593836,135092966.9909501,0.0,226061237.00064618,14468909.808492385,30384.338823529408,3973735.45549446,0.0,3973735.45549446 
 10/19  18:00:00,300537462.97454199,10973400.004671086,5675916.809128104,96494976.4221072,44412000.0,129665444.23400118,13285341.165810822,30384.33882352941,3973382.128064729,0.0,3973382.128064729 
 10/19  19:00:00,313369581.32079878,29522068.073807844,324615.43789654449,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,3972122.930798079,0.0,3972122.930798079 
 10/19  20:00:00,275179440.00488886,49553528.04905872,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,3972306.788036032,0.0,3972306.788036032 
 10/19  21:00:00,276857820.31706878,55855732.53706285,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,3971129.7575530509,0.0,3971129.7575530509 
 10/19  22:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,72000.0,0.0,72000.0 
 10/19  23:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970563.1319453,0.0,3970563.1319453 
 10/19  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/20  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970350.442256196,0.0,3970350.442256196 
 10/20  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/20  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/20  04:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970772.3409800406,0.0,3970772.3409800406 
 10/20  05:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 10/20  06:00:00,387518907.01192727,224413805.08518569,0.0,19298995.284421438,53294400.0,77195981.13768575,13285341.165810822,30384.33882352941,3971153.530743889,0.0,3971153.530743889 
 10/20  07:00:00,390610986.8453518,183979032.81130568,0.0,57896985.85326433,17764800.0,117654442.67614728,13285341.165810822,30384.338823529408,53385272.458190318,49412669.24932319,3972603.208867119 
 10/20  08:00:00,547910161.3847027,107184883.97123641,0.0,173690957.55979295,0.0,253451924.59275989,13552010.922089789,30384.33882352941,36908852.81758998,29030178.714951215,7878674.102638773 
 10/20  09:00:00,493070849.32545039,82667098.8111203,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,32486891.439952364,28511378.347618678,3975513.092333686 
 10/20  10:00:00,465393811.1284032,61925796.87780943,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,34627079.45890624,26747334.678414816,7879744.780491425 
 10/20  11:00:00,459117903.50918307,48693579.41150009,0.0,173690957.55979295,0.0,223397067.4499028,13305914.749163814,30384.338823529408,36223383.77068696,24436553.924137456,11786829.846549506 
 10/20  12:00:00,455860827.07694426,47117296.34633851,0.0,173690957.55979295,0.0,221437412.82482205,13584776.007167116,30384.338823529408,20157786.955350497,12272506.922450465,7885280.032900028 
 10/20  13:00:00,446637226.52572396,30072977.874010959,0.0,173690957.55979295,0.0,229176847.66968299,13666059.083413473,30384.338823529408,20113304.733600636,8323362.907916228,11789941.825684406 
