,Time,datetime,T_OA,HgloHor1,Core_OccN,CORE_IntGaiTot,Core_HeaPow,Core_FanPow,Core_OAVol,P1_OccN,P1_IntGaiTot,P1_HeaPow,P1_FanPow,P1_OAVol,P2_OccN,P2_IntGaiTot,P2_HeaPow,P2_FanPow,P2_OAVol,P3_OccN,P3_IntGaiTot,P3_HeaPow,P3_FanPow,P3_OAVol,P4_OccN,P4_IntGaiTot,P4_HeaPow,P4_FanPow,P4_OAVol
529245,31841100,2020-01-04 12:45:00,272.43884,187.78154,4.02737890204521,3220.81862904543,0.0,546.1762,0.02366012,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497,1.81108719052745,1448.38206286329,0.0,351.39575,351.39575,3.05301399354144,2441.58907922497,0.0,397.9729,0.3755407,1.81108719052745,1448.38206286329,0.0,340.01642,3.0251298e-05
529250,31841400,2020-01-04 12:50:00,272.47736,184.64764,4.02737890204521,3220.81862904543,0.0,546.199,0.023705892,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497,1.81108719052745,1448.38206286329,0.0,351.39575,351.39575,3.05301399354144,2441.58907922497,0.0,397.9729,0.3755407,1.81108719052745,1448.38206286329,0.0,340.01642,3.0251207e-05
529255,31841700,2020-01-04 12:55:00,272.51447,181.16286,4.02737890204521,3220.81862904543,0.0,546.41254,0.024123415,3.05301399354144,2441.58907922497,0.0,380.45093,0.00041836497,1.81108719052745,1448.38206286329,0.0,351.39575,351.39575,3.05301399354144,2441.58907922497,0.0,397.9729,0.3755407,1.81108719052745,1448.38206286329,0.0,340.01642,3.0251123e-05
529260,31842000,2020-01-04 13:00:00,272.55,177.435,7.6520199138859,3816.80691286631,0.0,546.434,0.024167424,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.025105e-05
529265,31842300,2020-01-04 13:05:00,272.58078,173.57187,7.6520199138859,3816.80691286631,0.0,552.3353,0.03868494,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250985e-05
529270,31842600,2020-01-04 13:10:00,272.604,169.68124,7.6520199138859,3816.80691286631,0.0,551.11334,0.03519076,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250925e-05
529275,31842900,2020-01-04 13:15:00,272.6203,165.87096,7.6520199138859,3816.80691286631,0.0,551.2362,0.035581056,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250874e-05
529280,31843200,2020-01-04 13:20:00,272.63025,162.24878,7.6520199138859,3816.80691286631,0.0,551.19995,0.03548588,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250829e-05
529285,31843500,2020-01-04 13:25:00,272.6344,158.92253,7.6520199138859,3816.80691286631,0.0,551.41113,0.03604796,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250789e-05
529290,31843800,2020-01-04 13:30:00,272.63333,156.0,7.6520199138859,3816.80691286631,0.0,551.41986,0.036073063,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250754e-05
529295,31844100,2020-01-04 13:35:00,272.62766,153.49461,7.6520199138859,3816.80691286631,0.0,551.6672,0.03673284,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250721e-05
529300,31844400,2020-01-04 13:40:00,272.6179,151.29843,7.6520199138859,3816.80691286631,0.0,551.67395,0.03675296,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250694e-05
529305,31844700,2020-01-04 13:45:00,272.60468,149.33714,7.6520199138859,3816.80691286631,0.0,551.8996,0.037355397,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250669e-05
529310,31845000,2020-01-04 13:50:00,272.5886,147.5365,7.6520199138859,3816.80691286631,0.0,551.90173,0.03736308,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250647e-05
529315,31845300,2020-01-04 13:55:00,272.57016,145.82219,7.6520199138859,3816.80691286631,0.0,552.11163,0.037923016,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250627e-05
529320,31845600,2020-01-04 14:00:00,272.55,144.11995,7.6520199138859,3816.80691286631,0.0,552.11066,0.037922155,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.025061e-05
529325,31845900,2020-01-04 14:05:00,272.52512,142.35548,7.6520199138859,3816.80691286631,0.0,552.30554,0.038440898,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250594e-05
529330,31846200,2020-01-04 14:10:00,272.49298,140.45453,7.6520199138859,3816.80691286631,0.0,552.297,0.038419854,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250581e-05
529335,31846500,2020-01-04 14:15:00,272.45483,138.34277,7.6520199138859,3816.80691286631,0.0,552.4739,0.038889345,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250569e-05
529340,31846800,2020-01-04 14:20:00,272.41196,135.94595,7.6520199138859,3816.80691286631,0.0,552.4572,0.038846754,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250558e-05
529345,31847100,2020-01-04 14:25:00,272.3656,133.18979,7.6520199138859,3816.80691286631,0.0,552.6211,0.039280392,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250549e-05
529350,31847400,2020-01-04 14:30:00,272.31705,130.0,7.6520199138859,3816.80691286631,0.0,552.60034,0.039226953,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250541e-05
529355,31847700,2020-01-04 14:35:00,272.26755,126.11906,7.6520199138859,3816.80691286631,0.0,552.75305,0.039629593,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250532e-05
529360,31848000,2020-01-04 14:40:00,272.21835,121.43218,7.6520199138859,3816.80691286631,0.0,552.7312,0.03957353,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250527e-05
529365,31848300,2020-01-04 14:45:00,272.17075,116.079216,7.6520199138859,3816.80691286631,0.0,552.875,0.039951395,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250521e-05
529370,31848600,2020-01-04 14:50:00,272.12598,110.199974,7.6520199138859,3816.80691286631,0.0,552.8553,0.039900992,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250516e-05
529375,31848900,2020-01-04 14:55:00,272.0853,103.9343,7.6520199138859,3816.80691286631,0.0,552.99146,0.040257555,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.025051e-05
529380,31849200,2020-01-04 15:00:00,272.05,97.42202,7.6520199138859,3816.80691286631,0.0,552.977,0.040220965,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250507e-05
529385,31849500,2020-01-04 15:05:00,272.02786,90.802956,7.6520199138859,3816.80691286631,0.0,553.1133,0.04057662,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250503e-05
529390,31849800,2020-01-04 15:10:00,272.02316,84.21695,7.6520199138859,3816.80691286631,0.0,553.1167,0.040587015,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.02505e-05
529395,31850100,2020-01-04 15:15:00,272.0319,77.80382,7.6520199138859,3816.80691286631,0.0,553.2637,0.040968467,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250498e-05
529400,31850400,2020-01-04 15:20:00,272.05,71.70339,7.6520199138859,3816.80691286631,0.0,553.2817,0.0410164,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250494e-05
529405,31850700,2020-01-04 15:25:00,272.0735,66.05551,7.6520199138859,3816.80691286631,0.0,553.43256,0.041405216,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250492e-05
529410,31851000,2020-01-04 15:30:00,272.0983,61.0,7.6520199138859,3816.80691286631,0.0,553.45355,0.04146057,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.025049e-05
529415,31851300,2020-01-04 15:35:00,272.12042,56.286053,7.6520199138859,3816.80691286631,0.0,553.5985,0.041831043,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250489e-05
529420,31851600,2020-01-04 15:40:00,272.13586,51.594215,7.6520199138859,3816.80691286631,0.0,553.61395,0.041871652,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250487e-05
529425,31851900,2020-01-04 15:45:00,272.14056,46.96135,7.6520199138859,3816.80691286631,0.0,553.74457,0.042202808,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250485e-05
529430,31852200,2020-01-04 15:50:00,272.1305,42.4243,7.6520199138859,3816.80691286631,0.0,553.7435,0.042201076,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250485e-05
529435,31852500,2020-01-04 15:55:00,272.10165,38.019928,7.6520199138859,3816.80691286631,0.0,553.8494,0.04246753,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250483e-05
529440,31852800,2020-01-04 16:00:00,272.05,33.785088,7.6520199138859,3816.80691286631,0.0,553.82056,0.042395577,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250481e-05
529445,31853100,2020-01-04 16:05:00,271.96945,29.75663,7.6520199138859,3816.80691286631,0.0,553.8877,0.042563535,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250481e-05
529450,31853400,2020-01-04 16:10:00,271.8601,25.97141,7.6520199138859,3816.80691286631,0.0,553.82,0.04239368,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250481e-05
529455,31853700,2020-01-04 16:15:00,271.72726,22.466284,7.6520199138859,3816.80691286631,0.0,553.8449,0.04245536,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.025048e-05
529460,31854000,2020-01-04 16:20:00,271.57626,19.278103,7.6520199138859,3816.80691286631,0.0,553.7497,0.042215478,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.025048e-05
529465,31854300,2020-01-04 16:25:00,271.41238,16.443724,7.6520199138859,3816.80691286631,0.0,553.7453,0.042203464,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.025048e-05
529470,31854600,2020-01-04 16:30:00,271.2409,14.0,7.6520199138859,3816.80691286631,0.0,553.6364,0.041927192,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250478e-05
529475,31854900,2020-01-04 16:35:00,271.06717,11.845583,7.6520199138859,3816.80691286631,0.0,553.6113,0.041862395,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250478e-05
529480,31855200,2020-01-04 16:40:00,270.89645,9.857253,7.6520199138859,3816.80691286631,0.0,553.5066,0.041595027,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250478e-05
529485,31855500,2020-01-04 16:45:00,270.7341,8.0390625,7.6520199138859,3816.80691286631,0.0,553.4834,0.041534845,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250478e-05
529490,31855800,2020-01-04 16:50:00,270.58536,6.3950615,7.6520199138859,3816.80691286631,0.0,553.39404,0.041305576,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250478e-05
529495,31856100,2020-01-04 16:55:00,270.45557,4.9293017,7.6520199138859,3816.80691286631,0.0,553.3885,0.041290816,5.80072658772874,2893.38679052745,0.0,380.45093,0.00041836497,3.44106566200215,1716.39427944026,0.0,351.39575,351.39575,5.80072658772874,2893.38679052745,0.0,397.9729,0.3755407,3.44106566200215,1716.39427944026,0.0,340.01642,3.0250476e-05
529500,31856400,2020-01-04 17:00:00,270.35,3.6458333,2.41642734122713,1900.28490494726,0.0,553.32623,0.041130695,1.83180839612487,1440.53900753498,0.0,380.45093,0.00041836497,1.08665231431647,854.546277717976,0.0,351.39575,351.39575,1.83180839612487,1440.53900753498,0.0,397.9729,0.3755407,1.08665231431647,854.546277717976,0.0,340.01642,3.0250476e-05
529505,31856700,2020-01-04 17:05:00,270.25833,2.5487075,2.41642734122713,1900.28490494726,0.0,543.504,0.018720882,1.83180839612487,1440.53900753498,0.0,380.45093,0.00041836497,1.08665231431647,854.546277717976,0.0,351.39575,351.39575,1.83180839612487,1440.53900753498,0.0,397.9729,0.3755407,1.08665231431647,854.546277717976,0.0,340.01642,3.0250476e-05
529510,31857000,2020-01-04 17:10:00,270.16666,1.6419753,2.41642734122713,1900.28490494726,0.0,540.83527,0.015301255,1.83180839612487,1440.53900753498,0.0,380.45093,0.00041836497,1.08665231431647,854.546277717976,0.0,351.39575,351.39575,1.83180839612487,1440.53900753498,0.0,397.9729,0.3755407,1.08665231431647,854.546277717976,0.0,340.01642,3.0250476e-05
529515,31857300,2020-01-04 17:15:00,270.075,0.9296875,2.41642734122713,1900.28490494726,0.0,540.16656,0.014579209,1.83180839612487,1440.53900753498,0.0,380.45093,0.00041836497,1.08665231431647,854.546277717976,0.0,351.39575,351.39575,1.83180839612487,1440.53900753498,0.0,397.9729,0.3755407,1.08665231431647,854.546277717976,0.0,340.01642,3.0250476e-05
529520,31857600,2020-01-04 17:20:00,269.98334,0.41589507,2.41642734122713,1900.28490494726,0.0,540.1165,0.014588762,1.83180839612487,1440.53900753498,0.0,380.45093,0.00041836497,1.08665231431647,854.546277717976,0.0,351.39575,351.39575,1.83180839612487,1440.53900753498,0.0,397.9729,0.3755407,1.08665231431647,854.546277717976,0.0,340.01642,3.0250476e-05
529525,31857900,2020-01-04 17:25:00,269.89166,0.10464892,2.41642734122713,1900.28490494726,0.0,538.9355,0.013326197,1.83180839612487,1440.53900753498,89.0291,380.45093,0.00041836497,1.08665231431647,854.546277717976,0.0,351.39575,351.39575,1.83180839612487,1440.53900753498,80.89837,397.9729,0.3755407,1.08665231431647,854.546277717976,0.0,340.01642,3.0250476e-05
529530,31858200,2020-01-04 17:30:00,269.8,0.0,2.41642734122713,1900.28490494726,0.0,538.771,0.013155671,1.83180839612487,1440.53900753498,93.117455,380.45093,0.00041836497,1.08665231431647,854.546277717976,0.0,351.39575,351.39575,1.83180839612487,1440.53900753498,83.96756,397.9729,0.3755407,1.08665231431647,854.546277717976,0.0,340.01642,3.0250476e-05
529535,31858500,2020-01-04 17:35:00,269.70834,0.0,2.41642734122713,1900.28490494726,0.0,537.7357,0.012157826,1.83180839612487,1440.53900753498,132.10103,380.45093,0.00041836497,1.08665231431647,854.546277717976,24.469315,351.39575,375.86505,1.83180839612487,1440.53900753498,119.6047,397.9729,0.3755407,1.08665231431647,854.546277717976,43.80267,340.01642,3.0250476e-05
529540,31858800,2020-01-04 17:40:00,269.61667,0.0,2.41642734122713,1900.28490494726,0.0,537.3972,0.01184213,1.83180839612487,1440.53900753498,132.38054,380.45093,0.00041836497,1.08665231431647,854.546277717976,31.387266,351.39575,382.78302,1.83180839612487,1440.53900753498,119.779526,397.9729,0.3755407,1.08665231431647,854.546277717976,42.998543,340.01642,3.0250476e-05
529545,31859100,2020-01-04 17:45:00,269.525,0.0,2.41642734122713,1900.28490494726,0.0,536.2346,0.010843098,1.83180839612487,1440.53900753498,181.87138,380.45093,0.00041836497,1.08665231431647,854.546277717976,60.404724,351.39575,411.80048,1.83180839612487,1440.53900753498,166.55136,397.9729,0.3755407,1.08665231431647,854.546277717976,72.618996,340.01642,3.0250476e-05
529550,31859400,2020-01-04 17:50:00,269.43332,0.0,2.41642734122713,1900.28490494726,0.0,536.14374,0.0107634235,1.83180839612487,1440.53900753498,183.4302,380.45093,0.00041836497,1.08665231431647,854.546277717976,60.440067,351.39575,411.83582,1.83180839612487,1440.53900753498,167.8844,397.9729,0.3755407,1.08665231431647,854.546277717976,72.682594,340.01642,3.0250476e-05
529555,31859700,2020-01-04 17:55:00,269.34167,0.0,2.41642734122713,1900.28490494726,0.0,535.00977,0.009879913,1.83180839612487,1440.53900753498,223.99771,380.45093,0.00041836497,1.08665231431647,854.546277717976,86.528694,351.39575,437.92444,1.83180839612487,1440.53900753498,205.36313,397.9729,0.3755407,1.08665231431647,854.546277717976,101.03932,340.01642,3.0250474e-05
529560,31860000,2020-01-04 18:00:00,269.25,0.0,0.805475780409042,1223.87663044909,0.0,534.9634,0.00984065,0.610602798708289,927.777735844995,225.51831,380.45093,0.00041836497,0.36221743810549,550.369692572659,86.61378,351.39575,438.00952,0.610602798708289,927.777735844995,206.65083,397.9729,0.3755407,0.36221743810549,550.369692572659,101.1631,340.01642,3.0250474e-05
529565,31860300,2020-01-04 18:05:00,269.15833,0.0,0.805475780409042,1223.87663044909,0.0,518.10333,0.0026065423,0.610602798708289,927.777735844995,417.29248,380.45267,0.0004184643,0.36221743810549,550.369692572659,211.49246,351.39575,562.8882,0.610602798708289,927.777735844994,396.50034,397.9797,0.3755407,0.36221743810549,550.369692572659,225.72366,340.01642,3.0250474e-05
529570,31860600,2020-01-04 18:10:00,269.06668,0.0,0.805475780409042,1223.87663044909,0.0,518.09247,0.0026186148,0.610602798708289,927.777735844995,421.51648,380.45267,0.00041846262,0.36221743810549,550.369692572659,211.48112,351.39575,562.8769,0.610602798708289,927.777735844995,400.1958,397.97974,0.3755407,0.36221743810549,550.369692572659,225.78583,340.01642,3.0250474e-05
529575,31860900,2020-01-04 18:15:00,268.975,0.0,0.805475780409042,1223.87663044909,0.0,518.0916,0.0026195396,0.610602798708289,927.777735844995,470.6947,380.4527,0.00041846183,0.36221743810549,550.369692572659,245.50594,351.39575,596.9017,0.610602798708289,927.777735844994,446.94122,397.97974,0.3755407,0.36221743810549,550.369692572659,259.84308,340.01642,3.0250474e-05
529580,31861200,2020-01-04 18:20:00,268.88333,0.0,0.805475780409042,1223.87663044909,0.0,518.09155,0.002619586,0.610602798708289,927.777735844995,472.44043,380.4527,0.0004184615,0.36221743810549,550.369692572659,245.61067,351.39575,597.0064,0.610602798708289,927.777735844995,448.4593,397.97974,0.3755407,0.36221743810549,550.369692572659,259.9839,340.01642,3.0250474e-05
529585,31861500,2020-01-04 18:25:00,268.79166,0.0,0.805475780409042,1223.87663044909,0.0,518.09155,0.0026195904,0.610602798708289,927.777735844995,505.65555,380.4527,0.00041846134,0.36221743810549,550.369692572659,269.50027,351.39575,620.89606,0.610602798708289,927.777735844994,479.3534,397.97974,0.3755407,0.36221743810549,550.369692572659,283.97147,340.01642,3.0250474e-05
529590,31861800,2020-01-04 18:30:00,268.7,0.0,0.805475780409042,1223.87663044909,0.0,518.09155,0.0026195906,0.610602798708289,927.777735844995,507.143,380.4527,0.00041846128,0.36221743810549,550.369692572659,269.6382,351.39575,621.03394,0.610602798708289,927.777735844994,480.635,397.97974,0.3755407,0.36221743810549,550.369692572659,284.142,340.01642,3.0250474e-05
529595,31862100,2020-01-04 18:35:00,268.60834,0.0,0.805475780409042,1223.87663044909,0.0,518.09155,0.0026195906,0.610602798708289,927.777735844995,542.4672,380.4527,0.00041846125,0.36221743810549,550.369692572659,293.43805,351.39575,644.8338,0.610602798708289,927.777735844994,513.69775,397.97974,0.3755407,0.36221743810549,550.369692572659,308.12735,340.0133,3.0230485e-05
529600,31862400,2020-01-04 18:40:00,268.51666,0.0,0.805475780409042,1223.87663044909,0.0,518.09155,0.0026195906,0.610602798708289,927.777735844995,543.9028,380.4527,0.00041846122,0.36221743810549,550.369692572659,293.5936,351.39575,644.9893,0.610602798708289,927.777735844995,514.9446,397.97974,0.3755407,0.36221743810549,550.369692572659,308.31168,340.0133,3.0230573e-05
529605,31862700,2020-01-04 18:45:00,268.425,0.0,0.805475780409042,1223.87663044909,0.0,518.09155,0.0026195906,0.610602798708289,927.777735844995,574.97217,380.4527,0.00041846122,0.36221743810549,550.369692572659,314.32355,351.3947,665.71826,0.610602798708289,927.777735844994,543.75415,397.97974,0.3755407,0.36221743810549,550.369692572659,329.1874,340.0133,3.0230653e-05
