,ener_tot,tdis_tot,idis_tot,cost_tot,emis_tot,episodes,scores,total_cost,energy_total_cost,tdisc_total_cost,day_no,DR_start_time,DR_end_time
0,0.26714957607606893,9.163886691559993,0.0,0.042993745610831496,0.06915177872265181,6,-1453.7641919283283,472.77246794066014,13.414027974000042,452.18666666666064,164,17.492607216046796,19.890805721223046
