,ener_tot,tdis_tot,idis_tot,cost_tot,emis_tot,episodes,scores,total_cost,energy_total_cost,tdisc_total_cost,day_no,DR_start_time,DR_end_time
0,0.11455908834335461,1.2488196861211527,0.0,0.00847737253740824,0.029953359814988527,26,-406.69665146666733,124.75278748400076,5.753932783999996,114.76800000000111,209,16.52243661219852,18.75457085282761
