,ener_tot,tdis_tot,idis_tot,cost_tot,emis_tot,episodes,scores,total_cost,energy_total_cost,tdisc_total_cost,day_no,DR_start_time,DR_end_time
0,0.14918166833634783,5.9393729296337465,0.0,0.01103944345688974,0.03900600340049854,66,-769.2386184000075,401.8530736780092,7.497664178000009,385.96400000000887,192,16.841953438937605,19.841771292189144
1,0.15211113804748666,2.762212234007463,0.0,0.011256224215514013,0.039771961488972996,67,-568.791011900005,194.15861845000663,7.645559050000011,173.98800000000668,192,17.175173026403467,19.359099402640023
2,0.23472910037875544,6.727531135105675,0.0,0.017369953428027905,0.06137378801078132,68,-951.0450099000037,372.6597801980061,11.803780198000036,360.8560000000057,186,17.403995562425887,19.978156913605105
3,0.25016633129947197,7.612286777568292,0.0,0.01851230851616092,0.06541010620257241,69,-1004.4810805000066,388.01298161000716,12.580981610000023,375.4320000000068,204,17.38089932398725,19.397734152472914
4,0.2562514212438812,7.005334294633061,0.0,0.018962605172047207,0.06700115315700667,70,-1021.7053654000056,390.2408610020066,12.887030702000018,358.9680000000066,204,17.263109791770383,19.646637650437057
5,0.15368785950817748,4.824430002820545,0.0,0.011372901603605136,0.04018422127493197,71,-698.2229446900026,298.45111834000426,7.723118340000007,290.72800000000416,184,16.707589395989093,18.944143819128005
6,0.2928718856640658,10.465020009121657,0.0,0.021672519539140872,0.07657617652033989,72,-1225.4776643000098,503.6752765740089,14.730660974000022,478.92400000000873,199,17.415842489457958,20.390950654073503
7,0.19561273708500942,7.1203548693599465,0.0,0.014475342544290701,0.0511461707930213,73,-896.0520619000056,414.2469758580071,9.832756858000035,395.04800000000705,170,16.940201345761228,19.660729163196834
8,0.1001622665899189,2.0865725256373864,0.0,0.007412007727653993,0.02618907372988607,74,-395.7129252666696,149.1439953540032,5.031995353999995,144.11200000000323,209,17.323138176625193,19.895304452367114
9,0.15926504225829402,6.585239708332461,0.0,0.011785613127113754,0.04164246753093824,75,-763.6983700000044,371.625088148006,8.001495548000022,354.7920000000058,177,16.64061771072371,18.999518578978986
10,0.26197083156633877,9.928682286927557,0.0,0.019385841535909068,0.06849658715351918,76,-1083.1187591000053,437.4842151820049,13.176215182000021,424.30800000000494,214,17.018161877458617,20.017788752147617
11,0.12668255199022288,3.3395286818883867,0.0,0.009374508847276497,0.033123238993235674,77,-570.0114485800061,253.5048551700071,6.364855170000018,247.14000000000695,221,17.43325569872101,20.287818374499537
12,0.2084242997853044,8.262383060272523,0.0,0.015423398184112523,0.05449596479805086,78,-939.586001336673,426.28353624400717,10.475536244000025,415.808000000007,207,17.090481577235977,19.702196277426026
