,ener_tot,tdis_tot,idis_tot,cost_tot,emis_tot,episodes,scores,total_cost,energy_total_cost,tdisc_total_cost,day_no,DR_start_time,DR_end_time
0,0.14918166833634783,5.9393729296337465,0.0,0.01103944345688974,0.03900600340049854,66,-769.2386184000075,401.8530736780092,7.497664178000009,385.96400000000887,192,16.841953438937605,19.841771292189144
1,0.15211113804748666,2.762212234007463,0.0,0.011256224215514013,0.039771961488972996,67,-568.791011900005,194.15861845000663,7.645559050000011,173.98800000000668,192,17.175173026403467,19.359099402640023
