,ener_tot,tdis_tot,idis_tot,cost_tot,emis_tot,episodes,scores,total_cost,energy_total_cost,tdisc_total_cost,day_no,DR_start_time,DR_end_time
0,0.17132966137727723,7.051366840680359,0.0,0.012678394941918518,0.04479696083851924,51,-891.798181281672,457.16917344000694,8.609173440000026,448.560000000007,232,16.547923202800376,19.205719818721363
1,0.10295208925826876,1.5215608679777173,0.0,0.007618454605111884,0.02691851879979302,52,-385.39597996666805,131.9750059880011,5.171832987999993,123.76000000000148,209,16.805832596435362,19.305523387476914
2,0.16218345447523413,7.716494966716289,0.0,0.01200157563116733,0.04240553445549741,53,-898.5806296000068,499.1751325920085,8.151132592000032,491.0240000000084,178,16.62135990777915,18.630014627961977
3,0.1783489520639099,3.0059839803751176,0.0,0.013197822452729336,0.04663226995823349,54,-777.6642122766735,241.30494552800724,8.964945528000039,232.34000000000697,158,16.960568289444137,19.226590634471766
4,0.1651833457498879,4.160885821085167,0.0,0.012223567585491712,0.04318990542121454,55,-834.9648225033419,358.092241926009,8.304241926000044,349.78800000000933,158,16.781734254871814,19.435804528762517
5,0.15883662220634082,4.326449085176906,0.0,0.011753910043269223,0.04153045005459757,56,-623.3474143766679,211.46164441400222,7.981644414000009,203.4800000000022,184,17.123678002331662,19.398902160061578
6,0.24649293860308338,9.240435597304634,0.0,0.01824047745662817,0.06444963720122268,57,-1046.5601053000066,439.1062286900073,12.39701789000002,416.6280000000073,204,17.253883178881622,20.196649972751988
7,0.14833526414025006,5.723171716645323,0.0,0.01097680954637851,0.038784697087736644,58,-681.6757184766697,305.0025034780045,7.454503478000009,297.54800000000404,184,16.78993433768711,19.523470091912856
8,0.16853503743248352,7.262183895503927,0.0,0.012471592770003783,0.04406626039583504,59,-911.6294757450022,431.5766703760035,8.468670376000022,423.10800000000336,156,16.67490130731401,18.85208275144873
9,0.20826307594888302,7.979135140306159,0.0,0.015411467620217348,0.05445381017153529,60,-919.1596797366714,406.24364981200625,10.467649812000028,395.776000000006,207,17.152886272692683,19.65134624064921
10,0.14949042876784255,6.4229412648503965,0.0,0.011062291728820351,0.039086733898924614,61,-720.8536568666748,352.63464367200885,7.514643672000014,345.1200000000086,240,17.146472803683597,19.83337872823889
