senHouDec_y,senTemOA_y,senTemRoom_y,senTemRoom1_y,senTemRoom2_y,senTemRoom3_y,senTemRoom4_y,maxTemp_y,minTemp_y,meanTemp_y,senCCPow_y,senCCPow1_y,senCCPow2_y,senCCPow3_y,senCCPow4_y,senFanPow_y,senFanPow1_y,senFanPow2_y,senFanPow3_y,senFanPow4_y,senHeaPow_y,senHeaPow1_y,senHeaPow2_y,senHeaPow3_y,senHeaPow4_y,senPowCor_y,senPowPer1_y,senPowPer2_y,senPowPer3_y,senPowPer4_y,senPowTot_y,time,start_time,dr_start_time,dr_end_time,state,reward,action,thermal_discomfort_Z0,thermal_discomfort_Z1,thermal_discomfort_Z2,thermal_discomfort_Z3,thermal_discomfort_Z4,hvac_energy_Z0,hvac_energy_Z1,hvac_energy_Z2,hvac_energy_Z3,hvac_energy_Z4,power_pen,dr_power_limit,rewards_tdisc_Z0,rewards_tdisc_Z1,rewards_tdisc_Z2,rewards_tdisc_Z3,rewards_tdisc_Z4,rewards_energy_Z0,rewards_energy_Z1,rewards_energy_Z2,rewards_energy_Z3,rewards_energy_Z4,UpperSetp[core_zn],LowerSetp[core_zn],UpperSetp[perimeter_zn_1],LowerSetp[perimeter_zn_1],UpperSetp[perimeter_zn_2],LowerSetp[perimeter_zn_2],UpperSetp[perimeter_zn_3],LowerSetp[perimeter_zn_3],UpperSetp[perimeter_zn_4],LowerSetp[perimeter_zn_4],s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s1_n,s2_n,s3_n,s4_n,s5_n,s6_n,s7_n,s8_n,s9_n,s10_n,s11_n,s12_n,price,plug_power,pow_sold,tot_building_power,score,net_grid_energy,net_grid_power,mod_reward,r_tdisc,r_energy,r_ppen,r_energy_sold,act_02,act_01,cur_soc,pv_pow,batt_pow_prov,cost_tdisc,cost_energy,cost_ppen,cost_energy_sold
0.0,270.34999999999997,293.1499999999999,293.15,293.15000000000003,293.15,293.14999999999986,293.15000000000003,293.14999999999986,293.15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259200.0,259200,15.0,17.70597076145224,"[293.15 293.15 293.15 293.15 293.15   0.    -2.8   -2.8    0.     0.
   0.     0.  ]",-1.1666666666666666e-05,"[289.04969515800474, 289.04969515800474, 289.04969515800474, 289.04969515800474, 289.04969515800474, 0.15, 0.15, 0.15, 0.15, 0.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,12000,0,0,0,0,0,-1.6666666666666667e-06,-2.5e-06,-2.5e-06,-2.5e-06,-2.5e-06,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,293.15,293.15,293.15,293.15,293.15,0.0,-2.8,-2.8,0.0,0.0,0.0,0.0,0.11111145,0.11111145,0.11111145,0.11111145,0.11111145,0.0,0.49142858,0.49142858,0.0,0.0,0.0,0.0,"{'energy': 0.1279, 't_disc': 0.8, 'dr_price': 7.89}",8456.037536666667,17487.812913105692,8456.16543109634,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.7847543358802795,-0.8800406455993652,12.320500757268345,0.0,25943.97834420203,0.0,0.0,0.0,0.18639093929885153
0.08333333333333333,270.34999999999997,294.07819215288725,293.4317951964925,293.41956957258265,293.45268918187276,293.41634857711955,294.07819215288725,293.41634857711955,293.5597189361909,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148948488157,0.026255983955635505,0.02702382480957974,0.02541420142821529,0.027630270531147968,0.0,0.0,0.0,0.0,0.0,0.021570148948488157,0.026255983955635505,0.02702382480957974,0.02541420142821529,0.027630270531147968,0.12789442967306666,259500.0,259200,15.0,17.70597076145224,"[ 2.9407819e+02  2.9343179e+02  2.9341956e+02  2.9345270e+02
  2.9341635e+02  8.3333336e-02 -2.8000000e+00 -2.8000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00]",-1.1666666666666666e-05,"[289.04969515800474, 289.04969515800474, 289.04969515800474, 289.04969515800474, 289.04969515800474, 0.15, 0.15, 0.15, 0.15, 0.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,12000,0,0,0,0,0,-1.6666666666666667e-06,-2.5e-06,-2.5e-06,-2.5e-06,-2.5e-06,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,294.0782,293.4318,293.41956,293.4527,293.41635,0.083333336,-2.8,-2.8,0.0,0.0,0.0,0.0,0.16267768,0.12676674,0.12608753,0.12792751,0.1259086,0.0034722222,0.49142858,0.49142858,0.0,0.0,0.0,0.0,"{'energy': 0.1279, 't_disc': 0.8, 'dr_price': 7.89}",8456.037536666667,17487.81291310604,8456.165431095991,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.7847543358802795,-0.8800406455993652,10.044713183215535,0.0,25943.97834420203,0.0,0.0,0.0,0.18639093929885522
0.16666666666666666,270.34999999999997,294.99635066307354,293.70441068848294,293.67354995131825,293.74624205702764,293.66690834797214,294.99635066307354,293.66690834797214,293.95749234157495,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148912390726,0.02625598385553502,0.027023824686694137,0.02541420134245153,0.02763027052679576,0.0,0.0,0.0,0.0,0.0,0.021570148912390726,0.02625598385553502,0.027023824686694137,0.02541420134245153,0.02763027052679576,0.12789442932386716,259800.0,259200,15.0,17.70597076145224,"[ 2.9499634e+02  2.9370441e+02  2.9367355e+02  2.9374625e+02
  2.9366690e+02  1.6666667e-01 -2.8000000e+00 -2.8000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00]",-50.90011,"[300.28077440857885, 300.28077440857885, 300.28077440857885, 300.28077440857885, 300.28077440857885, 0.15, 0.15, 0.15, 0.15, 0.15]",0,0,0,0,0,1.1986691666666667,0.9684866666666667,0.8475566666666666,0.9919308333333333,0.8318266666666667,46.06164,12000,0,0,0,0,0,-1.1986691666666667,-0.9684866666666667,-0.8475566666666666,-0.9919308333333333,-0.8318266666666667,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,294.99634,293.7044,293.67355,293.74625,293.6669,0.16666667,-2.8,-2.8,0.0,0.0,0.0,0.0,0.21368648,0.14191204,0.14019756,0.14423601,0.13982858,0.0069444445,0.49142858,0.49142858,0.0,0.0,0.0,0.0,"{'energy': 0.1279, 't_disc': 0.8, 'dr_price': 7.89}",8456.037536666667,0.0,66517.66579359837,0.0,7823.998543741727,93887.98252490073,-1.000689413744567,-0.0,-1.000689413744567,0.0,0.0,0.6190904974937439,0.6174365878105164,12.211529924443639,0.0,-27370.316731302362,0.0,1.000689413744567,0.0,0.0
0.25,270.34999999999997,299.08058279204784,297.6969045431534,298.81770113265094,297.8903210597891,298.67290213321286,299.08058279204784,297.6969045431534,298.4316823321708,-0.0,-0.0,-0.0,-0.0,-0.0,348.79937204873033,305.03684386803826,297.65519762105697,315.54969867648003,290.2571447174013,14035.23,11316.8,9873.02,11587.62,9691.66,14384.02937204873,11621.836843868037,10170.675197621058,11903.16969867648,9981.917144717401,58061.62825693171,260100.0,259200,15.0,17.70597076145224,"[ 2.9908060e+02  2.9769690e+02  2.9881769e+02  2.9789032e+02
  2.9867291e+02  2.5000000e-01 -2.8000000e+00 -2.8000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00]",-50.78842916666667,"[300.28077440857885, 300.28077440857885, 300.28077440857885, 300.28077440857885, 300.28077440857885, 0.15, 0.15, 0.15, 0.15, 0.15]",0,0,0,0,0,0.943265,1.0328608333333333,0.9028916666666666,1.0585174999999998,0.8923441666666665,45.95855,12000,0,0,0,0,0,-0.943265,-1.0328608333333333,-0.9028916666666666,-1.0585174999999998,-0.8923441666666665,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,299.0806,297.6969,298.8177,297.89032,298.6729,0.25,-2.8,-2.8,0.0,0.0,0.0,0.0,0.44058827,0.36371726,0.42598373,0.37446263,0.41793934,0.010416667,0.49142858,0.49142858,0.0,0.0,0.0,0.0,"{'energy': 0.1279, 't_disc': 0.8, 'dr_price': 7.89}",8456.037536666667,0.0,66414.5839323431,-1.000689413744567,7815.408388637121,93784.90066364546,-0.9995907329066879,-0.0,-0.9995907329066879,0.0,0.0,0.6190904974937439,0.6174365878105164,14.378346665671742,0.0,-27370.316731302362,0.0,0.9995907329066879,0.0,0.0
0.3333333333333333,270.34999999999997,300.20982210818465,300.119095363907,299.9673690421243,300.1668425445334,299.66892159063275,300.20982210818465,299.66892159063275,300.0264101298764,1012.0585698330832,772.4907809093332,664.0197821239719,799.0432309033778,726.2171431602641,348.7993345553595,305.03689954824233,297.65522445046037,315.54971725515884,290.25716232075274,9958.31855061642,11316.8,9873.02,11587.62,9691.66,11319.176455004863,12394.327680457574,10834.695006574433,12702.212948158538,10708.134305481017,57958.54639567642,260400.0,259200,15.0,17.70597076145224,"[300.2098     300.1191     299.96738    300.16684    299.6689
   0.33333334  -2.8         -2.8          0.           0.
   0.           0.        ]",-1.1666666666666666e-05,"[293.61506635844705, 293.61506635844705, 293.61506635844705, 293.61506635844705, 293.61506635844705, 0.15, 0.15, 0.15, 0.15, 0.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,12000,0,0,0,0,0,-1.6666666666666667e-06,-2.5e-06,-2.5e-06,-2.5e-06,-2.5e-06,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,300.2098,300.1191,299.96738,300.16684,299.6689,0.33333334,-2.8,-2.8,0.0,0.0,0.0,0.0,0.5033238,0.49828342,0.4898542,0.50093603,0.47327375,0.013888889,0.49142858,0.49142858,0.0,0.0,0.0,0.0,"{'energy': 0.1279, 't_disc': 0.8, 'dr_price': 7.89}",8456.037536666667,0.0,8456.165431261814,-2.0002801466512548,1916.4510373139171,22997.412447767005,-0.24511408767245005,-0.0,-0.24511408767245005,0.0,0.0,0.32890915870666504,-0.27132448554039,15.52952872114507,0.0,-14541.247016505193,0.0,0.24511408767245005,0.0,0.0
0.4166666666666667,270.34999999999997,297.66476750269703,295.1662184153463,295.33830585109115,295.24520787874616,294.8778898093506,297.66476750269703,294.8778898093506,295.65847789144624,-0.0,-0.0,-0.0,-0.0,-0.0,0.02157014913281555,0.026256112636778593,0.027023825032054038,0.025414237123875694,0.027630271222124254,0.0,0.0,0.0,0.0,0.0,0.02157014913281555,0.026256112636778593,0.027023825032054038,0.025414237123875694,0.027630271222124254,0.12789459514764812,260700.0,259200,15.0,17.70597076145224,"[297.66476    295.16623    295.33832    295.2452     294.8779
   0.41666666  -2.8         -2.8          0.           0.
   0.           0.        ]",-21.708501666666667,"[293.61506635844705, 293.61506635844705, 293.61506635844705, 293.61506635844705, 293.61506635844705, 0.15, 0.15, 0.15, 0.15, 0.15]",0,0,0,0,0,1.6666666666666667e-06,0.39186999999999994,0.8475558333333333,0.5217075,0.8318266666666667,19.11554,12000,0,0,0,0,0,-1.6666666666666667e-06,-0.39186999999999994,-0.8475558333333333,-0.5217075,-0.8318266666666667,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,297.66476,295.16623,295.33832,295.2452,294.8779,0.41666666,-2.8,-2.8,0.0,0.0,0.0,0.0,0.36193186,0.22312358,0.232684,0.22751188,0.20710532,0.017361112,0.49142858,0.49142858,0.0,0.0,0.0,0.0,"{'energy': 0.1279, 't_disc': 0.8, 'dr_price': 7.89}",8456.037536666667,0.0,39571.57812756254,-2.245394234323705,4509.402095338978,54112.825144067734,-0.5767525279938553,-0.0,-0.5767525279938553,0.0,0.0,0.32890915870666504,-0.27132448554039,16.680710776618398,0.0,-14541.247016505193,0.0,0.5767525279938553,0.0,0.0
0.5,270.34999999999997,296.01736533242536,293.57620897045774,293.50998295028666,293.56376208399695,293.48600155689456,296.01736533242536,293.48600155689456,294.0306641788123,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148912390726,305.0278386805335,297.6477870162052,315.54943798032076,290.2567060605618,0.0,4397.412883974252,9873.02,5944.944367035089,9691.66,0.021570148912390726,4702.440722654785,10170.667787016206,6260.49380501541,9981.916706060561,31115.540590895875,261000.0,259200,15.0,17.70597076145224,"[296.01736 293.5762  293.50998 293.56375 293.486     0.5      -2.8
  -2.8       0.        0.        0.        0.     ]",-1.1666666666666666e-05,"[289.5714116334915, 289.5714116334915, 289.5714116334915, 289.5714116334915, 289.5714116334915, 0.15, 0.15, 0.15, 0.15, 0.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,12000,0,0,0,0,0,-1.6666666666666667e-06,-2.5e-06,-2.5e-06,-2.5e-06,-2.5e-06,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,296.01736,293.5762,293.50998,293.56375,293.486,0.5,-2.8,-2.8,0.0,0.0,0.0,0.0,0.27040952,0.13478972,0.1311105,0.13409823,0.1297782,0.020833334,0.49142858,0.49142858,0.0,0.0,0.0,0.0,"{'energy': 0.1279, 't_disc': 0.8, 'dr_price': 7.89}",8456.037536666667,0.0,8456.165431078954,-2.8221467623175602,1060.5168997221742,12726.20279666609,-0.1356401114744661,-0.0,-0.1356401114744661,0.0,0.0,0.09658417850732803,-0.8104784488677979,17.018755401394046,0.0,-4270.037365587134,0.0,0.13564011147446609,0.0,0.0
0.5833333333333334,270.34999999999997,295.1562398982491,292.44077962485557,291.627096359899,292.5483853010138,291.94879581720807,295.1562398982491,291.627096359899,292.74425940024514,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148911878702,0.026255832023642987,0.027024191910418684,0.025413957677919357,0.027630281763416788,0.0,0.0,0.0,0.0,0.0,0.021570148911878702,0.026255832023642987,0.027024191910418684,0.025413957677919357,0.027630281763416788,0.12789441228727652,261300.0,259200,15.0,17.70597076145224,"[295.15625   292.44077   291.6271    292.54837   291.9488      0.5833333
  -2.8        -2.8         0.          0.          0.          0.       ]",-1.1666666666666666e-05,"[289.5714116334915, 289.5714116334915, 289.5714116334915, 289.5714116334915, 289.5714116334915, 0.15, 0.15, 0.15, 0.15, 0.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,12000,0,0,0,0,0,-1.6666666666666667e-06,-2.5e-06,-2.5e-06,-2.5e-06,-2.5e-06,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,295.15625,292.44077,291.6271,292.54837,291.9488,0.5833333,-2.8,-2.8,0.0,0.0,0.0,0.0,0.22256923,0.07171032,0.026505692,0.07768841,0.044377886,0.024305556,0.49142858,0.49142858,0.0,0.0,0.0,0.0,"{'energy': 0.1279, 't_disc': 0.8, 'dr_price': 7.89}",8456.037536666667,0.0,8456.165431111152,-2.9577868737920263,1060.5168997248572,12726.202796698286,-0.13564011147480926,-0.0,-0.13564011147480926,0.0,0.0,0.09658417850732803,-0.8104784488677979,17.356800026169694,0.0,-4270.037365587134,0.0,0.13564011147480926,0.0,0.0
0.6666666666666666,270.34999999999997,294.29691027524404,292.2844253757514,291.4275811043607,292.4429506642682,291.75413694082164,294.29691027524404,291.4275811043607,292.4412008720892,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148911878702,0.026255986620714825,0.027023824602210256,0.025414213816342734,0.027630270534732125,0.0,0.0,0.0,0.0,0.0,0.021570148911878702,0.026255986620714825,0.027023824602210256,0.025414213816342734,0.027630270534732125,0.12789444448587864,261600.0,259200,15.0,17.70597076145224,"[294.2969    292.28442   291.42758   292.44296   291.75415     0.6666667
  -2.8        -2.8         0.          0.          0.          0.       ]",-50.90011,"[299.2878438770771, 299.2878438770771, 299.2878438770771, 299.2878438770771, 299.2878438770771, 0.15, 0.15, 0.15, 0.15, 0.15]",0,0,0,0,0,1.1986691666666667,0.9684866666666667,0.8475566666666666,0.9919308333333333,0.8318266666666667,46.06164,12000,0,0,0,0,0,-1.1986691666666667,-0.9684866666666667,-0.8475566666666666,-0.9919308333333333,-0.8318266666666667,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,294.2969,292.28442,291.42758,292.44296,291.75415,0.6666667,-2.8,-2.8,0.0,0.0,0.0,0.0,0.1748287,0.06302397,0.015421512,0.07183093,0.033563502,0.027777778,0.49142858,0.49142858,0.0,0.0,0.0,0.0,"{'energy': 0.1279, 't_disc': 0.8, 'dr_price': 7.89}",8456.037536666667,0.0,66517.66579581956,-3.0934269852668357,4724.406528881572,56692.87834657886,-0.6042515950439531,-0.0,-0.6042515950439531,0.0,0.0,-0.29718050360679626,0.485045850276947,16.494976565709983,0.0,9824.7874492407,0.0,0.6042515950439531,0.0,0.0
0.75,270.34999999999997,298.073948909053,296.39761217966986,296.9700047476944,296.666863177664,296.9677930743481,298.073948909053,296.39761217966986,297.0152444176859,-0.0,-0.0,-0.0,-0.0,-0.0,348.79937382866024,305.0368441834582,297.65519719572046,315.5497000055886,290.2571439394587,14035.23,11316.8,9873.02,11587.62,9691.66,14384.02937382866,11621.836844183457,10170.67519719572,11903.16970000559,9981.917143939458,58061.62825915289,261900.0,259200,15.0,17.70597076145224,"[298.07394 296.3976  296.97    296.66687 296.9678    0.75     -2.8
  -2.8       0.        0.        0.        0.     ]",-18.243969166666666,"[299.2878438770771, 299.2878438770771, 299.2878438770771, 299.2878438770771, 299.2878438770771, 0.15, 0.15, 0.15, 0.15, 0.15]",0,0,0,0,0,0.47350416666666667,0.05913083333333334,0.5779108333333334,0.61621,0.5997033333333334,15.917509999999998,12000,0,0,0,0,0,-0.47350416666666667,-0.05913083333333334,-0.5779108333333334,-0.61621,-0.5997033333333334,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,298.07394,296.3976,296.97,296.66687,296.9678,0.75,-2.8,-2.8,0.0,0.0,0.0,0.0,0.38466418,0.29153433,0.32333395,0.30649275,0.32321107,0.03125,0.49142858,0.49142858,0.0,0.0,0.0,0.0,"{'energy': 0.1279, 't_disc': 0.8, 'dr_price': 7.89}",8456.037536666667,0.0,36373.55541019111,-3.6976785803107886,2212.3973300792027,26548.767960950434,-0.2829656185171301,-0.0,-0.2829656185171301,0.0,0.0,-0.29718050360679626,0.485045850276947,15.633153105250274,0.0,9824.787449240679,0.0,0.28296561851713004,0.0,0.0
