,timestamp,t_indoor_measured,t_indoor_predicted
2020-01-04 23:50:00,2020/01/04 23:50:00,17.49186391779176,17.538233734597668
2020-01-04 23:55:00,2020/01/04 23:55:00,17.475176056445264,17.524294011800805
2020-01-05 00:00:00,2020/01/05 00:00:00,17.446868586128176,17.508919368443856
2020-01-05 00:05:00,2020/01/05 00:05:00,17.418854300731084,17.48611450416928
2020-01-05 00:10:00,2020/01/05 00:10:00,17.404207791177896,17.457193430854772
2020-01-05 00:15:00,2020/01/05 00:15:00,17.389675648988316,17.430292611300843
2020-01-05 00:20:00,2020/01/05 00:20:00,17.37885228062015,17.40526867080507
2020-01-05 00:25:00,2020/01/05 00:25:00,17.368069551864608,17.38059437969605
2020-01-05 00:30:00,2020/01/05 00:30:00,17.354138136151164,17.35566261259936
2020-01-05 00:35:00,2020/01/05 00:35:00,17.340250229044443,17.32869272624032
2020-01-05 00:40:00,2020/01/05 00:40:00,17.32562411942962,17.300556737100123
2020-01-05 00:45:00,2020/01/05 00:45:00,17.311033499251778,17.271699160165042
2020-01-05 00:50:00,2020/01/05 00:50:00,17.297466886313885,17.243531948314683
2020-01-05 00:55:00,2020/01/05 00:55:00,17.283917785260314,17.217279716404164
2020-01-05 01:00:00,2020/01/05 01:00:00,17.27213252743627,17.19400232213735
2020-01-05 01:05:00,2020/01/05 01:05:00,17.260344875458088,17.174663932111002
2020-01-05 01:10:00,2020/01/05 01:10:00,17.248783485709794,17.158546259121408
2020-01-05 01:15:00,2020/01/05 01:15:00,17.237216339256577,17.144520119838774
2020-01-05 01:20:00,2020/01/05 01:20:00,17.225582365363834,17.132350195981473
2020-01-05 01:25:00,2020/01/05 01:25:00,17.21394378787744,17.121314227744904
2020-01-05 01:30:00,2020/01/05 01:30:00,17.202598778679032,17.110710707039686
2020-01-05 01:35:00,2020/01/05 01:35:00,17.19124809210939,17.100028605556076
2020-01-05 01:40:00,2020/01/05 01:40:00,17.18024513651983,17.089017397037367
2020-01-05 01:45:00,2020/01/05 01:45:00,17.16923532229896,17.07778279737397
2020-01-05 01:50:00,2020/01/05 01:50:00,17.158462794738796,17.06661447560998
2020-01-05 01:55:00,2020/01/05 01:55:00,17.147683373698726,17.055990828938377
2020-01-05 02:00:00,2020/01/05 02:00:00,17.13433925372118,17.04641072973459
2020-01-05 02:05:00,2020/01/05 02:05:00,17.121010605563242,17.03770287956712
2020-01-05 02:10:00,2020/01/05 02:10:00,17.107407679736298,17.03047387159984
2020-01-05 02:15:00,2020/01/05 02:15:00,17.09382125651433,17.024908401131825
2020-01-05 02:20:00,2020/01/05 02:20:00,17.080866109848216,17.02093483771523
2020-01-05 02:25:00,2020/01/05 02:25:00,17.067919804235316,17.018508396873983
2020-01-05 02:30:00,2020/01/05 02:30:00,17.055069423264797,17.01721835782871
2020-01-05 02:35:00,2020/01/05 02:35:00,17.042224934040348,17.016585468913604
2020-01-05 02:40:00,2020/01/05 02:40:00,17.029271230028428,17.016055619357928
2020-01-05 02:45:00,2020/01/05 02:45:00,17.016322706865367,17.015091795466333
2020-01-05 02:50:00,2020/01/05 02:50:00,17.00342148732102,17.01327273884658
2020-01-05 02:55:00,2020/01/05 02:55:00,16.990523849971964,17.010300781251317
2020-01-05 03:00:00,2020/01/05 03:00:00,16.9721940398461,17.005989338008874
2020-01-05 03:05:00,2020/01/05 03:05:00,16.9539101999909,16.99894715783563
2020-01-05 03:10:00,2020/01/05 03:10:00,16.934597672089012,16.989905677678962
2020-01-05 03:15:00,2020/01/05 03:15:00,16.915332692279662,16.979467243992417
2020-01-05 03:20:00,2020/01/05 03:20:00,16.896837445210394,16.968098797189498
2020-01-05 03:25:00,2020/01/05 03:25:00,16.878374360919622,16.956535004583316
2020-01-05 03:30:00,2020/01/05 03:30:00,16.859665569792583,16.945170983528556
2020-01-05 03:35:00,2020/01/05 03:35:00,16.840982673358894,16.9342722170216
2020-01-05 03:40:00,2020/01/05 03:40:00,16.821661173975258,16.92404978864886
2020-01-05 03:45:00,2020/01/05 03:45:00,16.802363817620744,16.91446215159823
2020-01-05 03:50:00,2020/01/05 03:50:00,16.78274254957222,16.905526757895643
2020-01-05 03:55:00,2020/01/05 03:55:00,16.763141979042643,16.897134130442282
2020-01-05 04:00:00,2020/01/05 04:00:00,16.73741332103117,16.88919163651792
2020-01-05 04:05:00,2020/01/05 04:05:00,16.711748903504997,16.880130035449668
2020-01-05 04:10:00,2020/01/05 04:10:00,16.684736468179324,16.871045717197262
2020-01-05 04:15:00,2020/01/05 04:15:00,16.65778809068172,16.86232731976611
2020-01-05 04:20:00,2020/01/05 04:20:00,16.63141885992013,16.853632900394643
2020-01-05 04:25:00,2020/01/05 04:25:00,16.6050956792526,16.844944067506503
2020-01-05 04:30:00,2020/01/05 04:30:00,16.57824331602194,16.835879046776995
2020-01-05 04:35:00,2020/01/05 04:35:00,16.551429407015576,16.825746533505935
2020-01-05 04:40:00,2020/01/05 04:40:00,16.523688390911445,16.813779253319183
2020-01-05 04:45:00,2020/01/05 04:45:00,16.49598309776627,16.79890243847717
2020-01-05 04:50:00,2020/01/05 04:50:00,16.467576871603285,16.780291801336716
2020-01-05 04:55:00,2020/01/05 04:55:00,16.439202960148293,16.757071528564097
2020-01-05 05:00:00,2020/01/05 05:00:00,16.426144870514236,16.728723534883727
2020-01-05 05:05:00,2020/01/05 05:05:00,16.412989083716468,16.69863272404382
2020-01-05 05:10:00,2020/01/05 05:10:00,16.395131012291813,16.666876151857366
2020-01-05 05:15:00,2020/01/05 05:15:00,16.377222761848316,16.632930878413674
2020-01-05 05:20:00,2020/01/05 05:20:00,16.354387072044744,16.597365393053792
2020-01-05 05:25:00,2020/01/05 05:25:00,16.331551999722535,16.55992407818212
2020-01-05 05:30:00,2020/01/05 05:30:00,16.30988103742294,16.522049719316385
2020-01-05 05:35:00,2020/01/05 05:35:00,16.28820611469081,16.485208479659605
2020-01-05 05:40:00,2020/01/05 05:40:00,16.27130275701205,16.450067361249353
2020-01-05 05:45:00,2020/01/05 05:45:00,16.25435975873893,16.417735938468184
2020-01-05 05:50:00,2020/01/05 05:50:00,16.24584763806928,16.388294427205096
2020-01-05 05:55:00,2020/01/05 05:55:00,16.23723507862968,16.362839207792945
2020-01-05 06:00:00,2020/01/05 06:00:00,15.532288638673037,16.340347559087434
2020-01-05 06:05:00,2020/01/05 06:05:00,14.576057968528119,16.160131030896025
2020-01-05 06:10:00,2020/01/05 06:10:00,14.379358337509132,15.823478938805806
2020-01-05 06:15:00,2020/01/05 06:15:00,14.179658395980994,15.334413495607237
2020-01-05 06:20:00,2020/01/05 06:20:00,14.4497879741823,15.001393653759862
2020-01-05 06:25:00,2020/01/05 06:25:00,14.761194067353358,14.799641269920755
2020-01-05 06:30:00,2020/01/05 06:30:00,14.74780770088239,14.822783889567575
2020-01-05 06:35:00,2020/01/05 06:35:00,14.73933039360719,14.814067632002207
2020-01-05 06:40:00,2020/01/05 06:40:00,14.666400872967415,14.814202822849893
2020-01-05 06:45:00,2020/01/05 06:45:00,14.628842137582012,14.796699807883329
2020-01-05 06:50:00,2020/01/05 06:50:00,14.674080970056991,14.791917483008547
2020-01-05 06:55:00,2020/01/05 06:55:00,14.731831034685456,14.804151268820931
2020-01-05 07:00:00,2020/01/05 07:00:00,14.7979804126673,14.815106080722387
2020-01-05 07:05:00,2020/01/05 07:05:00,14.844747039067443,14.828489866907148
2020-01-05 07:10:00,2020/01/05 07:10:00,14.808876395028335,14.836532322131347
2020-01-05 07:15:00,2020/01/05 07:15:00,14.800719905091569,14.826132752646231
2020-01-05 07:20:00,2020/01/05 07:20:00,14.902362711519402,14.826913495493898
2020-01-05 07:25:00,2020/01/05 07:25:00,14.984669391527916,14.85436022103272
2020-01-05 07:30:00,2020/01/05 07:30:00,15.026593117308437,14.867572716850873
