time,ElecLoads[core_zn],ElecLoads[perimeter_zn_1],ElecLoads[perimeter_zn_2],ElecLoads[perimeter_zn_3],ElecLoads[perimeter_zn_4],tdl
4964400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
4968000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
4971600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
4975200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
4978800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
4982400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
4986000,805.1708,610.361,362.074,610.361,362.074,5
4989600,483.10248,366.2166,217.2444,366.2166,217.2444,20
4993200,483.10248,366.2166,217.2444,366.2166,217.2444,20
4996800,322.06832,244.1444,144.8296,244.1444,144.8296,20
5000400,322.06832,244.1444,144.8296,244.1444,144.8296,20
5004000,161.03416,122.0722,72.4148,122.0722,72.4148,20
5007600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5011200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5014800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5018400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5022000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5025600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5029200,161.03416,122.0722,72.4148,122.0722,72.4148,20
5032800,161.03416,122.0722,72.4148,122.0722,72.4148,20
5036400,483.10248,366.2166,217.2444,366.2166,217.2444,20
5040000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5043600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5047200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5050800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5054400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5058000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5061600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5065200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5068800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5072400,805.1708,610.361,362.074,610.361,362.074,5
5076000,483.10248,366.2166,217.2444,366.2166,217.2444,20
5079600,483.10248,366.2166,217.2444,366.2166,217.2444,20
5083200,322.06832,244.1444,144.8296,244.1444,144.8296,20
5086800,322.06832,244.1444,144.8296,244.1444,144.8296,20
5090400,161.03416,122.0722,72.4148,122.0722,72.4148,20
5094000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5097600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5101200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5104800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5108400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5112000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5115600,161.03416,122.0722,72.4148,122.0722,72.4148,20
5119200,161.03416,122.0722,72.4148,122.0722,72.4148,20
5122800,483.10248,366.2166,217.2444,366.2166,217.2444,20
5126400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5130000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5133600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5137200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5140800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5144400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5148000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5151600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5155200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5158800,805.1708,610.361,362.074,610.361,362.074,5
5162400,483.10248,366.2166,217.2444,366.2166,217.2444,20
5166000,483.10248,366.2166,217.2444,366.2166,217.2444,20
5169600,322.06832,244.1444,144.8296,244.1444,144.8296,20
5173200,322.06832,244.1444,144.8296,244.1444,144.8296,20
5176800,161.03416,122.0722,72.4148,122.0722,72.4148,20
5180400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5184000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5187600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5191200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5194800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5198400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5202000,161.03416,122.0722,72.4148,122.0722,72.4148,20
5205600,161.03416,122.0722,72.4148,122.0722,72.4148,20
5209200,483.10248,366.2166,217.2444,366.2166,217.2444,20
5212800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5216400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5220000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5223600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5227200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5230800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5234400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5238000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5241600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5245200,805.1708,610.361,362.074,610.361,362.074,5
5248800,483.10248,366.2166,217.2444,366.2166,217.2444,20
5252400,483.10248,366.2166,217.2444,366.2166,217.2444,20
5256000,322.06832,244.1444,144.8296,244.1444,144.8296,20
5259600,322.06832,244.1444,144.8296,244.1444,144.8296,20
5263200,161.03416,122.0722,72.4148,122.0722,72.4148,20
5266800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5270400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5274000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5277600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5281200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5284800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5288400,161.03416,122.0722,72.4148,122.0722,72.4148,20
5292000,161.03416,122.0722,72.4148,122.0722,72.4148,20
5295600,483.10248,366.2166,217.2444,366.2166,217.2444,20
5299200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5302800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5306400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5310000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5313600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5317200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5320800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5324400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5328000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5331600,805.1708,610.361,362.074,610.361,362.074,5
5335200,483.10248,366.2166,217.2444,366.2166,217.2444,20
5338800,483.10248,366.2166,217.2444,366.2166,217.2444,20
5342400,322.06832,244.1444,144.8296,244.1444,144.8296,20
5346000,322.06832,244.1444,144.8296,244.1444,144.8296,20
5349600,161.03416,122.0722,72.4148,122.0722,72.4148,20
5353200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5356800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5360400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5364000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5367600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5371200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5374800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5378400,161.03416,122.0722,72.4148,122.0722,72.4148,20
5382000,161.03416,122.0722,72.4148,122.0722,72.4148,20
5385600,483.10248,366.2166,217.2444,366.2166,217.2444,20
5389200,483.10248,366.2166,217.2444,366.2166,217.2444,20
5392800,483.10248,366.2166,217.2444,366.2166,217.2444,20
5396400,483.10248,366.2166,217.2444,366.2166,217.2444,20
5400000,241.55124,183.1083,108.6222,183.1083,108.6222,20
5403600,241.55124,183.1083,108.6222,183.1083,108.6222,20
5407200,241.55124,183.1083,108.6222,183.1083,108.6222,5
5410800,241.55124,183.1083,108.6222,183.1083,108.6222,5
5414400,241.55124,183.1083,108.6222,183.1083,108.6222,5
5418000,80.51708,61.0361,36.2074,61.0361,36.2074,5
5421600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5425200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5428800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5432400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5436000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5439600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5443200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5446800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5450400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5454000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5457600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5461200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5464800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5468400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5472000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5475600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5479200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5482800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5486400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5490000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5493600,80.51708,61.0361,36.2074,61.0361,36.2074,5
5497200,80.51708,61.0361,36.2074,61.0361,36.2074,5
5500800,80.51708,61.0361,36.2074,61.0361,36.2074,5
5504400,80.51708,61.0361,36.2074,61.0361,36.2074,5
5508000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5511600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5515200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5518800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5522400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5526000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5529600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5533200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5536800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5540400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5544000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5547600,161.03416,122.0722,72.4148,122.0722,72.4148,20
5551200,161.03416,122.0722,72.4148,122.0722,72.4148,20
5554800,483.10248,366.2166,217.2444,366.2166,217.2444,20
5558400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5562000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5565600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5569200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5572800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5576400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5580000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5583600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5587200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5590800,805.1708,610.361,362.074,610.361,362.074,5
5594400,483.10248,366.2166,217.2444,366.2166,217.2444,20
5598000,483.10248,366.2166,217.2444,366.2166,217.2444,20
5601600,322.06832,244.1444,144.8296,244.1444,144.8296,20
5605200,322.06832,244.1444,144.8296,244.1444,144.8296,20
5608800,161.03416,122.0722,72.4148,122.0722,72.4148,20
5612400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5616000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5619600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5623200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5626800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5630400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5634000,161.03416,122.0722,72.4148,122.0722,72.4148,20
5637600,161.03416,122.0722,72.4148,122.0722,72.4148,20
5641200,483.10248,366.2166,217.2444,366.2166,217.2444,20
5644800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5648400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5652000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5655600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5659200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5662800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5666400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5670000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5673600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5677200,805.1708,610.361,362.074,610.361,362.074,5
5680800,483.10248,366.2166,217.2444,366.2166,217.2444,20
5684400,483.10248,366.2166,217.2444,366.2166,217.2444,20
5688000,322.06832,244.1444,144.8296,244.1444,144.8296,20
5691600,322.06832,244.1444,144.8296,244.1444,144.8296,20
5695200,161.03416,122.0722,72.4148,122.0722,72.4148,20
5698800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5702400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5706000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5709600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5713200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5716800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5720400,161.03416,122.0722,72.4148,122.0722,72.4148,20
5724000,161.03416,122.0722,72.4148,122.0722,72.4148,20
5727600,483.10248,366.2166,217.2444,366.2166,217.2444,20
5731200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5734800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5738400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5742000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5745600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5749200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5752800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5756400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5760000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5763600,805.1708,610.361,362.074,610.361,362.074,5
5767200,483.10248,366.2166,217.2444,366.2166,217.2444,20
5770800,483.10248,366.2166,217.2444,366.2166,217.2444,20
5774400,322.06832,244.1444,144.8296,244.1444,144.8296,20
5778000,322.06832,244.1444,144.8296,244.1444,144.8296,20
5781600,161.03416,122.0722,72.4148,122.0722,72.4148,20
5785200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5788800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5792400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5796000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5799600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5803200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5806800,161.03416,122.0722,72.4148,122.0722,72.4148,20
5810400,161.03416,122.0722,72.4148,122.0722,72.4148,20
5814000,483.10248,366.2166,217.2444,366.2166,217.2444,20
5817600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5821200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5824800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5828400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5832000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5835600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5839200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5842800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5846400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5850000,805.1708,610.361,362.074,610.361,362.074,5
5853600,483.10248,366.2166,217.2444,366.2166,217.2444,20
5857200,483.10248,366.2166,217.2444,366.2166,217.2444,20
5860800,322.06832,244.1444,144.8296,244.1444,144.8296,20
5864400,322.06832,244.1444,144.8296,244.1444,144.8296,20
5868000,161.03416,122.0722,72.4148,122.0722,72.4148,20
5871600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5875200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5878800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5882400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5886000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5889600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5893200,161.03416,122.0722,72.4148,122.0722,72.4148,20
5896800,161.03416,122.0722,72.4148,122.0722,72.4148,20
5900400,483.10248,366.2166,217.2444,366.2166,217.2444,20
5904000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5907600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5911200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5914800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5918400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5922000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
5925600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5929200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5932800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
5936400,805.1708,610.361,362.074,610.361,362.074,5
5940000,483.10248,366.2166,217.2444,366.2166,217.2444,20
5943600,483.10248,366.2166,217.2444,366.2166,217.2444,20
5947200,322.06832,244.1444,144.8296,244.1444,144.8296,20
5950800,322.06832,244.1444,144.8296,244.1444,144.8296,20
5954400,161.03416,122.0722,72.4148,122.0722,72.4148,20
5958000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5961600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5965200,80.51708,61.0361,36.2074,61.0361,36.2074,20
5968800,80.51708,61.0361,36.2074,61.0361,36.2074,20
5972400,80.51708,61.0361,36.2074,61.0361,36.2074,20
5976000,80.51708,61.0361,36.2074,61.0361,36.2074,20
5979600,80.51708,61.0361,36.2074,61.0361,36.2074,20
5983200,161.03416,122.0722,72.4148,122.0722,72.4148,20
5986800,161.03416,122.0722,72.4148,122.0722,72.4148,20
5990400,483.10248,366.2166,217.2444,366.2166,217.2444,20
5994000,483.10248,366.2166,217.2444,366.2166,217.2444,20
5997600,483.10248,366.2166,217.2444,366.2166,217.2444,20
6001200,483.10248,366.2166,217.2444,366.2166,217.2444,20
6004800,241.55124,183.1083,108.6222,183.1083,108.6222,20
6008400,241.55124,183.1083,108.6222,183.1083,108.6222,20
6012000,241.55124,183.1083,108.6222,183.1083,108.6222,5
6015600,241.55124,183.1083,108.6222,183.1083,108.6222,5
6019200,241.55124,183.1083,108.6222,183.1083,108.6222,5
6022800,80.51708,61.0361,36.2074,61.0361,36.2074,5
6026400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6030000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6033600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6037200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6040800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6044400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6048000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6051600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6055200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6058800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6062400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6066000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6069600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6073200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6076800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6080400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6084000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6087600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6091200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6094800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6098400,80.51708,61.0361,36.2074,61.0361,36.2074,5
6102000,80.51708,61.0361,36.2074,61.0361,36.2074,5
6105600,80.51708,61.0361,36.2074,61.0361,36.2074,5
6109200,80.51708,61.0361,36.2074,61.0361,36.2074,5
6112800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6116400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6120000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6123600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6127200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6130800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6134400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6138000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6141600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6145200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6148800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6152400,161.03416,122.0722,72.4148,122.0722,72.4148,20
6156000,161.03416,122.0722,72.4148,122.0722,72.4148,20
6159600,483.10248,366.2166,217.2444,366.2166,217.2444,20
6163200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6166800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6170400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6174000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6177600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6181200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6184800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6188400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6192000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6195600,805.1708,610.361,362.074,610.361,362.074,5
6199200,483.10248,366.2166,217.2444,366.2166,217.2444,20
6202800,483.10248,366.2166,217.2444,366.2166,217.2444,20
6206400,322.06832,244.1444,144.8296,244.1444,144.8296,20
6210000,322.06832,244.1444,144.8296,244.1444,144.8296,20
6213600,161.03416,122.0722,72.4148,122.0722,72.4148,20
6217200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6220800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6224400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6228000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6231600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6235200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6238800,161.03416,122.0722,72.4148,122.0722,72.4148,20
6242400,161.03416,122.0722,72.4148,122.0722,72.4148,20
6246000,483.10248,366.2166,217.2444,366.2166,217.2444,20
6249600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6253200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6256800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6260400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6264000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6267600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6271200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6274800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6278400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6282000,805.1708,610.361,362.074,610.361,362.074,5
6285600,483.10248,366.2166,217.2444,366.2166,217.2444,20
6289200,483.10248,366.2166,217.2444,366.2166,217.2444,20
6292800,322.06832,244.1444,144.8296,244.1444,144.8296,20
6296400,322.06832,244.1444,144.8296,244.1444,144.8296,20
6300000,161.03416,122.0722,72.4148,122.0722,72.4148,20
6303600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6307200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6310800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6314400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6318000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6321600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6325200,161.03416,122.0722,72.4148,122.0722,72.4148,20
6328800,161.03416,122.0722,72.4148,122.0722,72.4148,20
6332400,483.10248,366.2166,217.2444,366.2166,217.2444,20
6336000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6339600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6343200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6346800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6350400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6354000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6357600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6361200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6364800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6368400,805.1708,610.361,362.074,610.361,362.074,5
6372000,483.10248,366.2166,217.2444,366.2166,217.2444,20
6375600,483.10248,366.2166,217.2444,366.2166,217.2444,20
6379200,322.06832,244.1444,144.8296,244.1444,144.8296,20
6382800,322.06832,244.1444,144.8296,244.1444,144.8296,20
6386400,161.03416,122.0722,72.4148,122.0722,72.4148,20
6390000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6393600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6397200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6400800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6404400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6408000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6411600,161.03416,122.0722,72.4148,122.0722,72.4148,20
6415200,161.03416,122.0722,72.4148,122.0722,72.4148,20
6418800,483.10248,366.2166,217.2444,366.2166,217.2444,20
6422400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6426000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6429600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6433200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6436800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6440400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6444000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6447600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6451200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6454800,805.1708,610.361,362.074,610.361,362.074,5
6458400,483.10248,366.2166,217.2444,366.2166,217.2444,20
6462000,483.10248,366.2166,217.2444,366.2166,217.2444,20
6465600,322.06832,244.1444,144.8296,244.1444,144.8296,20
6469200,322.06832,244.1444,144.8296,244.1444,144.8296,20
6472800,161.03416,122.0722,72.4148,122.0722,72.4148,20
6476400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6480000,80.51708,61.0361,36.2074,61.0361,36.2074,20
6483600,80.51708,61.0361,36.2074,61.0361,36.2074,20
6487200,80.51708,61.0361,36.2074,61.0361,36.2074,20
6490800,80.51708,61.0361,36.2074,61.0361,36.2074,20
6494400,80.51708,61.0361,36.2074,61.0361,36.2074,20
6498000,161.03416,122.0722,72.4148,122.0722,72.4148,20
6501600,161.03416,122.0722,72.4148,122.0722,72.4148,20
6505200,483.10248,366.2166,217.2444,366.2166,217.2444,20
6508800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6512400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6516000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6519600,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6523200,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6526800,1449.30744,1098.6498,651.7332,1098.6498,651.7332,20
6530400,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
6534000,1449.30744,1098.6498,651.7332,1098.6498,651.7332,5
