senHouDec_y,senTemOA_y,senTemRoom_y,senTemRoom1_y,senTemRoom2_y,senTemRoom3_y,senTemRoom4_y,maxTemp_y,minTemp_y,meanTemp_y,senCCPow_y,senCCPow1_y,senCCPow2_y,senCCPow3_y,senCCPow4_y,senFanPow_y,senFanPow1_y,senFanPow2_y,senFanPow3_y,senFanPow4_y,senHeaPow_y,senHeaPow1_y,senHeaPow2_y,senHeaPow3_y,senHeaPow4_y,senPowCor_y,senPowPer1_y,senPowPer2_y,senPowPer3_y,senPowPer4_y,senPowTot_y,time,start_time,dr_start_time,dr_end_time,state,reward,action,thermal_discomfort_Z0,thermal_discomfort_Z1,thermal_discomfort_Z2,thermal_discomfort_Z3,thermal_discomfort_Z4,hvac_energy_Z0,hvac_energy_Z1,hvac_energy_Z2,hvac_energy_Z3,hvac_energy_Z4,power_pen,dr_power_limit,rewards_tdisc_Z0,rewards_tdisc_Z1,rewards_tdisc_Z2,rewards_tdisc_Z3,rewards_tdisc_Z4,rewards_energy_Z0,rewards_energy_Z1,rewards_energy_Z2,rewards_energy_Z3,rewards_energy_Z4,UpperSetp[core_zn],LowerSetp[core_zn],UpperSetp[perimeter_zn_1],LowerSetp[perimeter_zn_1],UpperSetp[perimeter_zn_2],LowerSetp[perimeter_zn_2],UpperSetp[perimeter_zn_3],LowerSetp[perimeter_zn_3],UpperSetp[perimeter_zn_4],LowerSetp[perimeter_zn_4],s0,s1,s2,s3,plug_power,hvac_power,reward_irl,reward_dqn,curr_agent_states_n
0.0,285.95,293.1499999999999,293.15,293.15000000000003,293.15,293.14999999999986,293.15000000000003,293.14999999999986,293.15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13478400.0,13478400,16.67490130731401,18.85208275144873,"[ 0.23529448  0.23529448  0.23529448  0.23529448  0.23529448  0.
 -0.11        0.92175376  0.        ]",-0.0007117599999999999,"[0, 0, 0, 0, 0, 0.15, 0.15, 0.15, 0.15, 0.15, 288.15, 288.15, 288.15, 288.15, 288.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,30000,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010167999999999998,-0.00015251999999999998,-0.00015251999999999998,-0.00015251999999999998,-0.00015251999999999998,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,4,0,0,3,4950.048262333334,0.12789442934204398,0.7999788479050828,-0.0007117599999999999,[[ 0.23529449  0.         -0.11        0.92638344  0.        ]]
0.08333333333333333,285.95,294.10829924565223,293.97553917590045,294.39408450247106,294.1125421685992,294.64114097196835,294.64114097196835,293.97553917590045,294.24632121291825,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148915462845,0.02625598385911918,0.027023824690022288,0.02541420134603569,0.02763027053140398,0.0,0.0,0.0,0.0,0.0,0.021570148915462845,0.02625598385911918,0.027023824690022288,0.02541420134603569,0.02763027053140398,0.12789442934204398,13478700.0,13478400,16.67490130731401,18.85208275144873,"[ 0.29166502  0.28385562  0.3084759   0.2919146   0.32300866  0.00347222
 -0.1125      0.91712415  0.        ]",-0.0007117599999999999,"[0, 0, 0, 0, 0, 0.15, 0.15, 0.15, 0.15, 0.15, 288.15, 288.15, 288.15, 288.15, 288.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,30000,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010167999999999998,-0.00015251999999999998,-0.00015251999999999998,-0.00015251999999999998,-0.00015251999999999998,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,1,0,0,3,4950.048262333334,0.12789442932386716,0.4914173232513237,-0.0007117599999999999,[[ 0.29978397  0.00347222 -0.1125      0.92175376  0.        ]]
0.16666666666666666,285.95,295.05931458183517,294.79217469528203,295.6173695171484,295.065132455516,296.10802010327774,296.10802010327774,294.79217469528203,295.3284022706119,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148912390726,0.02625598385553502,0.02702382468643812,0.02541420134245153,0.02763027052705178,0.0,0.0,0.0,0.0,0.0,0.021570148912390726,0.02625598385553502,0.02702382468643812,0.02541420134245153,0.02763027052705178,0.12789442932386716,13479000.0,13478400,16.67490130731401,18.85208275144873,"[ 0.3476071   0.331893    0.38043386  0.34794933  0.40929565  0.00694444
 -0.115       0.91249454  0.        ]",-0.0007174999999999999,"[0, 0, 0, 0, 0, 0.15, 0.15, 0.15, 0.15, 0.15, 288.15, 288.15, 288.15, 288.15, 288.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,30000,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001025,-0.00015375000000000002,-0.00015375000000000002,-0.00015375000000000002,-0.00015375000000000002,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,2,0,0,3,4950.048262333334,0.12789442932361117,0.4914173232513237,-0.0007175,[[ 0.36343577  0.00694444 -0.115       0.91712415  0.        ]]
0.25,285.95,295.7978680876114,295.59517828133363,296.05621814089835,295.7480735435015,296.3582254352886,296.3582254352886,295.59517828133363,295.9111126977267,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148912390723,0.026255983855279007,0.027023824686438123,0.02541420134245153,0.02763027052705178,0.0,0.0,0.0,0.0,0.0,0.021570148912390723,0.026255983855279007,0.027023824686438123,0.02541420134245153,0.02763027052705178,0.12789442932361114,13479300.0,13478400,16.67490130731401,18.85208275144873,"[ 0.3910514   0.3791285   0.40624848  0.38812232  0.4240136   0.01041667
 -0.1175      0.90786487  0.        ]",-0.0007232399999999999,"[0, 0, 0, 0, 0, 0.15, 0.15, 0.15, 0.15, 0.15, 288.15, 288.15, 288.15, 288.15, 288.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,30000,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010331999999999998,-0.00015497999999999998,-0.00015497999999999998,-0.00015497999999999998,-0.00015497999999999998,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,2,0,0,3,4950.048262333334,0.12789442932412318,1.0833205826351986,-0.0007232399999999999,[[ 0.39771285  0.01041667 -0.1175      0.91249454  0.        ]]
0.3333333333333333,285.95,296.52875663346816,296.3869822692607,296.48108072920905,296.42088836430923,296.5969169282601,296.5969169282601,296.3869822692607,296.48292498490144,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148912390726,0.02625598385553502,0.02702382468643812,0.02541420134245153,0.027630270527307793,0.0,0.0,0.0,0.0,0.0,0.021570148912390726,0.02625598385553502,0.02702382468643812,0.02541420134245153,0.027630270527307793,0.12789442932412318,13479600.0,13478400,16.67490130731401,18.85208275144873,"[ 0.43404487  0.4257052   0.4312404   0.42769969  0.4380543   0.01388889
 -0.12        0.90323526  0.        ]",-0.00072898,"[0, 0, 0, 0, 0, 0.15, 0.15, 0.15, 0.15, 0.15, 288.15, 288.15, 288.15, 288.15, 288.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,30000,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010414,-0.00015621000000000002,-0.00015621000000000002,-0.00015621000000000002,-0.00015621000000000002,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,3,0,0,3,4950.048262333334,0.12789442932386716,1.0833205826351986,-0.0007289800000000001,[[ 0.4313489   0.01388889 -0.12        0.90786487  0.        ]]
0.4166666666666667,285.95,296.49582929309213,296.1929812234818,296.3910770109212,296.3309582945084,296.5653305408535,296.5653305408535,296.1929812234818,296.3952352725714,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148912390726,0.02625598385553502,0.02702382468643812,0.02541420134245153,0.02763027052705178,0.0,0.0,0.0,0.0,0.0,0.021570148912390726,0.02625598385553502,0.02702382468643812,0.02541420134245153,0.02763027052705178,0.12789442932386716,13479900.0,13478400,16.67490130731401,18.85208275144873,"[ 0.43210796  0.41429338  0.42594606  0.42240968  0.43619627  0.01736111
 -0.1225      0.89860564  0.        ]",-0.00073472,"[0, 0, 0, 0, 0, 0.15, 0.15, 0.15, 0.15, 0.15, 288.15, 288.15, 288.15, 288.15, 288.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,30000,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010496,-0.00015744,-0.00015744,-0.00015744,-0.00015744,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,3,0,0,3,4950.048262333334,0.1278944293238672,1.0833205826351986,-0.00073472,[[ 0.42619066  0.01736111 -0.1225      0.90323526  0.        ]]
0.5,285.95,296.4596345861579,295.9955833964786,296.2938531612021,296.23684811561577,296.5256591385913,296.5256591385913,295.9955833964786,296.3023156796091,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148912390723,0.02625598385553502,0.027023824686182106,0.02541420134245153,0.027630270527307793,0.0,0.0,0.0,0.0,0.0,0.021570148912390723,0.02625598385553502,0.027023824686182106,0.02541420134245153,0.027630270527307793,0.12789442932386716,13480200.0,13478400,16.67490130731401,18.85208275144873,"[ 0.42997888  0.40268174  0.42022702  0.41687378  0.43386266  0.02083333
 -0.125       0.893976    0.        ]",-0.0007404599999999999,"[0, 0, 0, 0, 0, 0.15, 0.15, 0.15, 0.15, 0.15, 288.15, 288.15, 288.15, 288.15, 288.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,30000,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010577999999999998,-0.00015867,-0.00015867,-0.00015867,-0.00015867,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,3,0,0,3,4950.048262333334,0.1278944293238672,1.0833205826351986,-0.0007404599999999999,[[ 0.42072482  0.02083333 -0.125       0.89860564  0.        ]]
0.5833333333333334,285.95,296.46944051451544,295.9825080652936,296.2365351990918,296.1814973866271,296.47796085889865,296.47796085889865,295.9825080652936,296.2695884048853,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148912390726,0.02625598385553502,0.027023824686438123,0.02541420134245153,0.02763027052705178,0.0,0.0,0.0,0.0,0.0,0.021570148912390726,0.02625598385553502,0.027023824686438123,0.02541420134245153,0.02763027052705178,0.12789442932386716,13480500.0,13478400,16.67490130731401,18.85208275144873,"[ 0.43055567  0.4019126   0.41685537  0.41361785  0.4310569   0.02430556
 -0.1275      0.88934636  0.        ]",-0.0007462,"[0, 0, 0, 0, 0, 0.15, 0.15, 0.15, 0.15, 0.15, 288.15, 288.15, 288.15, 288.15, 288.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,30000,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001066,-0.0001599,-0.0001599,-0.0001599,-0.0001599,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,3,0,0,3,4950.048262333334,0.12789442932335515,1.0833205826351986,-0.0007462,[[ 0.41879969  0.02430556 -0.1275      0.89397597  0.        ]]
0.6666666666666666,285.95,296.475980952433,295.9651466185765,296.1725886252481,296.12222578769587,296.4234840715863,296.475980952433,295.9651466185765,296.23188521110797,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148911878702,0.02625598385553502,0.027023824686438123,0.02541420134245153,0.02763027052705178,0.0,0.0,0.0,0.0,0.0,0.021570148911878702,0.02625598385553502,0.027023824686438123,0.02541420134245153,0.02763027052705178,0.12789442932335515,13480800.0,13478400,16.67490130731401,18.85208275144873,"[ 0.43094042  0.40089133  0.4130938   0.41013128  0.42785236  0.02777778
 -0.13        0.88471675  0.        ]",-0.0007519400000000001,"[0, 0, 0, 0, 0, 0.15, 0.15, 0.15, 0.15, 0.15, 288.15, 288.15, 288.15, 288.15, 288.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,30000,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010742000000000003,-0.00016113000000000005,-0.00016113000000000005,-0.00016113000000000005,-0.00016113000000000005,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,3,0,0,3,4950.048262333334,0.12789442932284312,1.0833205826351986,-0.0007519400000000002,[[ 0.41658182  0.02777778 -0.13        0.88934636  0.        ]]
0.75,285.95,296.4857545035852,295.95130450053045,296.15219750320864,296.09791480641746,296.4095074470105,296.4857545035852,295.95130450053045,296.2193357521504,-0.0,-0.0,-0.0,-0.0,-0.0,0.021570148911878702,0.026255983855279007,0.027023824686182106,0.02541420134245153,0.02763027052705178,0.0,0.0,0.0,0.0,0.0,0.021570148911878702,0.026255983855279007,0.027023824686182106,0.02541420134245153,0.02763027052705178,0.12789442932284312,13481100.0,13478400,16.67490130731401,18.85208275144873,"[ 0.43151534  0.4000771   0.41189432  0.40870124  0.4270302   0.03125
 -0.1325      0.88008714  0.        ]",-0.00075768,"[0, 0, 0, 0, 0, 0.15, 0.15, 0.15, 0.15, 0.15, 288.15, 288.15, 288.15, 288.15, 288.15]",0,0,0,0,0,1.6666666666666667e-06,2.5e-06,2.5e-06,2.5e-06,2.5e-06,0.0,30000,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010824000000000001,-0.00016236,-0.00016236,-0.00016236,-0.00016236,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,303.15,288.15,3,0,0,3,4950.048262333334,0.1278944293238672,1.0833205826351986,-0.00075768,[[ 0.41584368  0.03125    -0.13249999  0.88471675  0.        ]]
