,timestamp,t_indoor_measured_core,t_indoor_predicted_core,t_indoor_predicted_after_kalman_core,t_indoor_measured_perimeter1,t_indoor_predicted_perimeter1,t_indoor_predicted_after_kalman_perimeter1,t_indoor_measured_perimeter2,t_indoor_predicted_perimeter2,t_indoor_predicted_after_kalman_perimeter2,t_indoor_measured_perimeter3,t_indoor_predicted_perimeter3,t_indoor_predicted_after_kalman_perimeter3,t_indoor_measured_perimeter4,t_indoor_predicted_perimeter4,t_indoor_predicted_after_kalman_perimeter4
2017-01-04 00:00:00,2017/01/04 00:00:00,20.928745580156146,27.087600823434343,20.8194,20.282725922772045,25.889096380748697,19.4858,20.271195554503095,25.540135005370303,18.1048,20.303583222279883,23.740033747134476,20.5878,20.268028723210364,25.812168540866594,19.7351
2017-01-04 00:05:00,2017/01/04 00:05:00,21.851707142844305,20.81943353288625,21.3199,20.56298390961399,19.485813343501093,19.877,20.53839335037395,18.10482012225782,20.8959,20.604535396102563,20.587766515467706,19.7164,20.53209804786212,19.73514693084303,20.429
2017-01-04 00:10:00,2017/01/04 00:10:00,21.815516197393208,21.319932617622555,21.547,20.42962929259585,19.876953454706893,20.1043,20.403283517798172,20.895919156409605,20.9882,20.498996789335592,19.716434824281237,19.8163,20.398413942937736,20.428990305108414,20.7153
2017-01-04 00:15:00,2017/01/04 00:15:00,21.780124306473567,21.546971184705797,21.5651,20.297576746723223,20.104318242041927,20.1789,20.2703755002085,20.988190672760936,20.9477,20.394551455776252,19.816281645333618,19.6664,20.26691513139758,20.71529632457043,20.7005
2017-01-04 00:20:00,2017/01/04 00:20:00,21.800852635659908,21.565096413414665,21.4872,20.17221501911183,20.178932602700684,20.0825,20.12774088705123,20.94772374384638,20.6879,20.253785822092652,19.666364396429458,19.549,20.12514856711539,20.700505413544533,20.5437
2017-01-04 00:25:00,2017/01/04 00:25:00,21.822307322118036,21.487198252932785,21.4539,20.048123169987775,20.08250688939654,19.9969,19.98744789896989,20.687895707914095,20.5107,20.114465362932265,19.54902531746916,19.471,19.98571147731377,20.54367489217657,20.4122
2017-01-04 00:30:00,2017/01/04 00:30:00,21.812083474956182,21.453945991288094,21.4643,19.987813524443425,19.99688211804454,19.943,19.929072912611616,20.510697939215788,20.3819,20.05193544897145,19.470983318342974,19.4462,19.927028904838494,20.41215543839786,20.3226
2017-01-04 00:35:00,2017/01/04 00:35:00,21.802798636646116,21.46434932794648,21.4727,19.928085973203906,19.94295630963154,19.8882,19.871587251366464,20.381850269068536,20.2608,19.990056221094278,19.446233330824043,19.4262,19.869234984519153,20.32261684167287,20.235
2017-01-04 00:40:00,2017/01/04 00:40:00,21.76916572865207,21.47270238480627,21.4803,19.88492466043573,19.88823912468297,19.8359,19.830417760363957,20.260839187421254,20.1525,19.953357165570765,19.4261609185761,19.4125,19.82774286756205,20.23499229828468,20.1533
2017-01-04 00:45:00,2017/01/04 00:45:00,21.73651213826645,21.480329909229567,21.4849,19.842055945263724,19.835930318272858,19.7855,19.78964476330367,20.15245775010345,20.0553,19.91693987035933,19.41245447965349,19.3999,19.786644590850358,20.153259883236274,20.0759
2017-01-04 00:50:00,2017/01/04 00:50:00,21.70528940408701,21.484853657182157,21.4819,19.795486137405135,19.78548588551638,19.7339,19.740025815598415,20.055314927744803,19.9631,19.871584160623684,19.39991177882024,19.383,19.736887596057443,20.07594493837979,19.9983
2017-01-04 00:55:00,2017/01/04 00:55:00,21.674872147778444,21.481898325976374,21.4752,19.749134784104967,19.73387641444981,19.6837,19.69075793964231,19.963122608026083,19.8784,19.8264749057995,19.382964168030924,19.3639,19.687476210852196,19.998326621988838,19.9236
2017-01-04 01:00:00,2017/01/04 01:00:00,21.649789184039548,21.475218541070603,21.4649,19.70139883987946,19.683701455484652,19.6344,19.63759972228752,19.878424700788912,19.7988,19.777534908169002,19.36391772656424,19.3419,19.634810469688432,19.923630670192495,19.8508
2017-01-04 01:05:00,2017/01/04 01:05:00,21.625308966272655,21.464881239758142,21.452,19.653820980893272,19.634438769374412,19.5864,19.58473047127046,19.79883222524029,19.7242,19.728795822586108,19.34191891212248,19.3178,19.58242030035541,19.85076517537442,19.7802
2017-01-04 01:10:00,2017/01/04 01:10:00,21.60191847461249,21.452047870661886,21.4399,19.609294889842374,19.586356715361376,19.5415,19.53724040771698,19.72415850480968,19.6566,19.684943934000103,19.317788628228982,19.2943,19.535321394444736,19.780228920599882,19.7146
2017-01-04 01:15:00,2017/01/04 01:15:00,21.578977510756772,21.439855614313444,21.4264,19.564852218880674,19.541538093533745,19.4981,19.489880703502877,19.656606252951917,19.593,19.641195928985383,19.29426375842354,19.2697,19.488342714429052,19.714625818753007,19.6516
2017-01-04 01:20:00,2017/01/04 01:20:00,21.555492540950922,21.42638027642448,21.4136,19.52360116649686,19.498069789256817,19.4574,19.44697508789062,19.593034675856245,19.535,19.601812132685836,19.269728839440006,19.2461,19.445704198618728,19.651558901498788,19.5927
2017-01-04 01:25:00,2017/01/04 01:25:00,21.532342593773706,21.413619520662166,21.3999,19.48237628212337,19.45738255409617,19.4178,19.40408710741974,19.535035726704336,19.4801,19.56245949669568,19.246076937306498,19.2219,19.403077132115754,19.592715887343104,19.5361
2017-01-04 01:30:00,2017/01/04 01:30:00,21.50918627187218,21.399916309873163,21.3862,19.4429309812092,19.41784732261698,19.38,19.363061715200615,19.4801470403101,19.4288,19.525079613977198,19.221890544296173,19.198,19.362351405686695,19.536148439660906,19.4824
2017-01-04 01:35:00,2017/01/04 01:35:00,21.486280852052744,21.386155251452237,21.3715,19.4034810613652,19.380021903257386,19.343,19.322004683029093,19.428839750818554,19.3797,19.487695255923654,19.197976015206223,19.1736,19.321589243032577,19.482446784687852,19.4305
2017-01-04 01:40:00,2017/01/04 01:40:00,21.46387678310623,21.37150223110052,21.3574,19.36749918919378,19.342965270637535,19.3082,19.28273735429741,19.37973728384202,19.3339,19.451800650808252,19.173603554724025,19.1499,19.28274999247634,19.430546831952427,19.3815
2017-01-04 01:45:00,2017/01/04 01:45:00,21.44164373187283,21.357407427341172,21.3425,19.331479635496464,19.30820494395209,19.2742,19.2434116022294,19.333929122304482,19.2896,19.41588292819256,19.14990551266635,19.1258,19.243847530875144,19.38154068573664,19.334
2017-01-04 01:50:00,2017/01/04 01:50:00,21.419977197486958,21.34250995703576,21.3282,19.297474398865234,19.274207150189966,19.242,19.20724808728653,19.289560454983928,19.248,19.38165591198407,19.125797585120722,19.1024,19.208056974016472,19.333971270676727,19.2892
2017-01-04 01:55:00,2017/01/04 01:55:00,21.398431715928893,21.328174405711195,21.3132,19.263416575807184,19.24195551292081,19.2103,19.17098739700765,19.248045389877348,19.2078,19.347391289087,19.10237784405564,19.0787,19.172166566298927,19.2891526318312,19.2457
2017-01-04 02:00:00,2017/01/04 02:00:00,21.377375813633762,21.3132018844027,21.2988,19.231330589730305,19.210263325352855,19.1801,19.13736961394352,19.207769114322787,19.17,19.315040976036812,19.078710860882097,19.0559,19.13873407202135,19.245674571548648,19.2046
2017-01-04 02:05:00,2017/01/04 02:05:00,21.356400850474586,21.298839608873323,21.2829,19.199184500273304,19.180111206982247,19.1511,19.103635298621725,19.169975554232565,19.1378,19.282642644542705,19.055860162877252,19.0162,19.105186147152722,19.204625258489898,19.1633
2017-01-04 02:10:00,2017/01/04 02:10:00,21.33589893059866,21.28293668684728,21.2687,19.16859307893361,19.15105577715923,19.1188,19.0714558689632,19.13782162585869,19.094,19.25157297224814,19.0161777884432,18.9895,19.073176006315805,19.163259910664863,19.1217
2017-01-04 02:15:00,2017/01/04 02:15:00,21.315449385062266,21.26874310234757,21.2584,19.137940549464815,19.118814120683453,19.0903,19.039162063046206,19.09396758576679,19.0575,19.22045299859235,18.989544588370677,18.9671,19.04105332226385,19.121739427273667,19.0842
2017-01-04 02:20:00,2017/01/04 02:20:00,21.295482079827366,21.258444687410986,21.248,19.108556705458568,19.09029421073177,19.0621,19.008206039096535,19.057529232233378,19.0214,19.19102944374754,18.967093010120948,18.9468,19.010307980599748,19.084233447910663,19.0478
2017-01-04 02:25:00,2017/01/04 02:25:00,21.275546689292923,21.248039955686977,21.2365,19.07911463254885,19.062089939234966,19.0336,18.97714326762889,19.02137284502038,18.9859,19.161552013417122,18.946797034269593,18.9266,18.979457248388485,19.047800221548584,19.0118
2017-01-04 02:30:00,2017/01/04 02:30:00,21.256086180033265,21.23652207831134,21.2249,19.050826598228298,19.033620603515374,19.0057,18.94747153907798,18.985858955044705,18.9519,19.133753341584793,18.926595874727184,18.9071,18.949998298931177,19.01176898356306,18.9771
2017-01-04 02:35:00,2017/01/04 02:35:00,21.23664324342178,21.2248561588666,21.2124,19.02248429203547,19.00574117868109,18.978,18.917699634214898,18.95186112549476,18.9186,19.105898506765584,18.907149238094462,18.8876,18.920440483558878,18.977077160906674,18.943
2017-01-04 02:40:00,2017/01/04 02:40:00,21.217653002404745,21.21237774450367,21.1998,18.995200311426174,18.97800306767516,18.951,18.889190614128495,18.91862820920852,18.8868,19.079155864916288,18.88764344681141,18.8686,18.89213072358109,18.943047770746375,18.9103
2017-01-04 02:45:00,2017/01/04 02:45:00,21.19867026490556,21.199807237259108,21.1865,18.96786796026737,18.951018544963063,18.9242,18.860591741714245,18.88679770384573,18.8556,19.052362029094695,18.86856360102547,18.8493,18.86373249176097,18.910289717255296,18.8781
2017-01-04 02:50:00,2017/01/04 02:50:00,21.18011575974316,21.186526308588782,21.1732,18.9414785295279,18.924231390786304,18.8982,18.833069374327124,18.85556374374869,18.8255,19.02647924917261,18.849304150970113,18.8304,18.836406262196874,18.878107838959977,18.847
2017-01-04 02:55:00,2017/01/04 02:55:00,21.16156230872633,21.173202382418992,21.1593,18.915043518905406,18.89816148876622,18.8723,18.805462540978738,18.825525319021835,18.796,19.000548306631288,18.83035461885703,18.8112,18.808996926523093,18.847044019732664,18.8165
2017-01-04 03:00:00,2017/01/04 03:00:00,21.143410978090458,21.159299080771063,21.1452,18.889113346679494,18.872295243515396,18.8469,18.77852030195669,18.79597439661086,18.7672,18.975000282714348,18.81122488414718,18.7921,18.78196423047865,18.816487310482955,18.7866
2017-01-04 03:05:00,2017/01/04 03:05:00,21.125256370373393,21.14516752692998,21.1315,18.863144819544857,18.84686330361012,18.8209,18.75150613395249,18.76723893617651,18.7342,18.9494126611782,18.792140779825843,18.7895,18.75486479372745,18.78664829213045,18.7586
2017-01-04 03:10:00,2017/01/04 03:10:00,21.107475048819822,21.131513480922536,21.1165,18.83784359044796,18.820905071348477,18.7998,18.725312417061332,18.734211958431274,18.7155,18.924529438251966,18.78954379745494,18.7747,18.72852645741972,18.758641970391523,18.7334
2017-01-04 03:15:00,2017/01/04 03:15:00,21.089687720126335,21.116471923815766,21.0966,18.812508273548474,18.799778341682043,18.7753,18.699054164644792,18.71548874083578,18.6903,18.899610819673512,18.774681927449024,18.7554,18.702128846879987,18.733415091938355,18.7054
2017-01-04 03:20:00,2017/01/04 03:20:00,21.072244859500586,21.09659342355735,21.0773,18.787898423336344,18.77534644672744,18.7521,18.673636515519092,18.690331210316344,18.6671,18.87548816548076,18.755352445576705,18.7348,18.67671444351572,18.705401960848747,18.6787
2017-01-04 03:25:00,2017/01/04 03:25:00,21.054794387560094,21.077307099382665,21.0583,18.763257168701216,18.752060075692896,18.7293,18.648159463277125,18.667143649475975,18.6441,18.851332437040412,18.734814867234036,18.714,18.651242906323375,18.67872267557459,18.6527
2017-01-04 03:30:00,2017/01/04 03:30:00,21.037663196103892,21.058349294374068,21.04,18.73923909962116,18.72934824973572,18.7073,18.623140921792356,18.64405295632872,18.6213,18.8278217831882,18.7140251499182,18.6934,18.626529685509695,18.65268796891894,18.6274
2017-01-04 03:35:00,2017/01/04 03:35:00,21.02052385472365,21.040022935242803,21.0218,18.71519332462003,18.70729175259106,18.6853,18.598073609899075,18.621318589498173,18.5984,18.804281896037708,18.69341417908231,18.6728,18.60176523244337,18.627421954637498,18.6024
2017-01-04 03:40:00,2017/01/04 03:40:00,21.003682242634795,21.021833296276952,21.0041,18.691684944934877,18.685321369341693,18.6637,18.573681035116635,18.59837636420349,18.5757,18.781285437023428,18.672768991585997,18.6524,18.577577902752353,18.602380822835187,18.5779
2017-01-04 03:45:00,2017/01/04 03:45:00,20.986831846048688,21.00412894687139,20.9865,18.668150639987232,18.663678745866832,18.642,18.54924206104522,18.575690057302836,18.5529,18.758261699204297,18.65244859271951,18.6322,18.553343156854964,18.577871684929676,18.5535
2017-01-04 03:50:00,2017/01/04 03:50:00,20.970260716906182,20.986523305179446,20.9693,18.645118662835046,18.642027327179335,18.6206,18.525443728067444,18.55287396986529,18.5303,18.73575585190929,18.632185064626754,18.6123,18.5296745911985,18.553530511569022,18.5297
2017-01-04 03:55:00,2017/01/04 03:55:00,20.953680772659368,20.969322205799983,20.9522,18.622063100473667,18.620628085349097,18.5992,18.501602129767434,18.530320522067996,18.5077,18.71322519280534,18.6122583229199,18.5924,18.505963061767034,18.52965067631021,18.5059
2017-01-04 04:00:00,2017/01/04 04:00:00,20.93736681025331,20.952160395449027,20.9361,18.600920467273852,18.599187730816595,18.5788,18.479579831070737,18.507669688691237,18.4861,18.692341641838766,18.592383051905983,18.5735,18.484129808407772,18.505892820149313,18.4833
2017-01-04 04:05:00,2017/01/04 04:05:00,20.92104442865906,20.93613620591975,20.9202,18.579745337730856,18.578817744297567,18.5586,18.457501760980335,18.48613280534687,18.4646,18.67142674880313,18.57351547882172,18.5548,18.4622404032732,18.483343202393712,18.461
